"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0113001007,0,0,0,0,0,0,0,0
0113001009,0,0,0,0,0,0,0,0
0113001016,0,0,0,0,0,0,0,0
0113002000,0,0,0,0,0,0,0,0
0113002003,17,1,0,1,0,0,0,19
0113001020,0,0,0,0,0,0,0,0
0113001021,0,0,0,0,0,0,0,0
0113001002,28,0,0,0,0,0,0,28
0113001003,123,5,2,1,0,3,3,137
0113001004,129,3,0,2,0,3,4,141
0113001005,86,7,3,2,0,9,2,109
0113001018,11,7,0,0,0,0,0,18
0113001013,0,0,0,0,0,0,0,0
0113001019,0,0,0,0,0,0,0,0
0113002002,79,51,0,0,0,1,0,131
0113001000,5,12,0,0,0,2,0,19
0113001001,0,0,0,0,0,0,0,0
0113001006,0,0,0,0,0,0,0,0
0113001010,0,0,0,0,0,0,0,0
0113001012,17,0,0,0,0,0,0,17
0113001017,0,0,0,0,0,0,0,0
0113001022,0,0,0,0,0,0,0,0
0113002001,451,35,2,8,3,3,2,504
0113001011,0,0,0,0,0,0,0,0
0113001014,0,0,0,0,0,0,0,0
0113001015,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 27",,,,,,,,
"Census Tract: 11300",,,,,,,,
