"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0034001009,27,4,0,2,0,0,0,33
0034001013,40,23,0,0,0,0,0,63
0034001016,77,0,0,1,0,1,0,79
0034002007,47,34,0,0,0,4,0,85
0034003002,83,44,1,3,0,6,6,143
0034003007,49,5,0,1,0,1,0,56
0034004002,459,42,1,3,0,4,3,512
0034001011,41,10,0,1,0,0,0,52
0034001012,63,11,0,2,0,3,0,79
0034002003,38,4,0,1,0,0,0,43
0034002015,67,14,1,2,0,1,0,85
0034003004,124,22,3,0,0,10,1,160
0034003010,61,18,0,0,0,0,0,79
0034004006,4,0,0,0,0,0,0,4
0034004011,318,75,5,21,0,8,9,436
0034001002,95,16,1,1,0,3,2,118
0034001005,70,14,0,0,0,1,0,85
0034001006,6,4,0,0,0,5,0,15
0034002005,38,7,1,0,0,7,0,53
0034003008,88,3,0,0,0,0,1,92
0034004000,0,0,0,0,0,0,0,0
0034004015,13,0,0,1,0,1,0,15
0034001004,65,8,0,0,0,3,1,77
0034002004,40,0,0,0,0,0,0,40
0034002010,89,1,0,0,0,1,0,91
0034002011,61,0,0,0,0,0,1,62
0034002012,67,19,2,0,0,1,0,89
0034002013,60,15,0,11,0,2,3,91
0034003001,62,30,0,0,0,4,2,98
0034003005,112,16,1,0,0,2,0,131
0034004004,17,0,0,0,0,0,0,17
0034004014,3,0,0,0,0,0,0,3
0034001001,50,58,0,0,0,4,0,112
0034001003,41,9,0,0,0,0,0,50
0034001008,19,8,3,0,0,1,0,31
0034001010,34,22,0,2,0,3,0,61
0034001015,30,20,1,1,0,0,0,52
0034002008,45,2,0,0,0,0,0,47
0034003011,50,4,0,0,0,0,0,54
0034003012,49,7,0,0,0,2,0,58
0034004008,33,0,0,0,0,1,0,34
0034001017,57,13,0,0,0,1,0,71
0034002014,47,11,0,1,0,0,0,59
0034002016,37,9,0,0,0,0,1,47
0034003006,39,2,0,0,0,0,8,49
0034004001,15,0,0,0,0,0,0,15
0034004003,12,6,0,0,0,0,0,18
0034004009,86,14,1,1,0,3,0,105
0034004010,26,1,1,0,0,0,0,28
0034001000,11,5,0,0,0,2,0,18
0034001007,71,31,0,6,0,5,3,116
0034002000,40,66,5,0,0,2,4,117
0034002002,48,73,6,2,0,7,0,136
0034002009,61,3,4,0,0,0,0,68
0034003000,64,37,0,7,1,3,0,112
0034004005,25,3,0,0,0,0,0,28
0034004007,59,2,0,2,0,0,0,63
0034004013,73,0,2,6,0,1,0,82
0034001014,0,0,0,0,0,0,0,0
0034002001,0,0,0,0,0,0,0,0
0034002006,52,16,0,0,0,0,0,68
0034003003,69,40,0,6,0,3,0,118
0034003009,41,0,4,0,0,2,0,47
0034004012,53,1,2,3,0,2,0,61
,,,,,,,,
"Total Records: 65",,,,,,,,
"Census Tract: 3400",,,,,,,,
