"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0078002001,136,1,0,4,0,0,2,143
0078002003,92,0,0,4,0,3,0,99
0078002004,141,5,0,6,0,3,0,155
0078002006,73,0,0,4,0,1,2,80
0078003010,209,8,1,22,0,8,3,251
0078002000,172,0,0,3,0,2,0,177
0078003007,135,7,0,1,0,3,0,146
0078001002,124,1,1,2,0,5,2,135
0078001005,96,1,0,3,0,2,5,107
0078003004,91,3,1,7,0,0,1,103
0078001003,166,0,0,8,0,0,1,175
0078001004,155,13,0,40,0,3,2,213
0078001006,89,0,0,0,0,2,0,91
0078003002,130,0,0,2,1,2,3,138
0078003008,142,2,0,3,0,2,1,150
0078003000,82,5,0,0,0,4,1,92
0078003001,94,2,0,1,0,0,0,97
0078003005,0,0,0,0,0,0,0,0
0078001000,192,9,1,5,0,2,0,209
0078001001,110,2,1,0,0,6,0,119
0078002002,139,1,1,8,0,4,1,154
0078002005,193,5,2,2,0,2,0,204
0078003003,100,1,1,6,0,0,1,109
0078003009,159,6,0,9,0,5,2,181
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 7800",,,,,,,,
