Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
102120005;07/31/2010;12:59 AM;7.0;AGGRAVATED ASSAULT;;;;;5033 N 48TH ST
102120014;07/31/2010;01:51 AM;5.0;SIMPLE ASSAULT;;;;;4009 N 19TH PL
102120031;07/31/2010;06:00 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4623 N 24TH ST
102120035;07/31/2010;08:04 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4103 N 12TH ST
102120046;07/31/2010;09:48 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1927 W HAMPTON AV
102120052;07/31/2010;10:22 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5301 N TEUTONIA AV
102120059;07/31/2010;10:50 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5731 N 34TH ST
102120063;07/31/2010;11:01 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5301 N TEUTONIA AV
102120083;07/31/2010;01:24 PM;5.0;ALL OTHER LARCENY;;;;;2012 W CAPITOL DR
102120088;07/31/2010;01:18 PM;7.0;ALL OTHER LARCENY;;;;;4862 N 36TH ST
102120091;07/31/2010;02:54 PM;4.0;MOTOR VEHICLE THEFT;;;;;5315 N 39TH ST
102120168;07/31/2010;10:25 PM;4.0;ROBBERY;;;;;7072 N 43RD ST
102110015;07/30/2010;01:07 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4505 N 29TH ST #105
102110028;07/30/2010;06:37 AM;4.0;MOTOR VEHICLE THEFT;;;;;1511 W CUSTER AV
102110051;07/30/2010;07:30 AM;7.0;ALL OTHER LARCENY;;;;;3200 W HAMPTON AV
102110069;07/30/2010;09:54 AM;5.0;ALL OTHER LARCENY;;;;;4165 N GREEN BAY AV
102110101;07/30/2010;01:13 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5512 N 31ST ST #1
102110106;07/30/2010;02:18 PM;7.0;ALL OTHER LARCENY;;;;;4937 N 39TH ST
102110126;07/30/2010;04:57 PM;5.0;MOTOR VEHICLE THEFT;;;;;4045 N 13TH ST
102110164;07/30/2010;07:58 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4427 N GREEN BAY AV
102110167;07/30/2010;06:54 PM;5.0;AGGRAVATED ASSAULT;;;;;4343 N 15TH ST
102110195;07/30/2010;07:42 PM;4.0;SIMPLE ASSAULT;;;;;5545 N 36TH ST
102120003;07/30/2010;01:55 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5065 N 38TH PL
102100040;07/29/2010;05:07 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2232 W CAPITOL DR
102100060;07/29/2010;09:17 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4025 N 15TH ST
102100071;07/29/2010;07:40 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5012 N 25TH ST
102100075;07/29/2010;10:36 AM;5.0;ALL OTHER LARCENY;;;;;4059 N 24TH PL
102100101;07/29/2010;11:05 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6550 N 40TH ST
102100110;07/29/2010;02:50 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5805 N 35TH ST
102100154;07/29/2010;06:00 PM;5.0;BURGLARY/BREAKING AND ENTERING;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4248 N 30TH ST
102100170;07/29/2010;07:50 PM;7.0;SIMPLE ASSAULT;;;;;4920 N 32ND ST
102100179;07/29/2010;09:12 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3515 W SILVER SPRING DR
102100188;07/29/2010;09:51 PM;7.0;ALL OTHER LARCENY;;;;;1301 W HAMPTON AV
102100194;07/29/2010;09:33 PM;7.0;ROBBERY;;;;;3400 W CAPITOL DR
102100196;07/29/2010;09:46 PM;7.0;AGGRAVATED ASSAULT;;;;;4843 N 25TH ST
102090010;07/28/2010;12:21 AM;7.0;SIMPLE ASSAULT;;;;;5004 N 22ND ST
102090028;07/28/2010;03:19 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4532 N 26TH ST
102090029;07/28/2010;02:44 AM;5.0;ROBBERY;;;;;4051 N 27TH ST
102090071;07/28/2010;11:48 AM;5.0;MOTOR VEHICLE THEFT;;;;;2711 W ATKINSON AV
102090096;07/28/2010;02:03 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6135 N 38TH ST
102090122;07/28/2010;03:28 PM;4.0;ROBBERY;;;;;3000 W ORIOLE DR
102090142;07/28/2010;06:47 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3822 W ROCHELLE AV
102090164;07/28/2010;03:56 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5281 N 28TH ST #LWR
102090172;07/28/2010;06:19 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1604 W CONGRESS ST #2
102090188;07/28/2010;09:03 PM;5.0;ROBBERY;;;;;2008 W CAPITOL DR
102090195;07/28/2010;10:00 PM;5.0;AGGRAVATED ASSAULT;;;;;4641 N 27TH ST
102090206;07/28/2010;11:09 PM;5.0;SIMPLE ASSAULT;;;;;4132 N 22ND ST
