Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
090590028;02/28/2009;08:59 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4276 N 27TH ST
090590029;02/28/2009;07:50 AM;5.0;AGGRAVATED ASSAULT;;;;;4067 N 19TH ST
090590048;02/28/2009;10:56 AM;7.0;SIMPLE ASSAULT;;;;;4945 N 39TH ST #3
090590055;02/28/2009;12:09 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4440 N 30TH ST
090590069;02/28/2009;01:33 PM;5.0;ROBBERY;;;;;2222 W CAPITOL DR
090590081;02/28/2009;04:18 PM;4.0;MOTOR VEHICLE THEFT;;;;;7069 N 43RD ST
090590084;02/28/2009;04:28 PM;7.0;MOTOR VEHICLE THEFT;;;;;5037 N 32ND ST
090590106;02/28/2009;06:51 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;2700 W ATKINSON AV
090590109;02/28/2009;07:17 PM;4.0;SIMPLE ASSAULT;;;;;4026 W FLORIST AV
090580019;02/27/2009;05:22 AM;5.0;SIMPLE ASSAULT;;;;;2116 W ATKINSON AV
090580030;02/27/2009;07:40 AM;4.0;MOTOR VEHICLE THEFT;;;;;3716 W ROCHELLE AV
090580059;02/27/2009;11:27 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2432 W CORNELL ST
090580066;02/27/2009;12:22 PM;7.0;AGGRAVATED ASSAULT;;;;;4800 N TEUTONIA AV
090580089;02/27/2009;01:14 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4136 N GREEN BAY AV #2
090580103;02/27/2009;05:18 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4721 N 28TH ST
090580114;02/27/2009;06:00 PM;4.0;SIMPLE ASSAULT;;;;;6123 N TEUTONIA AV
090570002;02/26/2009;12:25 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4208 W HAMPTON AV
090570025;02/26/2009;08:01 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3232 W SILVER SPRING DR
090570028;02/26/2009;07:40 AM;4.0;ALL OTHER LARCENY;;;;;6073 N 39TH ST
090570034;02/26/2009;08:56 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4177 N GREEN BAY AV
090570039;02/26/2009;10:14 AM;4.0;ALL OTHER LARCENY;;;;;5961 N 36TH ST
090570091;02/26/2009;04:28 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4000 N TEUTONIA AV
090570093;02/26/2009;04:46 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4682 N PARKWAY AV
090570108;02/26/2009;05:01 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5862 N 38TH ST
090570123;02/26/2009;05:44 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4661 N 27TH ST
090560072;02/25/2009;12:27 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5148 N 49TH ST
090560078;02/25/2009;11:55 AM;4.0;ALL OTHER LARCENY;;;;;3465 W MILL RD
090560092;02/25/2009;03:49 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5550 N 41ST ST
090560117;02/25/2009;05:23 PM;4.0;MOTOR VEHICLE THEFT;;;;;3707 W GOOD HOPE RD
090570011;02/25/2009;10:54 PM;;HOMICIDE;;;;;3827 W GOOD HOPE RD #8
090550019;02/24/2009;06:54 AM;7.0;MOTOR VEHICLE THEFT;;;;;4841 N 39TH ST
090550025;02/24/2009;07:46 AM;4.0;MOTOR VEHICLE THEFT;;;;;5408 N 38TH ST
090550056;02/24/2009;12:07 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5148 N 28TH ST
090550061;02/24/2009;10:47 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5175 N HOPKINS ST #111
090550065;02/24/2009;12:38 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2310 W LINWAL LA
090550068;02/24/2009;12:32 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5045 N HOPKINS ST #26
090550078;02/24/2009;02:03 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3501 W MOTHER DANIELS WA #203
090550107;02/24/2009;04:31 PM;5.0;SIMPLE ASSAULT;;;;;4346 N TEUTONIA AV
090550133;02/24/2009;06:04 PM;7.0;AGGRAVATED ASSAULT;;;;;4333 W VILLARD AV
090550138;02/24/2009;06:54 PM;5.0;AGGRAVATED ASSAULT;;;;;4000 N TEUTONIA AV
090550156;02/24/2009;06:19 PM;7.0;ALL OTHER LARCENY;;;;;4945 N 42ND ST
090550166;02/24/2009;11:01 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4000 N TEUTONIA AV
090560005;02/24/2009;09:51 PM;4.0;AGGRAVATED ASSAULT;;;;;6101 N 40TH ST
090560006;02/24/2009;11:46 PM;7.0;AGGRAVATED ASSAULT;;;;;4957 N 36TH ST
090560016;02/24/2009;09:51 PM;4.0;AGGRAVATED ASSAULT;;;;;6001 N TEUTONIA AV
090540027;02/23/2009;07:25 AM;7.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4903 N 39TH ST #APT7
090540062;02/23/2009;10:53 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4977 N 37TH ST
090540064;02/23/2009;11:20 AM;7.0;MOTOR VEHICLE THEFT;;;;;4835 N 44TH ST
090540074;02/23/2009;11:58 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2027 W ATKINSON AV
090540083;02/23/2009;12:30 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4504 N 24TH PL
090540126;02/23/2009;04:36 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6971 N 43RD ST
090540129;02/23/2009;03:16 PM;4.0;SIMPLE ASSAULT;;;;;6956 N 37TH ST #2
090530017;02/22/2009;02:59 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5855 N 42ND ST
090530018;02/22/2009;03:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4600 N 19TH PL
090530023;02/22/2009;08:05 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1831 W FAIRMOUNT AV
090530032;02/22/2009;09:45 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;7155 N 43RD ST
090530035;02/22/2009;10:13 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2204 W LANCASTER AV
090530037;02/22/2009;10:54 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5050 N 20TH ST
090530048;02/22/2009;12:31 PM;7.0;MOTOR VEHICLE THEFT;;;;;4129 W VILLARD AV
090530079;02/22/2009;02:33 PM;5.0;ROBBERY;;;;;4000 N TEUTONIA AV
090550401;02/22/2009;10:25 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5031 N 19TH ST
090520023;02/21/2009;01:11 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2222 W CAPITOL DR
090520044;02/21/2009;03:25 AM;5.0;ROBBERY;;;;;4366 N 25TH ST
090520057;02/21/2009;09:32 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;5154 N 28TH ST
090520092;02/21/2009;03:39 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;2701 W VILLARD AV
090520104;02/21/2009;05:53 PM;4.0;ALL OTHER LARCENY;;;;;6618 N TEUTONIA AV
090520114;02/21/2009;06:25 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2508 W GLENDALE AV
090520123;02/21/2009;08:59 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6971 N 43RD ST
090530005;02/21/2009;11:16 PM;4.0;AGGRAVATED ASSAULT;;;;;7001 N 43RD ST #3
090510019;02/20/2009;06:50 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;6827 N DARIEN ST #3
090510024;02/20/2009;08:59 AM;4.0;MOTOR VEHICLE THEFT;;;;;5886 N 40TH ST
090510047;02/20/2009;11:23 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3465 W MILL RD
090510066;02/20/2009;01:47 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6423 N 40TH ST
090510067;02/20/2009;02:28 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5277 N 36TH ST
090510096;02/20/2009;04:00 PM;4.0;MOTOR VEHICLE THEFT;;;;;7110 N 39TH ST
090510116;02/20/2009;07:09 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;;5279 N 35TH ST
090510117;02/20/2009;04:34 PM;5.0;MOTOR VEHICLE THEFT;;;;;4661 N 19TH PL
090510121;02/20/2009;08:26 PM;4.0;MOTOR VEHICLE THEFT;THEFT FROM MOTOR VEHICLE;;;;5219 N 38TH ST
090510143;02/20/2009;09:40 PM;4.0;SIMPLE ASSAULT;;;;;6078 N 37TH ST
090500047;02/19/2009;09:41 AM;5.0;PURSE SNATCHING;;;;;2101 W ATKINSON AV
090500066;02/19/2009;12:18 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;3110 W FAIRMOUNT AV
090500070;02/19/2009;09:00 AM;7.0;AGGRAVATED ASSAULT;;;;;5022 N 25TH ST
090500082;02/19/2009;03:44 PM;5.0;SIMPLE ASSAULT;;;;;4281 N TEUTONIA AV
090500113;02/19/2009;07:46 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2406 W HAMPTON AV
090490037;02/18/2009;09:56 AM;5.0;SIMPLE ASSAULT;;;;;1500 W CAPITOL DR
090490061;02/18/2009;03:55 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4224 N 15TH ST
090490067;02/18/2009;01:42 PM;7.0;ALL OTHER LARCENY;;;;;4700 W HAMPTON AV
090490137;02/18/2009;08:50 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3400 W VILLARD AV
090490162;02/18/2009;11:02 PM;7.0;MOTOR VEHICLE THEFT;;;;;3630 W HAMPTON AV
090480035;02/17/2009;09:01 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1604 W CONGRESS ST
090480115;02/17/2009;01:03 PM;5.0;MOTOR VEHICLE THEFT;;;;;2521 W GLENDALE AV
090480143;02/17/2009;07:47 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4600 N 19TH PL
090470004;02/16/2009;12:40 AM;5.0;SIMPLE ASSAULT;;;;;4844 N 20TH ST
090470038;02/16/2009;11:03 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;2350 W VILLARD AV
090470077;02/16/2009;03:37 PM;4.0;MOTOR VEHICLE THEFT;;;;;3200 W VILLARD AV
090470104;02/16/2009;04:20 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1100 W FIEBRANTZ AV
090470119;02/16/2009;07:20 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4545 N 23RD ST
090470125;02/16/2009;07:23 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4560 N 24TH ST
090470129;02/16/2009;08:51 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4218 N 16TH ST
090460028;02/15/2009;05:03 AM;7.0;SIMPLE ASSAULT;;;;;4361-A N 29TH ST
090460029;02/15/2009;02:35 AM;7.0;AGGRAVATED ASSAULT;;;;;3217 W VILLARD AV
090460071;02/15/2009;01:18 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5716 N 41ST ST
090460074;02/15/2009;12:39 PM;7.0;ROBBERY;;;;;4808 N HOPKINS ST
090460116;02/15/2009;06:11 PM;4.0;SIMPLE ASSAULT;;;;;3001 W SILVER SPRING DR #203
090460138;02/15/2009;09:04 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6937 N 37TH ST
090460141;02/15/2009;07:44 PM;4.0;AGGRAVATED ASSAULT;;;;;3842 W KILEY AV
090450010;02/14/2009;12:30 AM;5.0;ALL OTHER LARCENY;DISORDERLY CONDUCT;;;;4218 N 25TH ST
090450036;02/14/2009;04:59 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5133 W VILLARD AV
090450050;02/14/2009;09:55 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2822 W ATKINSON AV
090450099;02/14/2009;03:29 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4727 N PARKWAY AV
090450108;02/14/2009;04:40 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4519 W VILLARD AV
090450110;02/14/2009;04:54 PM;4.0;MOTOR VEHICLE THEFT;;;;;5647 N 39TH ST
090450117;02/14/2009;02:07 PM;5.0;MOTOR VEHICLE THEFT;;;;;4903 N 18TH ST
090450127;02/14/2009;05:46 PM;4.0;SIMPLE ASSAULT;;;;;7343 N TEUTONIA AV #11
090450130;02/14/2009;03:59 PM;7.0;AGGRAVATED ASSAULT;;;;;4657 N 28TH ST
090440033;02/13/2009;07:23 AM;4.0;ALL OTHER LARCENY;;;;;1301 W HAMPTON AV
090440037;02/13/2009;08:38 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4413 N 30TH ST
090440079;02/13/2009;02:11 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4803 N GREEN BAY AV
090440120;02/13/2009;07:16 PM;5.0;INTIMIDATION;;;;;4870 N 39TH ST
090450020;02/13/2009;04:53 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2019 W ROOSEVELT DR #8
090430026;02/12/2009;07:57 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5636 N 41ST ST
090430036;02/12/2009;08:41 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4902 N 50TH ST
090430050;02/12/2009;10:50 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4028 W LANCASTER AV #1
090430067;02/12/2009;12:28 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4120 N 27TH ST #8
090430070;02/12/2009;01:08 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4518 N 21ST ST
090430077;02/12/2009;01:00 PM;5.0;MOTOR VEHICLE THEFT;;;;;5016 N 26TH ST
090430083;02/12/2009;12:57 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4456 N TEUTONIA AV
090430097;02/12/2009;03:57 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;1801 W OLIVE ST
090430106;02/12/2009;03:53 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;1801 W OLIVE ST
090430112;02/12/2009;05:35 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5966 N 35TH ST
090430119;02/12/2009;04:32 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5401 N 38TH ST
090440002;02/12/2009;11:09 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4616 W HAMPTON AV
090440011;02/12/2009;11:59 PM;7.0;ROBBERY;;;;;2855 W HAMPTON AV
090420022;02/11/2009;03:49 AM;5.0;SIMPLE ASSAULT;;;;;2330 W ROOSEVELT DR #108
090420037;02/11/2009;07:32 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5110 W HAMPTON AV
090420105;02/11/2009;02:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4973 N 37TH ST
090420121;02/11/2009;03:57 PM;7.0;MOTOR VEHICLE THEFT;;;;;5148 N 28TH ST
090420132;02/11/2009;05:07 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4919 N 20TH ST
090420168;02/11/2009;06:25 PM;5.0;ALL OTHER LARCENY;;;;;4136 N GREEN BAY AV #5
090410043;02/10/2009;11:12 AM;7.0;ALL OTHER LARCENY;;;;;4834 N MOTHER DANIELS WA
090410046;02/10/2009;08:06 AM;4.0;SIMPLE ASSAULT;;;;;5966 N 35TH ST
090410088;02/10/2009;04:41 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4671 N PARKWAY AV
090410097;02/10/2009;05:24 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1801 W OLIVE ST
090410110;02/10/2009;04:29 PM;7.0;AGGRAVATED ASSAULT;;;;;4834 W HAMPTON AV
090410129;02/10/2009;07:50 PM;7.0;SIMPLE ASSAULT;;;;;5075 N SHERMAN BL
090410132;02/10/2009;08:27 PM;5.0;AGGRAVATED ASSAULT;;;;;4821 N 21ST ST
090400041;02/09/2009;11:35 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1818 W FAIRMOUNT AV
090400047;02/09/2009;11:56 AM;4.0;MOTOR VEHICLE THEFT;;;;;6060 N 38TH ST
090400085;02/09/2009;04:14 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6073 N 39TH ST
090400100;02/09/2009;03:29 PM;4.0;AGGRAVATED ASSAULT;;;;;3300 W CUSTER AV
090400104;02/09/2009;03:11 PM;4.0;AGGRAVATED ASSAULT;;;;;5560 N 33RD ST #UPPER
090400119;02/09/2009;05:52 PM;4.0;THEFT FROM BUILDING;;;;;3815 W CHEYENNE ST #4
