;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address,
239;150240141;01/24/2015;04:55 PM;7.0;THEFT FROM BUILDING;;;[43.0974158731606, -87.98539264498837];4400 N 58TH ST
240;150230089;01/23/2015;03:53 PM;7.0;THEFT FROM BUILDING;;;[43.09201315096098, -87.979189214438];5265 W FOND DU LAC AV
241;150230096;01/23/2015;05:24 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.108244696087496, -88.00328112479058];4969 N 73RD ST
242;150200091;01/20/2015;04:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09424983236195, -87.98937489353128];4226 N 62ND ST
243;150200170;01/20/2015;09:43 PM;7.0;THEFT FROM BUILDING;;;[43.108073413266794, -88.00320586078269];4960 N 73RD ST
244;150190064;01/19/2015;01:07 PM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.114815586733215, -87.979978092042];5341 N 54TH ST
245;150170029;01/17/2015;05:58 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11148513627447, -87.99728641185312];5168 N 69TH ST
246;150170073;01/17/2015;03:25 PM;7.0;THEFT FROM BUILDING;;;[43.10513726598141, -88.01422994041116];8200 W HAMPTON AV
247;150160075;01/16/2015;02:46 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.131744, -88.00557585457987];6260 N 76TH ST
248;150160090;01/16/2015;03:52 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.123977974464765, -88.00585584246082];5828 N 76TH ST
249;150130050;01/13/2015;12:17 PM;4.0;THEFT FROM BUILDING;;;[43.123644723007686, -88.00728815753918];5817 N 77TH ST
250;150120081;01/12/2015;02:26 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.091243832361954, -87.99945913200395];4055 N 70TH ST
251;150120125;01/12/2015;07:02 PM;7.0;THEFT FROM BUILDING;;;[43.09090447936953, -88.00665148831457];7550 W PERKINS PL
252;150110034;01/11/2015;10:30 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.11274499999999, -88.0062006692246];5235 N 76TH ST
253;150110059;01/11/2015;01:25 PM;7.0;THEFT FROM BUILDING;;;[43.090045497691385, -87.99641197446478];6700 W CAPITOL DR
254;150080005;01/08/2015;02:28 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.091046366639745, -87.97350754818491];4051 N 48TH ST #LWR
255;150080074;01/08/2015;08:58 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.09013950868267, -87.98474153892057];5730 W CAPITOL DR
256;150070017;01/07/2015;09:13 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08657333527614, -87.98204491185312];3812 N 55TH ST
257;150040035;01/04/2015;08:45 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.108325444630395, -88.00623859925535];4969 N 76TH ST
258;150030090;01/03/2015;05:48 PM;7.0;THEFT FROM BUILDING;;;[43.08845240743841, -87.98688392627986];3912 N 60TH ST
259;150300069;01/30/2015;01:07 PM;1.0;THEFT FROM BUILDING;;;[43.07122786372554, -87.88921958425172];2911 N BARTLETT AV
260;150290076;01/29/2015;12:53 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.05569828559068, -87.8971887854751];1863 N PULASKI ST
261;150210012;01/28/2015;12:10 AM;1.0;THEFT FROM BUILDING;;;[43.05313702553522, -87.89498810646873];1701 N ARLINGTON PL
262;150280076;01/28/2015;02:28 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.06645731731392, -87.87813184563107];2621 N DOWNER AV
263;150280156;01/28/2015;10:31 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.0501376147786, -87.89501624398393];1519 N FARWELL AV
264;150270093;01/27/2015;02:27 PM;1.0;THEFT FROM BUILDING;;;[43.04595599999999, -87.90479064253552];1219 N JACKSON ST
265;150260078;01/26/2015;03:22 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.06197548845881, -87.89669983236193];1135 E MEINECKE AV
266;150260100;01/26/2015;05:29 PM;1.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.046628610335205, -87.91119957372014];1241 N WATER ST
267;150240065;01/24/2015;09:40 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.05616051399403, -87.89867007799064];1920 N WATER ST
268;150240068;01/24/2015;11:10 AM;1.0;THEFT FROM BUILDING;;;[43.046435525939245, -87.9111981025736];1227 N WATER ST
269;150240091;01/24/2015;01:28 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.05405842048015, -87.90083391127621];1756 N MARSHALL ST
270;150240095;01/24/2015;01:22 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.07474251485942, -87.89872008090484];1000 E BURLEIGH ST #UPPER
271;150200034;01/20/2015;09:50 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.05458244947944, -87.89368318219864];1808 N WARREN AV
272;150170082;01/17/2015;05:04 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07137216763806, -87.89918160978694];2915 N WEIL ST
273;150150040;01/15/2015;10:14 AM;1.0;THEFT FROM BUILDING;;;[43.066893347809156, -87.87814084780916];2643 N DOWNER AV
274;150130127;01/13/2015;09:41 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.047758033573494, -87.91154504134796];1363 N EDISON ST
275;150100036;01/10/2015;10:34 AM;5.0;THEFT FROM BUILDING;;;[43.0711335310169, -87.89476195498906];1350 E LOCUST ST #1110
276;150090095;01/09/2015;08:10 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.0510839245195, -87.8941027593916];1573 N FARWELL AV
277;150080038;01/08/2015;01:55 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06790644463038, -87.90285763200394];2717 N PIERCE ST
278;150080078;01/08/2015;08:26 PM;1.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.05633809222718, -87.89799287336167];1920 N HUMBOLDT AV
279;150070055;01/07/2015;01:27 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.057532066356124, -87.88780754385364];1801 E WINDSOR PL
280;150060118;01/06/2015;08:41 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04604082921929, -87.91248112222942];1225 N EDISON ST
281;150040013;01/04/2015;01:44 AM;1.0;THEFT FROM BUILDING;;;[43.06015452986306, -87.8870925];1832 E NORTH AV
282;150040015;01/04/2015;02:28 AM;1.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.04613933311973, -87.91248440569277];1235 N EDISON ST
283;150040080;01/04/2015;05:59 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07063240743841, -87.90028644460172];2862 N BREMEN ST
284;150040096;01/04/2015;08:11 PM;1.0;THEFT FROM BUILDING;;;[43.07190241326677, -87.88787590074465];2950 N OAKLAND AV
285;150020031;01/02/2015;07:52 AM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05870081206625, -87.88971850671076];1608 E WINDSOR PL
286;150020039;01/02/2015;08:21 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.048906386346566, -87.9060491281088];1425 N JEFFERSON ST
287;150020066;01/02/2015;12:01 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06093174854291, -87.88803534967418];2332 N OAKLAND AV
288;150020114;01/02/2015;04:54 PM;1.0;THEFT FROM BUILDING;;;[43.045733522649684, -87.89880277837729];1028 E JUNEAU AV #425
289;150020149;01/02/2015;05:11 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06383246047074, -87.89872105536962];1012 E WRIGHT ST #3
290;150020153;01/02/2015;09:33 PM;1.0;THEFT FROM BUILDING;;;[43.046435525939245, -87.9111981025736];1227 N WATER ST
291;150010067;01/01/2015;07:19 AM;1.0;THEFT FROM BUILDING;;;[43.04585637539679, -87.91140363504306];152 E JUNEAU AV
292;150010111;01/01/2015;02:37 PM;1.0;THEFT FROM BUILDING;;;[43.04625300000001, -87.90349338963614];1230 N VAN BUREN ST
293;150010126;01/01/2015;05:10 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.069465173466455, -87.90410060646872];2805 N BOOTH ST
294;150310068;01/31/2015;01:59 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.0373833, -87.8979451];1198 E MICHIGAN AVE
295;150310075;01/31/2015;03:53 PM;1.0;THEFT FROM BUILDING;;;[43.04111845178262, -87.9055601798367];795 N JEFFERSON ST
296;150310101;01/31/2015;06:47 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03861151009891, -87.93986416763806];2111 W WISCONSIN AV
297;150300133;01/30/2015;09:52 PM;1.0;THEFT FROM BUILDING;;;[43.044452947544585, -87.91449861368207];1103 N OLD WORLD THIRD ST
298;150290035;01/29/2015;07:52 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03612848456367, -87.95230144463038];3027 W CLYBOURN ST
299;150280011;01/28/2015;01:27 AM;3.0;THEFT FROM BUILDING;;;[43.03864852784384, -87.952383];3035 W WISCONSIN AV
300;150280029;01/28/2015;08:48 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.038825181648335, -87.94779468164833];2700 W WISCONSIN AV
301;150270075;01/27/2015;01:23 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.040378921749564, -87.89819383544994];750 N LINCOLN MEMORIAL DR
302;150270106;01/27/2015;03:45 PM;3.0;THEFT FROM BUILDING;;;[43.04031452654483, -87.95385122592187];3118 W WELLS ST
303;150260025;01/26/2015;07:19 AM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.047339504327844, -87.95107349999999];2932 W MC KINLEY BL
304;150260026;01/26/2015;08:11 AM;1.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.037462844096794, -87.91612084810089];603 N 4TH ST
305;150260037;01/26/2015;09:57 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.03673252326541, -87.95274040978767];540 N 31ST ST
306;150260052;01/26/2015;09:45 AM;1.0;THEFT FROM BUILDING;;;[43.03882747215618, -87.91516349999999];310 W WISCONSIN AV
307;150190032;01/25/2015;09:34 AM;1.0;THEFT FROM BUILDING;;;[43.03944469386579, -87.90923792091283];735 N WATER ST
308;150250019;01/25/2015;02:51 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04298110488035, -87.9143869142015];1000 N OLD WORLD THIRD ST
309;150250041;01/25/2015;09:59 AM;1.0;THEFT FROM BUILDING;;;[43.034761382739894, -87.90725508572362];346 N BROADWAY
310;150250132;01/25/2015;10:23 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04702876203965, -87.92284537947982];901 W WINNEBAGO ST
311;150250135;01/25/2015;10:53 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04792674854292, -87.9499854190665];1322 N 29TH ST
312;150250143;01/25/2015;10:29 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04702876203965, -87.92284537947982];901 W WINNEBAGO ST #129
313;150240020;01/24/2015;02:15 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04377178805133, -87.91217675080705];1008 N EDISON ST
314;150240102;01/24/2015;02:43 PM;1.0;THEFT FROM BUILDING;;;[43.03882747215618, -87.91516349999999];310 W WISCONSIN AV
315;150240109;01/24/2015;03:23 PM;1.0;THEFT FROM BUILDING;;;[43.04085878351319, -87.90550816905171];789 N JEFFERSON ST
316;150230047;01/23/2015;11:43 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.048675950612385, -87.9431620541178];2414 W VLIET ST
317;150230050;01/23/2015;11:15 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.043272478792595, -87.93842302553523];2020 W STATE ST
318;150240018;01/23/2015;08:17 PM;3.0;THEFT FROM COIN-OPPERATED MACHINES;;;[43.04280398834325, -87.93778297403209];950 N 20TH ST
319;150220040;01/22/2015;11:30 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.050517910352596, -87.94276910372741];1525 N 24TH ST
320;150220055;01/22/2015;01:21 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04718118341719, -87.92706053049216];1300 N 12TH ST
321;150220068;01/22/2015;03:41 PM;1.0;THEFT FROM BUILDING;;;[43.04300749437316, -87.92088280099833];700 W STATE ST
322;150220082;01/22/2015;06:09 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.047185469507845, -87.92717518341719];1301 N 12TH ST
323;150200018;01/20/2015;08:28 AM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.04968300582837, -87.93009053318129];1451 N 14TH ST
324;150190062;01/19/2015;12:15 PM;1.0;THEFT FROM BUILDING;;;[43.045423983899845, -87.91116968737356];1135 N WATER ST
325;150190123;01/19/2015;05:58 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.044012659732225, -87.9107436656475];1000 N WATER ST
326;150180109;01/18/2015;07:25 PM;1.0;THEFT FROM BUILDING;;;[43.044897813983326, -87.91113523921342];1123 N WATER ST
327;150170080;01/17/2015;04:40 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03855931094125, -87.93890004487778];2031 W WISCONSIN AV
328;150170083;01/17/2015;04:56 PM;1.0;THEFT FROM BUILDING;;;[43.03884949437317, -87.92237291909515];814 W WISCONSIN AV
329;150170090;01/17/2015;05:12 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.03773000000001, -87.91609760372742];615 N 4TH ST
330;150170115;01/17/2015;09:15 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.03948305107044, -87.91909858814687];723 N 6TH ST
331;150170128;01/17/2015;11:04 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.041615185190764, -87.91619399999999];400 W KILBOURN AV
332;150160041;01/16/2015;10:16 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04169761649331, -87.93157970369477];1500 W KILBOURN AV
333;150160094;01/16/2015;04:30 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.03934076963473, -87.91299399120011];724 N 2ND ST
334;150150069;01/15/2015;09:33 AM;3.0;THEFT FROM COIN-OPPERATED MACHINES;;;[43.041645546742615, -87.95671169608748];3401 W KILBOURN AV
335;150150082;01/15/2015;04:14 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05043098324378, -87.94267442680231];1526 N 24TH ST
336;150140118;01/14/2015;02:53 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.041608510098904, -87.9492103791332];2803 W KILBOURN AV
337;150140123;01/14/2015;07:50 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.03671538856829, -87.90882695764346];518 N WATER ST
338;150130040;01/13/2015;08:25 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04874151211812, -87.95363197916798];3220 W VLIET ST
339;150130054;01/13/2015;12:31 PM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.03315489104525, -87.95524574892846];204 N 33RD ST
340;150130055;01/13/2015;10:51 AM;3.0;THEFT FROM BUILDING;;;[43.037676, -87.93673084810501];631 N 19TH ST
341;150130056;01/13/2015;12:37 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04174083720253, -87.94298003062973];2400 W KILBOURN AV
342;150130066;01/13/2015;01:05 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04277217761816, -87.92033734805372];1151 N 7TH ST
343;150130095;01/13/2015;05:16 PM;3.0;THEFT FROM BUILDING;;;[43.038605476773384, -87.943302];2401 W WISCONSIN AV
344;150130115;01/13/2015;04:22 PM;3.0;THEFT FROM BUILDING;;;[43.041661522072765, -87.9492102485429];2810 W KILBOURN AV #9
345;150130130;01/13/2015;10:06 PM;1.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.037327820054145, -87.9185574459609];555 W MICHIGAN ST
346;150120035;01/12/2015;09:44 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04873184694315, -87.94030748183225];1407 N 22ND ST
347;150120037;01/12/2015;10:01 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04464047879261, -87.950313];2850 W HIGHLAND BL
348;150120039;01/12/2015;10:11 AM;3.0;THEFT FROM BUILDING;;;[43.04034245772946, -87.93601216763805];1820 W WELLS ST
349;150120084;01/12/2015;10:21 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03756349321933, -87.95248158090484];3030 W MICHIGAN ST #106
350;150120090;01/12/2015;02:37 PM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.044640457152525, -87.95199141618096];3006 W HIGHLAND BL
351;150120152;01/12/2015;10:09 PM;1.0;THEFT FROM BUILDING;;;[43.0387224740321, -87.91041344892955];101 W WISCONSIN AV
352;150110081;01/11/2015;06:17 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.053488351426346, -87.88511011401928];1750 N LINCOLN MEMORIAL DR
353;150110096;01/11/2015;08:31 PM;3.0;THEFT FROM BUILDING;;;[43.0412484970858, -87.94056006261164];845 N 22ND ST
354;150110112;01/11/2015;10:09 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.03870171136105, -87.9135423518935];231 W WISCONSIN AV
355;150100011;01/10/2015;02:38 AM;1.0;THEFT FROM BUILDING;;;[43.0430844970858, -87.91448106982499];1007 N OLD WORLD THIRD ST
356;150100032;01/10/2015;10:56 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.043831329447755, -87.91883644070657];1030 N 6TH ST
357;150090062;01/09/2015;03:20 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.040673754371284, -87.91299857761528];823 N 2ND ST
358;150090071;01/09/2015;05:15 PM;1.0;THEFT FROM BUILDING;;;[43.04144506189051, -87.90812996534683];809 N BROADWAY
359;143520033;01/08/2015;10:38 AM;3.0;THEFT FROM BUILDING;;;[43.04443654284748, -87.94930049999999];2809 W HIGHLAND BL #104
360;150080015;01/08/2015;09:10 AM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04490142853022, -87.89971030394118];1037 N ASTOR ST
361;150080059;01/08/2015;06:48 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04485724562872, -87.9377944412835];1134 N 20TH ST
362;150080069;01/08/2015;08:02 PM;3.0;THEFT FROM BUILDING;;;[43.04031548211083, -87.93953983236193];2100 W WELLS ST
363;150080090;01/08/2015;10:35 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.03172845628714, -87.9068660467426];158 N BROADWAY
364;150070059;01/07/2015;02:20 PM;1.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.04472312545442, -87.90085485980174];1030 N MARSHALL ST
365;150070066;01/07/2015;02:32 PM;1.0;THEFT FROM BUILDING;;;[43.03883002563901, -87.9110021623935];124 W WISCONSIN AV
366;150070068;01/07/2015;02:46 PM;1.0;THEFT FROM BUILDING;;;[43.04300749437316, -87.92088280099833];700 W STATE ST
367;150060038;01/06/2015;09:11 AM;3.0;THEFT FROM BUILDING;;;[43.03420166472387, -87.95154438963614];326 N 30TH ST
368;150060042;01/06/2015;11:49 AM;1.0;THEFT FROM BUILDING;;;[43.03522702553522, -87.90866542570294];400 N WATER ST
369;150060107;01/06/2015;07:59 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.041981305761794, -87.90429094089946];812 N JACKSON ST
370;150060136;01/06/2015;11:20 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04383475276702, -87.91218682516157];1034 N EDISON ST
371;150050045;01/05/2015;12:23 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05018397861971, -87.93701286161941];1913 W CHERRY ST
372;150050047;01/05/2015;12:26 PM;1.0;THEFT FROM BUILDING;;;[43.03894254227057, -87.90191092535622];777 E WISCONSIN AV
373;150050065;01/05/2015;02:43 PM;1.0;THEFT FROM BUILDING;;;[43.044973983899844, -87.9111306801602];1111 N WATER ST
374;150040062;01/04/2015;03:09 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05018397861971, -87.93701286161941];1913 W CHERRY ST
375;150040107;01/04/2015;10:24 PM;3.0;THEFT FROM BUILDING;;;[43.038783489901114, -87.938091];2000 W WISCONSIN AV
376;150030065;01/03/2015;01:58 PM;1.0;THEFT FROM BUILDING;;;[43.04085878351319, -87.90550816905171];789 N JEFFERSON ST
377;150030083;01/03/2015;05:02 PM;1.0;THEFT FROM BUILDING;;;[43.03364206812453, -87.9088351503319];207 E BUFFALO ST
378;150020050;01/02/2015;09:34 AM;1.0;THEFT FROM BUILDING;;;[43.03311417291819, -87.90919796381763];225 N WATER ST
379;150020084;01/02/2015;02:05 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04448923467494, -87.93018740470026];1400 W HIGHLAND AV
380;150020115;01/02/2015;03:50 PM;3.0;THEFT FROM BUILDING;;;[43.04319653231589, -87.9482117514571];2715 W STATE ST
381;150020145;01/02/2015;08:45 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.04583619055109, -87.92508353865263];1074 W JUNEAU AV
382;150010042;01/01/2015;04:05 AM;1.0;THEFT FROM BUILDING;;;[43.04372349708581, -87.91448755929342];1033 N OLD WORLD THIRD ST
383;150010139;01/01/2015;07:27 PM;3.0;THEFT FROM BUILDING;;;[43.042634329447736, -87.93535442627986];946 N 18TH ST
384;150020010;01/01/2015;09:58 PM;3.0;THEFT FROM BUILDING;;;[43.037820251457106, -87.9528311281088];609 N 31ST ST #103
385;150310100;01/31/2015;06:34 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10492552120741, -88.00829091618097];7701 W HAMPTON AV
386;150290095;01/29/2015;03:24 PM;7.0;THEFT FROM BUILDING;;;[43.101154897570645, -88.02549712057834];9033 W HERBERT AV
387;150280026;01/28/2015;08:18 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.106885664723876, -88.04208339353127];4900 N 104TH ST
388;150280132;01/28/2015;07:34 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.097197471579236, -88.009254];7722 W CONGRESS ST #8
389;150280149;01/28/2015;09:28 PM;7.0;THEFT FROM BUILDING;;;[43.095890240925506, -88.00872858725282];7730 W APPLETON AV
390;150230024;01/23/2015;05:52 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.141879802931584, -88.03211444183177];6828 N PARK MANOR DR
391;150230059;01/23/2015;01:34 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14126951875455, -88.03365341909516];9738 W GREEN TREE RD
392;150220020;01/22/2015;09:45 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.078221450458756, -88.03126539353127];3260 N 95TH ST
393;150210088;01/21/2015;01:58 PM;7.0;THEFT FROM BUILDING;;;[43.090027454411235, -88.00851283138098];7600 W CAPITOL DR
394;150210089;01/21/2015;02:13 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08912041909517, -88.01508488631792];3950 N 82ND ST
395;150190071;01/19/2015;01:29 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.094050867620695, -88.009008465982];4198 N 77TH ST
396;150190078;01/19/2015;02:05 PM;7.0;THEFT FROM BUILDING;;;[43.10491548456368, -88.010892];7911 W HAMPTON AV
397;150160114;01/16/2015;05:15 PM;4.0;THEFT FROM BUILDING;;;[43.11956558721596, -88.04117286836671];10330 W SILVER SPRING DR
398;150150032;01/15/2015;09:06 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.089887460470756, -88.01951441909516];8518 W CAPITOL DR
399;150140065;01/14/2015;01:37 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.104811500000004, -88.01872984742967];8500 W GRANTOSA DR
400;150140078;01/14/2015;03:16 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11406364444044, -88.05556291360358];5282 N LOVERS LANE RD
401;150140096;01/14/2015;05:03 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.11928746667356, -88.0541305881182];11310 W SILVER SPRING RD
402;150130079;01/13/2015;03:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09711825576786, -88.01878225576787];8500 W CONGRESS ST
403;150120045;01/12/2015;10:36 AM;7.0;THEFT FROM BUILDING;;;[43.08540861333321, -88.02828710692108];9210 W LISBON AV
404;150100022;01/10/2015;08:17 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.1102439139306, -88.02297870820559];8869 W APPLETON AV
405;150080019;01/08/2015;10:41 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.102475863725545, -88.0070975809335];4665 N 76TH ST #4
406;150080062;01/08/2015;07:27 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.11956558721596, -88.04117286836671];10330 W SILVER SPRING DR
407;150060078;01/06/2015;02:49 PM;7.0;THEFT FROM BUILDING;;;[43.089597546742624, -88.03375199999999];9629 W CAPITOL DR
408;150060117;01/06/2015;09:04 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07571838882272, -88.00751322418284];3121 N 76TH ST
409;150020032;01/02/2015;08:24 AM;4.0;THEFT FROM BUILDING;;;[43.13704622427708, -88.03644260932559];10028 W FOND DU LAC AV
410;150020098;01/02/2015;07:00 PM;7.0;THEFT FROM BUILDING;;;[43.07524254674263, -88.00799053315261];7603 W BURLEIGH ST
411;150020100;01/02/2015;04:07 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08087982266708, -88.0131637307693];8010 W TOWNSEND ST
412;150310019;01/31/2015;05:36 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.07502795015283, -87.9261824333601];3104 N 12TH ST #ALLEY
413;150310028;01/31/2015;07:16 AM;5.0;THEFT FROM BUILDING;;;[43.07752649509524, -87.90949294463039];145 E RING ST
414;150310065;01/31/2015;01:21 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.080118658895486, -87.92973241185312];3350 N 15TH ST
415;150310091;01/31/2015;05:34 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08250575437128, -87.92233062479058];3537 N 9TH ST
416;150300039;01/30/2015;07:36 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.081990658895506, -87.93091342296164];3508 N 16TH ST
417;150300040;01/30/2015;08:24 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07895680185457, -87.92371015564576];1000 W CONCORDIA AV
418;150300041;01/30/2015;08:29 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0771249759135, -87.91381484783594];3200 N 3RD ST
