;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address,
696;152810052;10/08/2015;11:16 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07478546047074, -87.9062625];400 E BURLEIGH ST
697;152800083;10/07/2015;01:59 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07751050291418, -87.931099092042];3231 N 16TH ST
698;152800106;10/07/2015;04:41 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07053558673323, -87.93561012479059];2841 N 18TH ST
699;152800129;10/07/2015;06:53 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.082391518754555, -87.93767322300768];2014 W KEEFE AV
700;152790175;10/06/2015;08:18 PM;5.0;THEFT FROM BUILDING;;;[43.0762859686364, -87.929823407958];3164 N 15TH ST
701;152780060;10/05/2015;10:48 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.05413832070134, -87.92000717267688];1816 N 7TH ST
702;152780062;10/05/2015;10:48 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06471216763808, -87.9053885809335];2539 N HOLTON ST
703;152780125;10/05/2015;04:46 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.10405149552888, -87.9156226871175];435 W HAMPTON AV
704;152780131;10/05/2015;05:07 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06397677282763, -87.91399408024655];2500 N MARTIN L KING JR DR
705;152760027;10/03/2015;08:20 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.07770845045877, -87.90396110646873];3251 N BOOTH ST
706;152750065;10/02/2015;11:51 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.0498694760513, -87.91683011365342];424 W CHERRY ST
707;152740031;10/01/2015;07:38 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.07304524562872, -87.90394388631792];3000 N BOOTH ST
708;152740033;10/01/2015;07:50 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.0850970313636, -87.93089756650677];3715 N 16TH ST
709;152740071;10/01/2015;01:09 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.085997525102535, -87.93792041909515];2023 W VIENNA AV
710;153040094;10/31/2015;11:43 AM;7.0;THEFT FROM BUILDING;;;[43.06849141326677, -87.96990586078269];2722 N 45TH ST
711;153030026;10/30/2015;08:27 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08830718563847, -87.96204815328065];3922 N 39TH ST
712;153030055;10/30/2015;11:19 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07986833527613, -87.96979913532216];3337 N 45TH ST
713;153020085;10/29/2015;01:24 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07745532944776, -87.9508944190665];3216 N 30TH ST
714;153010093;10/28/2015;02:58 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.09578816180968, -87.96042338631791];4318 N 38TH ST
715;153000044;10/27/2015;11:10 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.089236276992324, -87.94577112479058];3955 N 26TH ST
716;153000066;10/27/2015;01:27 PM;7.0;THEFT FROM BUILDING;;;[43.0757009686364, -87.96082388631791];3118 N 38TH ST
717;152990084;10/26/2015;02:41 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.09631978037451, -87.9702030808167];4340 N 46TH ST
718;152980045;10/25/2015;09:14 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08493483236194, -87.95837588631792];3724 N 36TH ST
719;152960106;10/23/2015;03:12 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.084382761324854, -87.9726314980381];4708 W SCRANTON PL
720;152950110;10/22/2015;04:41 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07783422009348, -87.9725428607827];3232 N 47TH ST
721;152940076;10/21/2015;12:09 PM;7.0;THEFT FROM BUILDING;;;[43.09426426856449, -87.9693708383114];4409 W OLIVE WA
722;152940130;10/21/2015;04:48 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07268596863639, -87.96866641185314];2950 N 44TH ST
723;152930147;10/20/2015;05:43 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.11174586372556, -87.98374859536023];5175 N 57TH ST #4
724;152930161;10/20/2015;08:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08453033527613, -87.97842065753917];3701 N 52ND ST
725;152930163;10/20/2015;08:14 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.09490658090485, -87.96962540853491];4276 N 45TH ST
726;152920050;10/19/2015;11:51 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10061392200936, -87.97446957372014];4579 N 49TH ST
727;152920092;10/19/2015;03:29 PM;5.0;THEFT FROM BUILDING;;;[43.07910749321932, -87.94555255536962];2524 W CONCORDIA AV
728;152920099;10/19/2015;05:13 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.098786754371275, -87.96163760646873];4477 N 39TH ST
729;152910124;10/18/2015;08:33 PM;7.0;THEFT FROM BUILDING;;;[43.1028714970858, -87.9638243280341];4712 N 41ST ST
730;152900033;10/17/2015;02:38 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08186499417161, -87.95847006261164];3433 N 36TH ST
731;152900046;10/17/2015;08:50 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08828330391253, -87.94696388631792];3934 N 27TH ST #A
732;152890086;10/16/2015;03:54 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07423386372554, -87.94360063200395];3039 N 24TH PL
733;152880077;10/15/2015;12:18 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07686258673323, -87.94854059536021];3177 N 28TH ST
734;152880138;10/15/2015;07:39 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.074548664723864, -87.95612439353127];3052 N 34TH ST
735;152870052;10/14/2015;10:07 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0764204446304, -87.97263913200395];3153 N 47TH ST
736;152870061;10/14/2015;11:07 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.076789413266795, -87.9631828607827];3172 N 40TH ST
737;152870156;10/14/2015;08:13 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06821330391253, -87.96991338963613];2714 N 45TH ST
738;152870186;10/14/2015;11:48 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.079489612268446, -87.94595112479058];3315 N 26TH ST
739;152860107;10/13/2015;03:44 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07955333527613, -87.95729010978694];3329 N 35TH ST
740;152850076;10/12/2015;07:40 AM;7.0;THEFT FROM BUILDING;;;[43.103474441319, -87.96144296900543];4744 N 39TH ST
741;152850123;10/12/2015;02:54 PM;7.0;THEFT FROM BUILDING;;;[43.08259440637355, -87.96327060866327];4006 W KEEFE AV
742;152850124;10/12/2015;02:54 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.087877968636406, -87.94467390463977];3878 N 25TH ST
743;152850179;10/12/2015;08:59 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.076888444630384, -87.97263013200394];3179 N 47TH ST
744;152850200;10/12/2015;09:02 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.09782191035259, -87.9829839190665];4424 N 56TH ST
745;152840082;10/11/2015;11:09 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08669886372556, -87.957167592042];3817 N 35TH ST
746;152840106;10/11/2015;01:19 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09849724562872, -87.98416291906649];4456 N 57TH ST
747;152840133;10/11/2015;03:59 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10000105245544, -87.97320241459444];4550 N 48TH ST #8
748;152830095;10/10/2015;04:19 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.07511053231589, -87.94127266763806];2301 W BURLEIGH ST
749;152820040;10/09/2015;08:36 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.099551115182635, -87.98540907372015];4515 N 58TH ST
750;152820072;10/09/2015;12:08 PM;7.0;THEFT FROM BUILDING;;;[43.06842841326679, -87.96990341517136];2724 N 45TH ST
751;152820080;10/09/2015;12:53 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09762424562871, -87.9817858607827];4416 N 55TH ST
752;152810088;10/08/2015;03:06 PM;7.0;THEFT FROM BUILDING;;;[43.083971465722215, -87.98442340074465];3618 N 57TH ST
753;152800038;10/07/2015;09:39 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11131413627447, -87.98243386078269];5150 N 56TH ST
754;152800115;10/07/2015;05:25 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07994791035259, -87.9709149190665];3334 N 46TH ST
755;152790061;10/06/2015;10:16 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.071657223366934, -87.97240972336692];4700 W LOCUST ST
756;152790092;10/06/2015;01:08 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.074612586733224, -87.94729115032581];3055 N 27TH ST
757;152780067;10/05/2015;11:09 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09294597446478, -87.9619653718912];4160 N 39TH ST
758;152780121;10/05/2015;04:34 PM;7.0;THEFT FROM BUILDING;;;[43.08839145155528, -87.97498452080336];4909 W MELVINA ST
759;152780190;10/05/2015;11:22 PM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.080848664723874, -87.95719241069929];3380 N 35TH ST
760;152750034;10/02/2015;08:54 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08497172300767, -87.95837335688755];3728 N 36TH ST
761;152750136;10/02/2015;08:23 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08014204550188, -87.96392253900966];4037 W FOND DU LAC AV
762;152740135;10/01/2015;08:16 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.103474441319, -87.96144296900543];4744 N 39TH ST
763;153020138;10/29/2015;07:58 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00824616763808, -87.95044857372014];2009 S 29TH ST
764;153010143;10/28/2015;07:25 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01666842834037, -87.94794034831838];1427 S LAYTON BL
765;153000025;10/27/2015;09:00 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02017991618098, -87.95508489353128];1030 S 33RD ST
766;153000026;10/27/2015;08:44 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01025353014172, -87.9531088567651];3123 W BURNHAM ST
767;153000045;10/27/2015;11:21 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.023752329447746, -87.9421464190665];716 S 23RD ST
768;153000060;10/27/2015;12:57 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98915666472388, -87.96167447013696];3048 S 38TH ST
769;152990153;10/26/2015;08:00 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01342665165108, -87.94231984834893];1639 S 23RD ST
770;152990160;10/26/2015;05:56 PM;2.0;THEFT FROM BUILDING;;;[43.01246648845881, -87.94664999999999];2601 W MITCHELL ST #LWR
771;152970042;10/24/2015;08:51 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00936517485142, -87.949279569825];1943 S 28TH ST
772;152970084;10/24/2015;02:40 PM;3.0;THEFT FROM BUILDING;;;[43.034726517312265, -87.9377737598243];2015 W ST PAUL AV
773;152970110;10/24/2015;06:41 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02384919412896, -87.95142061211236];700 S 30TH ST
774;152960120;10/23/2015;04:26 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.011556354982986, -87.95398590016771];1712 S 32ND ST
775;152920021;10/19/2015;06:57 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00457383236193, -87.9493085809335];2211 S 28TH ST
776;152920053;10/19/2015;12:30 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00250210352587, -87.9529149190665];2324 S 31ST ST
777;152920094;10/19/2015;11:54 AM;2.0;THEFT FROM BUILDING;;;[43.017999588717586, -87.94767173962758];1300 S LAYTON BL
778;152920119;10/19/2015;07:50 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.9884346817496, -87.95516368745005];3259 W OKLAHOMA AV
779;152880133;10/15/2015;07:22 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.023482832361935, -87.94491595181508];726 S 25TH ST
780;152870114;10/14/2015;04:18 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01184697446479, -87.94222238184585];1728 S 23RD ST
781;152860048;10/13/2015;10:12 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.021793460470754, -87.95539551165676];3300 W NATIONAL AV
782;152850107;10/12/2015;01:11 PM;6.0;THEFT FROM BUILDING;;;[42.98700692200936, -87.94839906261164];3165 S 27TH ST
783;152840163;10/11/2015;07:19 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.031553172417546, -87.93434138505496];1710 W CANAL ST
784;152840215;10/11/2015;06:21 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99112811518265, -87.97654054818491];2939 S 50TH ST
785;152830062;10/10/2015;12:20 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01477849125743, -87.95515550620375];1550 S 33RD ST
786;152810062;10/08/2015;12:34 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00522960534354, -87.94198530128679];2230 W MIDDLEMASS ST
787;152800101;10/07/2015;04:10 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00778700000001, -87.93676009204201];2025 S 19TH ST
788;152790112;10/06/2015;02:00 PM;2.0;THEFT FROM BUILDING;;;[43.023348, -87.94077340074465];736-A S 22ND ST
789;152780031;10/05/2015;08:11 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00474847013695, -87.93929283527612];2039 W GRANT ST
790;152780072;10/05/2015;11:27 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99891283236195, -87.94927396292358];2522 S 28TH ST
791;152780095;10/05/2015;12:32 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03471654284749, -87.93624158381903];1741 W ST PAUL AV
792;152770083;10/04/2015;12:29 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.017606, -87.94769440074464];1320 S LAYTON BL
793;152740048;10/01/2015;10:19 AM;2.0;THEFT FROM BUILDING;;;[43.026138, -87.94785812594442];555 S LAYTON BL
794;153040075;10/31/2015;12:14 PM;4.0;THEFT FROM BUILDING;;;[43.15748524701369, -88.0047938884823];7676 N 76TH ST
795;153020082;10/29/2015;10:08 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.178016031295606, -88.01063099094726];8110 W BROWN DEER RD
796;153000022;10/27/2015;08:08 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.13659592200935, -87.97705962479058];6533 N 52ND ST
797;152980098;10/25/2015;04:47 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.16301575084254, -88.0298397986955];9507 W BRADLEY RD
798;152990008;10/25/2015;10:52 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.1632323401009, -88.03147337426192];9646 W BRADLEY RD
799;152950108;10/22/2015;04:32 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.139058007847595, -87.9955591330145];6660 N INDUSTRIAL RD
800;152950123;10/22/2015;06:14 PM;4.0;THEFT FROM BUILDING;;;[43.14844448672806, -87.98118194171619];5555 W GOOD HOPE RD
801;152940024;10/21/2015;12:20 AM;4.0;THEFT FROM BUILDING;;;[43.13690077990651, -88.01061162479058];6539 N 80TH ST
802;152930077;10/20/2015;12:30 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11339241326678, -87.9676358280341];5264 N 44TH ST
803;152930085;10/20/2015;01:16 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.12117448124544, -87.98957044463039];6241 W THURSTON AV
804;152930140;10/20/2015;12:24 PM;4.0;THEFT FROM BUILDING;;;[43.125983968636405, -87.99089433856568];5950 N 64TH ST #4
805;152920042;10/19/2015;10:35 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.116077559212634, -87.98628117399272];6002 W CUSTER AV
806;152920049;10/19/2015;11:40 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.1680087, -88.0164808];9045 N 84TH ST
807;152920059;10/19/2015;01:00 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11351903136361, -87.96892107372014];5271 N 45TH ST
808;152910064;10/18/2015;01:41 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11996648903573, -87.98376774314721];5625 N 57TH ST
809;152890040;10/16/2015;08:42 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.172929904004604, -88.00636249789386];7600 W WABASH CT
810;152890066;10/16/2015;12:23 PM;4.0;THEFT FROM BUILDING;;;[43.13426050822298, -88.02111239064574];8750 W MILL RD
811;152890101;10/16/2015;03:34 PM;4.0;THEFT FROM BUILDING;;;[43.17756580905165, -88.0222745003782];8917 W BROWN DEER RD
812;152890111;10/16/2015;06:22 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.111959504327835, -87.97035149999999];4600 W VILLARD AV
813;152890140;10/16/2015;10:35 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.13006986372554, -87.966180614259];6151 N SHERMAN BL
814;152870021;10/14/2015;05:49 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11417566472389, -87.97375238631791];5312 N 49TH ST
815;152870082;10/14/2015;01:05 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.18332294754458, -88.00451918365131];9055 N 76TH ST
816;152870165;10/14/2015;07:02 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.111960478792604, -87.96860083236193];4426 W VILLARD AV
817;152850047;10/12/2015;08:57 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.16196514071785, -88.03149606754597];7926 N GRANVILLE RD
818;152850074;10/12/2015;10:54 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.1794564899977, -88.03238258330109];9751 W BEATRICE ST
819;152850083;10/12/2015;07:53 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.17445253396068, -88.02726612095276];9301 W HEATHER AV
820;152850085;10/12/2015;11:42 AM;4.0;THEFT FROM BUILDING;;;[43.13418448600598, -88.00153183236193];7220 W MILL RD
821;152850106;10/12/2015;12:53 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.118294512486806, -87.98123220498347];5545 N 55TH ST
822;152830029;10/10/2015;04:45 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.18265014847949, -88.02549186456226];9261-E W ALLYN ST
823;152830057;10/10/2015;11:24 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.13876952288085, -88.00470061480726];6635 N 75TH ST
824;152810081;10/08/2015;02:35 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.18128970191586, -88.01564816143431];8975 N 85TH ST
825;152810101;10/08/2015;05:01 PM;4.0;THEFT FROM BUILDING;;;[43.173617084132, -88.02516899589645];9201 W HEATHER AV
826;152800025;10/07/2015;07:13 AM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.123005445356235, -87.96666557419836];5809 N SHERMAN BL
827;152780030;10/05/2015;08:02 AM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.12564294310119, -87.99090539295436];5938 N 64TH ST
828;152780036;10/05/2015;08:48 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.18077002830519, -88.02864588617462];8854 N 95TH ST
829;152780052;10/05/2015;09:35 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.17452961226846, -88.02439920644524];8601 N 91ST ST
830;152780092;10/05/2015;12:05 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.16519053332458, -88.00780089745508];7900 W TOWER AV
831;152780092;10/05/2015;12:05 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.16519053332458, -88.00780089745508];7900 W TOWER AV
832;152780106;10/05/2015;02:40 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11568251875455, -87.98264083236194];5600 W CUSTER AV
833;152760022;10/03/2015;05:45 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.12724436663973, -87.98711238963614];6028 N 61ST ST
834;152760046;10/03/2015;09:10 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12195091035258, -87.98596486799605];5722 N 60TH ST
835;152760116;10/03/2015;09:09 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14851747215805, -87.99870020197412];7101 W GOOD HOPE RD
836;152750015;10/02/2015;06:14 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.1651184767734, -88.00961277407812];7939 W TOWER AV
837;152750016;10/02/2015;06:14 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.16804949120012, -88.01041122300768];8065 W FAIRLANE AV
838;152750023;10/02/2015;08:04 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.157569871514504, -88.04093015406015];10242 W FOUNTAIN AV
839;152750036;10/02/2015;09:18 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.124508534277794, -87.98725011368208];5869 N 61ST ST
840;152750060;10/02/2015;11:27 AM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.177837733157425, -88.03106780019782];9830 W BROWN DEER RD
841;152750080;10/02/2015;01:54 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.15756369340349, -88.03938245925865];10000 W FOUNTAIN AV
842;152750101;10/02/2015;04:21 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.16519053332458, -88.00780089745508];7900 W TOWER AV
843;152740083;10/01/2015;02:38 PM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.14851240261789, -88.01440713412266];8235 W GOOD HOPE RD
844;152740083;10/01/2015;02:38 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14851240261789, -88.01440713412266];8235 W GOOD HOPE RD
845;152740130;10/01/2015;07:47 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.136785330442734, -88.00554908660074];6546 N 76TH ST
846;152740141;10/01/2015;06:32 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.120414508742584, -87.98619810978694];5643 N 60TH ST
847;152740145;10/01/2015;08:35 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.17445253396068, -88.02726612095276];9301 W HEATHER AV
