;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address,
0;153040047;10/31/2015;09:25 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14874562550005, -87.96373616016001];4142 W GOOD HOPE RD
1;153040058;10/31/2015;10:32 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.144549513994036, -87.96847075145709];4431 W KILEY AV
2;153040067;10/31/2015;11:22 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.145177156241104, -87.96968865211483];4529 W KILEY AV
3;153030074;10/30/2015;01:16 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.111169318627724, -87.96293989673391];5174 N HOPKINS ST
4;153030085;10/30/2015;12:49 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.126864722170964, -87.95195682754316];6001 N TEUTONIA AV
5;153020039;10/29/2015;08:12 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.116146161809695, -87.96465487910454];5420 N 42ND ST
6;153020054;10/29/2015;09:48 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10514152983439, -87.95649333409362];4834 N MOTHER DANIELS WA
7;153020093;10/29/2015;12:11 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.141297306533396, -87.95791554186611];3744 W GREEN TREE RD
8;153010080;10/28/2015;01:42 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.09608611518263, -87.934240092042];4337 N 19TH ST
9;153010111;10/28/2015;12:42 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.104005832361935, -87.95034340795799];4768 N 30TH ST
10;153000032;10/27/2015;08:55 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11705499417161, -87.95989336078269];5466 N 38TH ST
11;153000094;10/27/2015;04:13 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.098297988343234, -87.94796394460172];4452 N 28TH ST
12;152990044;10/26/2015;11:14 AM;7.0;THEFT FROM BUILDING;;;[43.10514152983439, -87.95649333409362];4834 N MOTHER DANIELS WA
13;152990100;10/26/2015;03:57 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.127357814941675, -87.96352806720955];6044 N 41ST ST
14;152990107;10/26/2015;04:15 PM;7.0;THEFT FROM BUILDING;;;[43.10769633527613, -87.97143815032581];4955 N 47TH ST #3
15;152980082;10/25/2015;02:21 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10641651933149, -87.95652123685748];3500 W MOTHER DANIELS WA
16;152970070;10/24/2015;01:06 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.116704863725545, -87.95876809925535];5449 N 37TH ST
17;152970096;10/24/2015;12:49 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12180732944776, -87.95372386078269];5736 N 33RD ST
18;152960014;10/23/2015;03:18 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.142463115182636, -87.96578809925535];6859 N 43RD ST
19;152950067;10/22/2015;12:34 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14399440273521, -87.95509558162692];6944 N TEUTONIA AV
20;152950146;10/22/2015;05:05 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.09365499417163, -87.94558290463978];4238 N 26TH ST #LWR
21;152940103;10/21/2015;12:58 PM;7.0;THEFT FROM BUILDING;;;[43.11018258380988, -87.9394746270244];2226 W LANCASTER AV
22;152940117;10/21/2015;02:50 PM;5.0;THEFT FROM BUILDING;;;[43.090325580904846, -87.94938638184585];4030 N 29TH ST
23;152940128;10/21/2015;03:24 PM;5.0;THEFT FROM BUILDING;;;[43.089542453257394, -87.93040980391253];1524 W CAPITOL DR
24;152920014;10/19/2015;01:23 AM;4.0;AGGRAVATED ASSAULT;THEFT FROM MOTOR VEHICLE;;[43.145949739944555, -87.9583077944488];7048 N 38TH CT
25;152920040;10/19/2015;10:40 AM;5.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.09369254674263, -87.92601367055225];1217 W OLIVE ST
26;152920154;10/19/2015;11:03 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.1143469686364, -87.95631339353127];5326 N 35TH ST
27;152910041;10/18/2015;10:40 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.105152970858114, -87.96015143903314];4808 N HOPKINS ST
28;152910060;10/18/2015;12:52 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10641651933149, -87.95652123685748];3500 W MOTHER DANIELS WA
29;152910091;10/18/2015;04:37 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12135732944776, -87.95372288631792];5710 N 33RD ST
30;152910094;10/18/2015;06:55 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.09302003184242, -87.95624832387627];3450 W HOPKINS ST
31;152910100;10/18/2015;07:55 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10964067055227, -87.95284062479058];5065 N 32ND ST
32;152890005;10/16/2015;12:41 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.129494586733216, -87.96093110646872];6125 N 39TH ST
33;152890105;10/16/2015;05:21 PM;7.0;THEFT FROM BUILDING;;;[43.1107197799065, -87.97138159925535];5139 N 47TH ST #1
34;152890123;10/16/2015;06:19 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.111912528420774, -87.96971152553522];4519 W VILLARD AV
35;152880037;10/15/2015;08:32 AM;7.0;THEFT FROM BUILDING;;;[43.10641651933149, -87.95652123685748];3500 W MOTHER DANIELS WA
36;152870077;10/14/2015;12:19 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14838532279548, -87.96234315859398];4033 W GOOD HOPE RD
37;152870093;10/14/2015;01:20 PM;4.0;THEFT FROM BUILDING;;;[43.127559640627666, -87.96248997243205];6043 N 40TH ST
38;152860076;10/13/2015;01:15 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.11187650678067, -87.95923127699231];3709 W VILLARD AV
39;152860086;10/13/2015;02:23 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.096004884817376, -87.93543391185312];4330 N 19TH PL
40;152850191;10/12/2015;10:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10726341326679, -87.97633434967419];4932 N 51ST BL
41;152840050;10/11/2015;07:19 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.14839952452562, -87.95826];3707 W GOOD HOPE RD
42;152830028;10/10/2015;03:40 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.129686101059285, -87.9624610171817];6133 N 40TH ST
43;152830105;10/10/2015;05:15 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.147610392351474, -87.96300242473127];7152 N 41ST ST
44;152820104;10/09/2015;01:26 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.09772352844942, -87.93827059925536];4433 N 21ST ST
45;152820120;10/09/2015;04:59 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.10032284877921, -87.93809576741303];2040 W CORNELL ST
46;152810057;10/08/2015;11:36 AM;5.0;THEFT FROM BUILDING;;;[43.101449329447746, -87.94907235356932];4624 N 29TH ST
47;152800047;10/07/2015;10:16 AM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.125265915991505, -87.96610299759617];5916 N SHERMAN BL
48;152800060;10/07/2015;10:46 AM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.14303041609445, -87.9570416357029];6909 N 37TH ST
49;152800102;10/07/2015;04:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.104764379010696, -87.94665793003563];4810 N TEUTONIA AV
50;152790077;10/06/2015;11:55 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.089514397487385, -87.92591906226717];1200 W CAPITOL DR
51;152790108;10/06/2015;02:45 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.14670923835963, -87.96301957867782];7100 N 41ST ST
52;152790141;10/06/2015;05:54 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.111788539529265, -87.94674335789716];2701 W VILLARD AV
53;152790142;10/06/2015;05:47 PM;5.0;THEFT FROM BUILDING;;;[43.098830697183985, -87.94948637650748];2901 W ATKINSON AV #8
54;152790172;10/06/2015;04:56 PM;7.0;THEFT FROM BUILDING;;;[43.10767833527612, -87.97763765753918];4953 N 52ND ST
55;152780084;10/05/2015;12:55 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.101790910352605, -87.95167343738835];4640 N 31ST ST
56;152780189;10/05/2015;09:48 PM;7.0;THEFT FROM BUILDING;;;[43.10445030606816, -87.93142895904172];4803 N GREEN BAY AV
57;152770111;10/04/2015;03:26 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.104321546742625, -87.93729377699232];2009 W HAMPTON AV
58;152750063;10/02/2015;11:43 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10802058673323, -87.93804763200394];4969 N 21ST ST
59;152750094;10/02/2015;03:19 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09902123428629, -87.93574831140475];1973 W CORNELL ST
60;152740094;10/01/2015;03:36 PM;7.0;THEFT FROM BUILDING;;;[43.10514152983439, -87.95649333409362];4834 N MOTHER DANIELS WA
61;152740131;10/01/2015;07:49 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09116319900167, -87.94197955208006];4065 N 24TH ST
62;153020063;10/29/2015;11:46 AM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.03376947489746, -87.96219266472387];3826 W MT VERNON AV
63;153020083;10/29/2015;01:21 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.03525474854291, -87.96281861757723];417 N 39TH ST
64;153010041;10/28/2015;07:32 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.068099323155074, -87.98396445337774];5620 W CENTER ST
65;153010069;10/28/2015;12:36 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04621725145711, -87.97141013532217];1215 N 46TH ST
66;153010163;10/28/2015;09:50 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03981549079481, -87.97537037275704];4900 W WELLS ST
67;153000077;10/27/2015;02:08 PM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.06380829251556, -87.9792973677649];5219 W LISBON AV
68;152950015;10/22/2015;02:03 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03886451154119, -87.97360033236194];4726 W WISCONSIN AV
69;152950085;10/22/2015;02:32 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.073592834858026, -87.98629160785633];5900 W CHAMBERS ST
70;152940135;10/21/2015;05:25 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06839760357952, -87.98561553290538];5815 W APPLETON AV
71;152940168;10/21/2015;08:05 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.072639500432686, -87.99506108381902];6642 W GIRARD AV
72;152950011;10/21/2015;11:27 PM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.0321755004327, -88.00685983236194];7520 W STEVENSON ST
73;152930179;10/20/2015;09:41 PM;7.0;THEFT FROM BUILDING;;;[43.08082633585303, -87.99663621824715];6780 W APPLETON AV
74;152920022;10/19/2015;07:08 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.074299767124565, -87.9911401937502];6309 W APPLETON AV
75;152920139;10/19/2015;09:55 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06916056881461, -87.98926181353706];6132 W LISBON AV
76;152900097;10/17/2015;04:07 PM;3.0;THEFT FROM BUILDING;;;[43.06609015164241, -87.9837593009933];5617 W LISBON AV
77;152910013;10/17/2015;09:56 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03868054616569, -87.96067149708581];3727 W WISCONSIN AV
78;152880094;10/15/2015;03:03 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.073474483841586, -87.9761812590745];5000 W CHAMBERS ST
79;152880109;10/15/2015;04:37 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04604345437653, -87.98268827467372];5600 W MARTIN DR
80;152880123;10/15/2015;06:20 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.045569, -87.97674293738835];1150 N 50TH PL
81;152870111;10/14/2015;01:29 PM;3.0;THEFT FROM BUILDING;;;[43.02872983236193, -87.99362438631792];238 S 65TH ST
82;152860010;10/13/2015;02:16 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07305558673323, -87.98091863532217];2969 N 54TH ST
83;152860019;10/13/2015;05:17 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07359593173289, -87.99854371553452];3015 N 69TH ST
84;152860027;10/13/2015;07:51 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07626850291419, -87.9760700809335];3145 N 50TH ST
85;152860053;10/13/2015;11:11 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07019745268047, -87.99625918154518];2801 N 67TH ST
86;152860055;10/13/2015;11:01 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07171345325739, -87.990903];6306 W LOCUST ST
87;152860066;10/13/2015;12:31 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07377500000001, -87.98854760646873];3009 N 61ST ST
88;152860096;10/13/2015;02:52 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.06900928668718, -87.99539227171219];6625 W HADLEY ST
89;152850044;10/12/2015;08:36 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.071993167638055, -87.98517113532216];2917 N 58TH ST
90;152850056;10/12/2015;09:54 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07420713627445, -87.98507341185314];3030 N 58TH ST
91;152850105;10/12/2015;11:38 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;[43.06800654674262, -87.98551127699231];5801 W CENTER ST
92;152840208;10/11/2015;09:27 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05780883236193, -87.9808401025736];2131 N 54TH ST #UPR
93;152820054;10/09/2015;10:03 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.049168413266784, -87.98532013200395];1371 N 58TH ST
94;152820063;10/09/2015;10:14 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.037046000000004, -87.98103005539828];517 N 54TH ST
95;152810093;10/08/2015;03:34 PM;3.0;THEFT FROM BUILDING;;;[43.03622302940127, -87.9936631359751];6524 W BLUE MOUND RD
96;152800089;10/07/2015;02:39 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03521443734655, -88.0023736846064];408 N 72ND ST
97;152800104;10/07/2015;03:56 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.035657561169344, -88.00263829808414];7205 W BLUE MOUND RD
98;152790024;10/06/2015;06:46 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.082047676380625, -87.98327297735031];3456 N 56TH ST
99;152790041;10/06/2015;08:09 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07999922704706, -87.9818987906979];3354 N 55TH ST
100;152780026;10/05/2015;06:50 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08883183236193, -87.9982423607827];3932 N 69TH ST
101;152780028;10/05/2015;07:00 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08385541909516, -87.98836115753917];3613 N 61ST ST
102;152780081;10/05/2015;12:25 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03540510742101, -87.97574055969746];423 N 49TH ST
103;152780097;10/05/2015;11:40 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06800654674262, -87.98551127699231];5801 W CENTER ST
104;152780114;10/05/2015;03:58 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.08259053997568, -87.99576944570387];6700 W KEEFE AVENUE PK
105;152740089;10/01/2015;03:21 PM;3.0;THEFT FROM BUILDING;;;[43.05636899999999, -87.9735058607827];2016 N 48TH ST
106;153040110;10/31/2015;04:11 PM;6.0;THEFT FROM BUILDING;;;[42.98489091248832, -87.94843751889785];3355 S 27TH ST
107;153000027;10/27/2015;09:11 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.988338841931125, -87.96190549742118];3811 W OKLAHOMA AV
108;153000084;10/27/2015;02:22 PM;6.0;THEFT FROM BUILDING;;;[42.98012536940969, -87.96796642570294];3540 S 43RD ST
109;153000150;10/27/2015;08:25 PM;6.0;THEFT FROM BUILDING;;;[42.984705397388694, -87.94846638397011];3333 S 27TH ST
110;152980070;10/25/2015;01:16 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98271828547166, -87.96074202933322];3403 S 37TH ST
111;152970036;10/24/2015;06:03 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.982712276992316, -87.94702054818492];3413 S 26TH ST
112;152960032;10/23/2015;07:22 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.97527721282281, -87.95371153684528];3815 S MINER ST
113;152960066;10/23/2015;11:08 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98623057507646, -87.98281300288554];3212 S 55TH ST
114;152960084;10/23/2015;12:50 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98827909965494, -87.98297821856308];5509 W OKLAHOMA AV
115;152950031;10/22/2015;09:06 AM;6.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[42.99683828976931, -87.99132543716775];2625 S 63RD ST
116;152950073;10/22/2015;01:11 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.97219127508596, -88.00819644936958];3971 S 76TH ST
117;152950111;10/22/2015;04:50 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98489091248832, -87.94843751889785];3355 S 27TH ST
118;152940102;10/21/2015;01:41 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.971795245628726, -87.98440399177703];4010 S 56TH ST
119;152910039;10/18/2015;10:25 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99829853952925, -87.99639291618097];6719 W FINGER PL
120;152910044;10/18/2015;11:32 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98212816763808, -87.9891775226497];3437 S 61ST ST
121;152890127;10/16/2015;08:34 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.975899860304196, -87.94860578460501];3785 S 27TH ST
122;152880180;10/15/2015;10:51 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98489091248832, -87.94843751889785];3355 S 27TH ST
123;152850036;10/12/2015;07:56 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.99634682653357, -87.9874849989904];2650 S 60TH ST
124;152840122;10/11/2015;02:40 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.97411108222678, -87.95320951555776];3894 S MINER ST
125;152840170;10/11/2015;06:38 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98489091248832, -87.94843751889785];3355 S 27TH ST
126;152840199;10/11/2015;10:06 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.985280605956675, -87.94810465136666];3264 S 27TH ST
127;152830106;10/10/2015;05:16 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98489091248832, -87.94843751889785];3355 S 27TH ST
128;152820034;10/09/2015;06:53 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98111646768412, -88.00622108381903];7446 W MORGAN AV
129;152810060;10/08/2015;12:10 PM;6.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[42.98489091248832, -87.94843751889785];3355 S 27TH ST
130;152810071;10/08/2015;01:09 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98592894777573, -87.94841903043998];3233 S 27TH ST
131;152790136;10/06/2015;05:16 PM;6.0;THEFT FROM BUILDING;;;[42.991029639736915, -87.98522493447416];2944 S 57TH ST
132;152780104;10/05/2015;02:24 PM;6.0;THEFT FROM BUILDING;;;[42.97557641909515, -87.97686852986304];3803 S 50TH ST
133;152780145;10/05/2015;03:27 PM;6.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[42.98453499599454, -87.95229865136133];3330 S 30TH ST
134;152780151;10/05/2015;07:14 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.982567080789266, -87.97876535056822];5130 W FOREST HOME AV
135;152750025;10/02/2015;08:17 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.9692814676841, -87.98731158090484];5812 W PLAINFIELD AV
136;152750091;10/02/2015;01:16 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.99798658673322, -87.99342755539827];2557 S 65TH ST
137;152740008;10/01/2015;01:48 AM;6.0;THEFT FROM BUILDING;;;[42.997013832361944, -87.99336645571023];2616 S 65TH ST
138;153040015;10/31/2015;02:03 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.0211504787926, -87.9093];212 E MINERAL ST
139;153040020;10/31/2015;02:26 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.019442335276125, -87.91407105150314];1127 S 3RD ST
140;153040021;10/31/2015;02:41 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.019442335276125, -87.91407105150314];1127 S 3RD ST
141;153030140;10/30/2015;10:03 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02727043050558, -87.91111409771626];401 S 1ST ST
142;153020032;10/29/2015;09:23 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02012547489746, -87.91717066763806];508 W WASHINGTON ST
143;152990042;10/26/2015;09:11 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0231618382759, -87.92848784575447];1329 W NATIONAL AV
144;152980025;10/25/2015;03:42 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02072693588781, -87.91268054876183];1017 S 2ND ST
145;152980064;10/25/2015;12:34 PM;2.0;THEFT FROM BUILDING;;;[43.00298713619034, -87.93198545460322];1532 W LINCOLN AV #1
146;152970014;10/24/2015;01:59 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.0264236889688, -87.91695113627357];500 W VIRGINIA ST
147;152970028;10/24/2015;04:30 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.0230877660915, -87.93297678154771];1598 W NATIONAL AV
148;152970072;10/24/2015;12:34 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.020387, -87.93555956650677];1033 S 18TH ST
149;152960092;10/23/2015;12:36 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.02972651569615, -87.9083654003406];200 S WATER ST
150;152960095;10/23/2015;01:58 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02326446104767, -87.9219405992267];816 W NATIONAL AV
151;152960113;10/23/2015;03:13 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02276649711446, -87.93865428573488];2016 W NATIONAL AV
152;152960145;10/23/2015;06:32 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00058493412186, -87.93129042168655];2433 S 15TH ST
153;152950016;10/22/2015;02:00 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02320448456367, -87.927802438802];1241 W NATIONAL AV
154;152950078;10/22/2015;12:45 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01413484948038, -87.93110372491338];1515 W LAPHAM BL
155;152950126;10/22/2015;06:28 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01706246768411, -87.92886133236193];1336 W GREENFIELD AV
156;152940034;10/21/2015;07:15 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01803952120739, -87.92828083236193];1305 W MADISON ST
157;152940093;10/21/2015;01:11 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00980100345093, -87.93308086980608];1940 S 16TH ST
158;152940112;10/21/2015;01:05 PM;2.0;THEFT FROM BUILDING;;;[43.0170225212074, -87.91919133527612];635 W GREENFIELD AV
159;152940116;10/21/2015;02:56 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02220047157924, -87.92752041618097];1222 W WALKER ST
160;152940125;10/21/2015;03:44 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.001127838190314, -87.92123907372014];2401 S 8TH ST
161;152940131;10/21/2015;04:19 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01413484948038, -87.93110372491338];1515 W LAPHAM BL
162;152930099;10/20/2015;02:30 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.008361618431884, -87.91686911396275];500 W ROGERS ST
163;152930136;10/20/2015;04:49 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00553770191587, -87.93238897489746];2143 S 15TH PL
164;152920051;10/19/2015;12:19 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00458204993061, -87.92012369396028];2201 S 7TH ST
165;152920118;10/19/2015;07:44 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01094885351989, -87.92776858007996];1271 W MAPLE ST
166;152910090;10/18/2015;11:40 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00585751679007, -87.92667378538452];1169 W WINDLAKE AV
167;152910108;10/18/2015;08:35 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00193716763806, -87.92124004818491];2339 S 8TH ST
168;152900074;10/17/2015;12:18 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.017132790983695, -87.91995153769138];708 W GREENFIELD AV
169;152900103;10/17/2015;04:50 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02169130835593, -87.92244498730497];920 S 9TH ST
170;152900150;10/17/2015;11:46 PM;2.0;THEFT FROM BUILDING;;;[43.00911739607011, -87.93590929306382];1958 S CONGO AV
171;152890075;10/16/2015;01:32 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00282748845882, -87.92017241909515];703 W LINCOLN AV
172;152880101;10/15/2015;03:47 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01168734836635, -87.92701084836635];1725 S 12TH ST
173;152880154;10/15/2015;08:49 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01972873504343, -87.921164120927];1135 S 8TH ST
