Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location;Address
152720147;09/29/2015;08:34 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.006345739565724, -87.91129538614707];2107 S 1ST ST
152710082;09/28/2015;02:28 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.99768997162581, -87.92319293065043];928 W HARRISON AV
152700087;09/27/2015;02:53 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98949782653355, -87.93141595181508];3026 S 15TH ST
152700093;09/27/2015;03:29 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.990867838190326, -87.92630051543632];2947 S 11TH ST
152700094;09/27/2015;02:28 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.97914075437129, -87.89943004097155];3603 S PINE AV
152690055;09/26/2015;10:17 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98931975437128, -87.92755151543632];3033 S 12TH ST
152690167;09/26/2015;09:14 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.99661446015362, -87.8980049983552];2653 S KINNICKINNIC AV
152680102;09/25/2015;02:56 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98835311765217, -87.92761211765215];1200 W OKLAHOMA AV
152650053;09/22/2015;09:53 AM;6.0;THEFT FROM BUILDING;;;;[43.00445632944775, -87.89913490074464];2200 S ALDRICH ST
152650130;09/22/2015;05:44 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.00733688481736, -87.91118241848959];2018 S 1ST ST
152640065;09/21/2015;09:15 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98829651327194, -87.92575394892954];1016 W OKLAHOMA AV
152640068;09/21/2015;08:40 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.99646949988902, -87.91224545362982];2650 S CHASE AV
152620039;09/19/2015;07:01 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98832351875456, -87.92065366763806];702 W OKLAHOMA AV
152620046;09/19/2015;07:02 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98824247013696, -87.89398102553523];1203 E OKLAHOMA AV
152610019;09/18/2015;07:49 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.99286558673322, -87.92626107372014];2835 S 11TH ST
152610066;09/18/2015;12:19 PM;6.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.990199158800756, -87.92883955491237];1300 W MANITOBA ST
152600053;09/17/2015;10:31 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.97554048237062, -87.90415729107232];3817 S GRIFFIN AV
152590062;09/16/2015;12:27 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.99203677990653, -87.89319057372015];2911 S CALIFORNIA ST
152570108;09/14/2015;02:37 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.97712957369148, -87.90417851543633];3701 S GRIFFIN AV
152570156;09/14/2015;07:01 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98427967055227, -87.92892957372014];3315 S 13TH ST
152570160;09/14/2015;07:25 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.00064451875455, -87.89831083236193];836 E CONWAY ST
152550105;09/12/2015;06:02 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.97929364466829, -87.89139071449623];1420 E WARNIMONT AV
