Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location;Address
152540091;09/11/2015;11:18 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.98931955536963, -87.93007495181507];3034 S 14TH ST
152500139;09/07/2015;06:07 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.992299005828386, -87.92506857372014];2863 S 10TH ST
152500193;09/07/2015;11:36 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.99034558673321, -87.92026151543632];2973 S 7TH ST
152490092;09/06/2015;01:02 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.98475311309385, -87.92614257130798];1080 W OHIO AV
152490156;09/06/2015;07:39 PM;2.0;THEFT FROM BUILDING;;;;[42.995502546742614, -87.92931094463039];1325 W CLEVELAND AV
152480076;09/05/2015;12:09 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.99080328947528, -87.90438585133762];2969 S HOWELL AV
152470058;09/04/2015;10:11 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.98181302407337, -87.91841160300025];500 W HOLT AV
152460026;09/03/2015;04:19 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.98333341326679, -87.92639341185313];3358 S 11TH ST #UPPR
152460036;09/03/2015;07:40 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.97010150432782, -87.9044715];430 E WATERFORD AV
152460039;09/03/2015;08:14 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.96770228700431, -87.89755094641939];4238 S WHITNALL AV
152450073;09/02/2015;12:01 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[42.98898655536962, -87.9300739773503];3050 S 14TH ST
152450174;09/02/2015;09:00 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;[43.00108253318128, -87.90619033236193];320 E SMITH ST
152440024;09/01/2015;05:15 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;[42.98635858673322, -87.92398751543632];3205 S 9TH PL
152720164;09/29/2015;11:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.071425664723876, -87.95850638631792];2876 N 36TH ST
152710059;09/28/2015;12:01 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.066045486005976, -87.94763083236194];2700 W CLARKE ST
152710113;09/28/2015;04:59 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.05348140218695, -87.94721070843673];2624 W LISBON AV
152690075;09/26/2015;12:50 PM;3.0;THEFT FROM BUILDING;;;;[43.06353468665241, -87.92868646915599];2468 N TEUTONIA AV
152670079;09/24/2015;02:34 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.070678664723886, -87.95851538631791];2842 N 36TH ST
152660141;09/23/2015;06:02 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.05350850874257, -87.92707152986304];1747 N 12TH ST
152650119;09/22/2015;05:00 PM;3.0;THEFT FROM BUILDING;;;;[43.06143621039449, -87.9450432029281];2345 N 25TH ST
152640035;09/21/2015;08:22 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.0530474970858, -87.94880059925535];1711 N 28TH ST
152620111;09/19/2015;03:21 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.06092267110245, -87.97610606768698];2314 N 50TH ST
152610064;09/18/2015;10:35 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06791379187922, -87.93877163741945];2100 W CENTER ST
152600127;09/17/2015;05:21 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.05447430836876, -87.93020800892508];1376 W FOND DU LAC AV
152590031;09/16/2015;07:45 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.06635781993092, -87.92395601507266];2630 N 10TH ST
152590059;09/16/2015;12:09 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.067231245628705, -87.9609654190665];2650 N 38TH ST
152580137;09/15/2015;04:30 PM;3.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;[43.06059753563411, -87.956811];3433 W NORTH AV
152580139;09/15/2015;05:49 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06221671130884, -87.92275170541352];900 W MEINECKE AV
152570030;09/14/2015;06:43 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.064514136274454, -87.9761844190665];2506 N 50TH ST
152570052;09/14/2015;08:23 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06592666472389, -87.96332491185314];2576 N 40TH ST
152570092;09/14/2015;01:11 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06908516180968, -87.93121388631792];2762 N 15TH ST
152570135;09/14/2015;10:00 PM;5.0;THEFT FROM BUILDING;;;;[43.069464525102525, -87.92772236081134];1303 W HADLEY ST
152550080;09/12/2015;02:07 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.05676500000001, -87.96463538631792];2010 N 41ST ST
152530050;09/10/2015;10:42 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.06881499417162, -87.95974494460172];2740 N 37TH ST
152530150;09/10/2015;09:30 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06731300000001, -87.96449236078269];2658 N 41ST ST
152520093;09/09/2015;01:57 PM;3.0;THEFT FROM BUILDING;;;;[43.06429521400615, -87.94876221400614];2800 W WRIGHT ST #415
152520117;09/09/2015;05:49 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06249447097812, -87.95002293962226];2900 W MEINECKE AV
152520123;09/09/2015;06:23 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.060362091200695, -87.9318353459174];1535 W NORTH AV
152510080;09/08/2015;11:41 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.06357813627446, -87.97116293738836];2450 N 46TH ST
152500096;09/07/2015;11:52 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.05516334390313, -87.96218692853022];3830 W LISBON AV
152500131;09/07/2015;05:13 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.06169783819033, -87.9700616281088];2353 N 45TH ST
152490090;09/06/2015;01:00 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.0699052514571, -87.92397163200395];2823 N 10TH ST
152480073;09/05/2015;11:52 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.05872268194922, -87.96931858116464];4404 W LISBON AV
152480081;09/05/2015;12:09 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.064138785993876, -87.95529171400614];3301 W WRIGHT ST
152470029;09/04/2015;07:20 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.05292158090484, -87.94991491185313];1700 N 29TH ST
152470043;09/04/2015;08:57 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.070498664723885, -87.95735386799605];2832 N 35TH ST
152470092;09/04/2015;02:16 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.03888818172833, -87.96085635057489];3734 W WISCONSIN AV
152470110;09/04/2015;03:00 PM;3.0;THEFT FROM BUILDING;;;;[43.05249900000001, -87.96358441906649];1702 N 40TH ST
152450024;09/02/2015;03:39 AM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06006874300297, -87.93819299803809];2000 W FOND DU LAC AV
152450071;09/02/2015;08:36 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.05853841909516, -87.96234958093349];2149 N 39TH ST
152450083;09/02/2015;11:38 AM;3.0;THEFT FROM BUILDING;;;;[43.06525486929412, -87.94527650279862];2502 W TAMARACK ST #102
152450115;09/02/2015;05:03 PM;7.0;THEFT FROM BUILDING;;;;[43.06985983236194, -87.96096957372015];2803 N 38TH ST
152730032;09/30/2015;09:06 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.12072870191585, -88.02597109925536];5655 N 91ST ST
152730119;09/30/2015;05:30 PM;4.0;THEFT FROM BUILDING;;;;[43.126795505049905, -88.01271972300768];8135 W FLORIST AV
152700136;09/27/2015;07:22 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.09019448289703, -87.97647325010728];5020 W FOND DU LAC AV
152690122;09/26/2015;04:43 PM;7.0;THEFT FROM BUILDING;;;;[43.10486549321934, -87.98920982653355];6212 W HAMPTON AV #1
152680080;09/25/2015;01:08 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11818887515466, -87.99471591729171];6717 W SHERIDAN AV
152660133;09/23/2015;05:45 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.113769927604075, -88.00470864837415];7510 W CALDWELL AV
152650028;09/22/2015;06:12 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.09722552986306, -88.00404316763806];7328 W CONGRESS ST
152650138;09/22/2015;06:29 PM;7.0;THEFT FROM BUILDING;;;;[43.09266700582839, -87.99703956261163];4139 N 68TH ST
152640083;09/21/2015;11:42 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11168397446477, -88.01697064311246];5159 N 85TH ST
152640171;09/21/2015;06:35 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11205827479985, -87.97916217798361];5330 W VILLARD AV
152640227;09/21/2015;11:53 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.12358050462416, -88.03065361370274];5848 N 95TH CT
152630094;09/20/2015;01:49 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.10244041909516, -87.9955063607827];4670 N 67TH ST
152620128;09/19/2015;05:08 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.11752798003336, -88.03199264305512];9632 W APPLETON AV
152600119;09/17/2015;04:07 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.123160522649684, -88.03409047446478];9732 W CARMEN AV
152590097;09/16/2015;04:20 PM;4.0;THEFT FROM BUILDING;;;;[43.11808534729536, -87.99620734729535];5501 N 68TH ST
152580130;09/15/2015;03:21 PM;4.0;THEFT FROM BUILDING;;;;[43.133979234912665, -88.00229933402325];7301 W MILL RD
152570163;09/14/2015;07:41 PM;4.0;THEFT FROM BUILDING;;;;[43.132536898521295, -88.01565446777578];6317 N 84TH ST
152550082;09/12/2015;02:19 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.09579900582838, -87.9869386392173];4323 N 60TH ST
152550092;09/12/2015;04:04 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.09005545325738, -87.99226272300767];6400 W CAPITOL DR
152540049;09/11/2015;08:29 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.106004167638076, -88.0032981503258];4845 N 73RD ST
152520019;09/09/2015;07:03 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.090613413266794, -88.00058236078269];4026 N 71ST ST
152510097;09/08/2015;01:17 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.09791884514387, -87.98821524949518];6108 W MEDFORD AV
152510104;09/08/2015;01:09 PM;4.0;THEFT FROM BUILDING;;;;[43.12556932944776, -88.00584234246082];5902 N 76TH ST
152490050;09/06/2015;08:18 AM;7.0;THEFT FROM BUILDING;;;;[43.107372838190315, -87.9887690809335];4911 N 62ND ST
152470082;09/04/2015;01:51 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.09819107799066, -88.00447760646873];4443 N 74TH ST
152460070;09/03/2015;12:23 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11572177537278, -88.02653364232484];9141 W CUSTER AV
152440041;09/01/2015;09:26 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.09493366472387, -88.00186115753918];4261 N 72ND ST
152440045;09/01/2015;10:23 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.096482335276136, -87.99067963200395];4347 N 63RD ST
152440076;09/01/2015;01:19 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.09149566472388, -87.98814535688754];4070 N 61ST ST
152730031;09/30/2015;07:51 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.064505922009346, -87.88555240795799];2532 N MURRAY AV
152730036;09/30/2015;09:04 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.07743925728548, -87.87673805539828];3285 N HACKETT AV
152730051;09/30/2015;11:30 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06385249321932, -87.89989008090484];912 E WRIGHT ST
152730058;09/30/2015;10:31 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04683388214729, -87.89758289845985];1133 E KNAPP ST
152730061;09/30/2015;12:33 PM;1.0;THEFT FROM BUILDING;;;;[43.04573451601326, -87.90036358673322];924 E JUNEAU AV
152730087;09/30/2015;02:35 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06150677407814, -87.90417808093349];2357 N BOOTH ST
152730100;09/30/2015;03:59 PM;1.0;THEFT FROM BUILDING;;;;[43.0465253366611, -87.90864058540556];1245 N BROADWAY
152720078;09/29/2015;01:41 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05418308964741, -87.89492642627985];1756 N ARLINGTON PL
152720085;09/29/2015;02:15 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06326266472388, -87.90532592627986];2454 N HOLTON ST
152720150;09/29/2015;09:02 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06140050291418, -87.90038386799604];2354 N BREMEN ST
152710010;09/28/2015;12:20 AM;5.0;THEFT FROM BUILDING;;;;[43.064064, -87.90160535746448];2500 N FRATNEY ST
152710022;09/28/2015;08:41 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.0807571559813, -87.90130398456367];3444 N FRATNEY ST
152710032;09/28/2015;09:52 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.080825975702965, -87.89627365233416];3430 N DOUSMAN ST
152710133;09/28/2015;07:49 PM;1.0;THEFT FROM BUILDING;;;;[43.06021820882375, -87.88867875];1732 E NORTH AV
152700125;09/27/2015;06:56 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.07161572300768, -87.88293440406287];2930 N MARYLAND AV
152700127;09/27/2015;05:59 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.07342458673324, -87.88173863532217];3031 N FARWELL AV
152670131;09/25/2015;06:36 PM;1.0;THEFT FROM BUILDING;;;;[43.058976033873755, -87.88493557343168];2211 N PROSPECT AV
152680064;09/25/2015;11:41 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06478416763807, -87.90409487520941];2540 N BOOTH ST
152680083;09/25/2015;11:37 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.057378789918495, -87.89305029476591];1354 E BOYLSTON ST
152670043;09/24/2015;09:40 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.07410741326677, -87.90271592627985];3052 N PIERCE ST
152670096;09/24/2015;05:14 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.04738051947003, -87.91195455736575];1323 N EDISON ST
152670109;09/24/2015;05:12 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.056171827370285, -87.88724866457964];1918 E LAFAYETTE PL
152670110;09/24/2015;06:25 PM;1.0;THEFT FROM BUILDING;;;;[43.07100549841346, -87.89037351832185];1615 E LOCUST ST
152660167;09/23/2015;08:20 PM;1.0;THEFT FROM BUILDING;;;;[43.05001028614276, -87.89665063630352];1518 N WARREN AV
152650048;09/22/2015;09:37 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.07063240743841, -87.90028644460172];2862 N BREMEN ST
152650120;09/22/2015;05:01 PM;1.0;THEFT FROM BUILDING;;;;[43.04818452986307, -87.90425197446477];600 E OGDEN AV
152650127;09/22/2015;05:19 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.080928994171614, -87.9024834190665];3452 N PIERCE ST
152650137;09/22/2015;06:17 PM;1.0;THEFT FROM BUILDING;;;;[43.07222817346644, -87.88176905539827];2955 N FARWELL AV
152630038;09/20/2015;08:33 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.078839904524216, -87.90256547735031];3318 N PIERCE ST
152630046;09/20/2015;09:33 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06882533527613, -87.90284863200395];2761 N PIERCE ST
152630088;09/20/2015;01:00 PM;1.0;THEFT FROM BUILDING;;;;[43.07358633527613, -87.8792615809335];3035 N STOWELL AV
152630113;09/20/2015;03:41 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.046165814618405, -87.90358834801775];1233 N VAN BUREN ST
152630124;09/20/2015;04:07 PM;1.0;THEFT FROM BUILDING;;;;[43.0493604767734, -87.90469204053886];605 E LYON ST
152630148;09/20/2015;08:37 PM;1.0;THEFT FROM BUILDING;;;;[43.05949221036997, -87.88601746751122];2214 N FARWELL AV
152620184;09/19/2015;10:45 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.060626502914204, -87.90037642296163];2316 N BREMEN ST
152610048;09/18/2015;11:17 AM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.050402148191026, -87.8963276967513];1550 N WARREN AV
152600118;09/17/2015;02:21 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.0543360076921, -87.89674741923174];1145 E HAMILTON ST
152600143;09/17/2015;04:35 PM;5.0;THEFT FROM BUILDING;;;;[43.06021448211084, -87.8989902485429];1000 E NORTH AV
152590021;09/16/2015;04:32 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.049758547082924, -87.8997464759552];1533 N ASTOR ST
152590056;09/16/2015;11:47 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05267841326679, -87.90208337520941];1686 N CASS ST
152580048;09/15/2015;07:46 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05048949899038, -87.89875047016561];1027 E PLEASANT ST
152580051;09/15/2015;07:49 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.049859073206164, -87.90774468568196];1551 N WATER ST
152580094;09/15/2015;12:36 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.06814941326678, -87.883014407958];2734 N MARYLAND AV
152570044;09/14/2015;07:32 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.06213774854291, -87.88678337520942];2434 N CRAMER ST
152570114;09/14/2015;03:22 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.07617677111784, -87.88281842409212];3202 N MARYLAND AV
152570127;09/14/2015;05:09 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06291255536962, -87.90409587131427];2442 N BOOTH ST
152570154;09/14/2015;05:33 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.044995094244996, -87.91236001870202];1550 N EDISON ST #516
152560055;09/13/2015;08:58 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.06662816180969, -87.88055537520941];2620 N PROSPECT AV
152560097;09/13/2015;01:17 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06629516180968, -87.88554438242276];2604 N MURRAY AV #101
152560124;09/13/2015;03:57 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.052025370002944, -87.90207892048312];1660 N CASS ST
152560155;09/13/2015;08:46 PM;1.0;THEFT FROM BUILDING;;;;[43.0465253366611, -87.90864058540556];1245 N BROADWAY
152570021;09/13/2015;11:36 PM;5.0;THEFT FROM BUILDING;;;;[43.06564146047075, -87.89677183236194];1132 E CLARKE ST #LWR
152550072;09/12/2015;12:37 PM;1.0;THEFT FROM BUILDING;;;;[43.059246033873755, -87.8846735989669];2217 N PROSPECT AV #310
152540051;09/11/2015;07:30 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04930027950248, -87.8957853346123];1475 N FARWELL AV
152540064;09/11/2015;09:21 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.047225, -87.8969034190665];1300 N FRANKLIN PL
152540073;09/11/2015;09:50 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.054566301271166, -87.89229212357482];1500 E ROYALL PL
152540098;09/11/2015;11:41 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05971583845012, -87.88412930180638];2244 N PROSPECT AV
152530058;09/10/2015;11:39 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.07005959256162, -87.90158757372015];2833 N FRATNEY ST
152530107;09/10/2015;04:26 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04943619512372, -87.90063982926804];906 E LYON ST
152530122;09/10/2015;04:46 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04573451601326, -87.90036358673322];924 E JUNEAU AV #524
152530126;09/10/2015;07:17 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06440655536963, -87.89659488963613];2528 N DOUSMAN ST
152530147;09/10/2015;09:23 PM;1.0;THEFT FROM BUILDING;;;;[43.06085244221907, -87.8797688518676];2323 N LAKE DR
152500032;09/09/2015;09:53 PM;1.0;THEFT FROM BUILDING;;;;[43.06015452986306, -87.8870925];1832 E NORTH AV
152520034;09/09/2015;09:39 AM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.069191539529264, -87.885693];1931 E NEWBERRY BL
152520075;09/09/2015;01:58 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.046165814618405, -87.90358834801775];1233 N VAN BUREN ST
152520083;09/09/2015;03:01 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.07419830391251, -87.90150387131426];3062 N FRATNEY ST
152520155;09/09/2015;08:32 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.057517227047065, -87.88799266544501];2037 N FARWELL AV
152510023;09/08/2015;06:30 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.07512708190191, -87.90146464655012];3120 N FRATNEY ST
152510048;09/08/2015;08:10 AM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.05248924562872, -87.89958587520941];1680 N ASTOR ST
152510058;09/08/2015;10:40 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.07979783430327, -87.89882366012347];3400 N WEIL ST
152510088;09/08/2015;12:47 PM;5.0;THEFT FROM BUILDING;;;;[43.06133549075093, -87.89928298770512];2363 N WEIL ST
152510096;09/08/2015;01:14 PM;1.0;THEFT FROM BUILDING;;;;[43.080361994171625, -87.87775637520942];3436 N DOWNER AV
152510132;09/08/2015;04:32 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.067834664723875, -87.88670492627985];2716 N CRAMER ST
152510215;09/08/2015;10:03 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.06580456971135, -87.8781403622951];2589 N DOWNER AV
152500054;09/07/2015;08:40 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.062551664723884, -87.90409292627986];2420 N BOOTH ST
152500101;09/07/2015;12:55 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.0556849308892, -87.89238752216492];1856 N CAMBRIDGE AV
152490024;09/06/2015;01:09 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04581534801775, -87.90358834801775];1201 N VAN BUREN ST
152480060;09/05/2015;10:09 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.07704032361937, -87.8755159773503];3264 N SUMMIT AV
152470027;09/04/2015;06:07 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.062182444630395, -87.90417907703836];2403 N BOOTH ST
152470049;09/04/2015;09:47 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.066601413266795, -87.88796442959809];2618 N OAKLAND AV
152470060;09/04/2015;11:12 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.06276766472388, -87.90409292627986];2430 N BOOTH ST
152470063;09/04/2015;11:53 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.06834833527614, -87.90411860646873];2737 N BOOTH ST
152470096;09/04/2015;04:07 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.06613802831716, -87.87801333705501];2600 N DOWNER AV
152460099;09/03/2015;03:15 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.07475047547438, -87.89932094892954];930 E BURLEIGH ST
152460103;09/03/2015;04:28 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05861489177092, -87.88354575939161];2233 N SUMMIT AV
152450086;09/02/2015;01:35 PM;1.0;THEFT FROM BUILDING;;;;[43.051489248975585, -87.90600333449673];1635 N WATER ST
152450106;09/02/2015;04:57 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05713277298161, -87.88679992754926];1834 E WINDSOR PL
152450180;09/02/2015;09:56 PM;1.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.070896551069005, -87.87440716490752];2909 E LOCUST ST
152440180;09/01/2015;10:34 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.05343898167815, -87.89491589295436];1720 N ARLINGTON PL
152730029;09/30/2015;06:39 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04223252629164, -87.90182577847034];840 N CASS ST
152730079;09/30/2015;02:05 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.03369948600596, -87.9538725];3132 W MT VERNON AV
152720016;09/29/2015;01:31 AM;1.0;THEFT FROM BUILDING;;;;[43.042897925623286, -87.92094609014762];749 W STATE ST
152720075;09/29/2015;01:30 PM;1.0;THEFT FROM BUILDING;;;;[43.04365992062437, -87.91610749163186];1001 N 4TH ST
152720100;09/29/2015;04:21 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.041967878989, -87.93783301399404];912 N 20TH ST
152720111;09/29/2015;04:21 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04171052484275, -87.90678617343778];820 N MILWAUKEE ST
152710004;09/28/2015;12:38 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.04167149105494, -87.94058026977895];2200 W KILBOURN AV
152710012;09/28/2015;03:40 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.03837780964198, -87.91299604323149];670 N 2ND ST
152710071;09/28/2015;11:32 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.044732670552264, -87.93538809146509];1127 N 18TH ST #308
152710135;09/28/2015;07:58 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;[43.04167149105494, -87.94058026977895];2200 W KILBOURN AV
152700006;09/27/2015;12:31 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.04377968665241, -87.90832396915599];1000 N BROADWAY
152700007;09/27/2015;01:01 AM;1.0;THEFT FROM MOTOR VEHICLE;;;;[43.044012659732225, -87.9107436656475];1000 N WATER ST
