Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
062800114;10/07/2006;12:41 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2735 N 52ND ST
062800153;10/07/2006;05:18 PM;3.0;MOTOR VEHICLE THEFT;;;;5230 W LISBON AV
062800201;10/07/2006;11:05 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;2773 N 55TH ST
062790034;10/06/2006;02:54 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3134 N 50TH ST
062790070;10/06/2006;09:51 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1317 N 46TH ST
062790086;10/06/2006;10:47 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2741 N 53RD ST
062790092;10/06/2006;09:35 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;535 S 84TH ST
062790104;10/06/2006;12:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3964 N 71ST ST
062790123;10/06/2006;02:34 PM;7.0;MOTOR VEHICLE THEFT;;;;3037 N 53RD ST
062780029;10/05/2006;03:03 AM;3.0;AGGRAVATED ASSAULT;;;;208 S 62ND ST
062780030;10/05/2006;03:43 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2945 N 54TH ST
062780031;10/05/2006;03:31 AM;3.0;MOTOR VEHICLE THEFT;;;;1170 N 46TH ST
062780034;10/05/2006;12:48 AM;3.0;AGGRAVATED ASSAULT;;;;5841 W BLUE MOUND RD
062780053;10/05/2006;08:50 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2835 N 73RD ST
062780130;10/05/2006;04:04 PM;7.0;MOTOR VEHICLE THEFT;;;;5711 W BROOKLYN PL
062780150;10/05/2006;03:42 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;1823 N 53RD ST
062780161;10/05/2006;05:39 PM;7.0;MOTOR VEHICLE THEFT;;;;5100 W BURLEIGH ST
062780170;10/05/2006;04:30 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;5621 W VALLEY FORGE DR #4
062780185;10/05/2006;08:11 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;3601 W WISCONSIN AV
062770011;10/04/2006;12:55 AM;3.0;DISORDERLY CONDUCT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER OFFENSES;;653 S 61ST ST
062770033;10/04/2006;06:23 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;7236 W APPLETON AV #6MKE
062770034;10/04/2006;08:35 AM;7.0;MOTOR VEHICLE THEFT;;;;3063 N 55TH ST
062770053;10/04/2006;09:11 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;2923 N 54TH ST
062770054;10/04/2006;09:30 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;512 N 45TH ST
062770077;10/04/2006;11:29 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4500 W WISCONSIN AV
062770079;10/04/2006;11:07 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;3188 N 60TH ST
062770093;10/04/2006;01:06 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;2875 N 52ND ST
062770096;10/04/2006;12:01 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2811 N 74TH ST
062770108;10/04/2006;12:01 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2872 N 74TH ST
062770118;10/04/2006;02:27 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3715 W WISCONSIN AV
062770149;10/04/2006;04:46 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;7255 W APPLETON AV
062770158;10/04/2006;05:23 PM;3.0;ALL OTHER LARCENY;;;;8825 W WISCONSIN AV
062770159;10/04/2006;12:56 PM;7.0;ALL OTHER LARCENY;;;;7525 W CAPITOL DR
062770192;10/04/2006;04:15 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2861 N 74TH ST
062770193;10/04/2006;04:15 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2861 N 74TH ST
062770231;10/04/2006;09:06 PM;7.0;MOTOR VEHICLE THEFT;;;;2914 N 50TH ST #UPR
062770233;10/04/2006;09:36 PM;3.0;ROBBERY;;;;1377 N 54TH ST
062780004;10/04/2006;04:17 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;164 N 68TH ST
062760041;10/03/2006;08:16 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5200 W CENTER ST
062760060;10/03/2006;09:48 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;7356 W POTOMAC AV
062760077;10/03/2006;09:19 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2429 N 59TH ST
062760081;10/03/2006;11:07 AM;3.0;ALL OTHER LARCENY;;;;6702 W FAIRVIEW AV
062760161;10/03/2006;04:47 PM;3.0;SIMPLE ASSAULT;;;;2350 N 53RD ST #APT1
062750005;10/02/2006;12:01 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2976 N 59TH ST
062750019;10/02/2006;02:28 AM;7.0;SIMPLE ASSAULT;;;;7214 W CHAPMAN PL
062750084;10/02/2006;10:09 AM;7.0;MOTOR VEHICLE THEFT;;;;2972 N 66TH ST
062750129;10/02/2006;02:12 PM;3.0;ALL OTHER LARCENY;;;;2037 N 51ST ST
062750139;10/02/2006;01:16 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;1446 N 50TH ST
062750178;10/02/2006;03:58 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;3265 N 53RD ST
062750192;10/02/2006;04:28 PM;3.0;SIMPLE ASSAULT;;;;151 S 84TH ST
062750213;10/02/2006;07:01 PM;7.0;SIMPLE ASSAULT;;;;6050 W APPLETON AV #3
062750218;10/02/2006;08:41 PM;3.0;MOTOR VEHICLE THEFT;;;;3720 W MOUNT VERNON AV
062750231;10/02/2006;05:15 PM;3.0;ALL OTHER LARCENY;;;;920 N 49TH ST
062740022;10/01/2006;03:20 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5624 W BURLEIGH ST
062740025;10/01/2006;03:45 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;3134 N 50TH ST
062740050;10/01/2006;09:03 AM;3.0;SIMPLE ASSAULT;;;;454 S 71ST ST
062740096;10/01/2006;01:54 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2849 N 54TH ST
062740139;10/01/2006;04:57 PM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2360 N 52ND ST
062740149;10/01/2006;06:09 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3822 N 67TH ST
063040083;10/31/2006;10:07 AM;6.0;SHOPLIFTING;;;;5200 W OKLAHOMA AV
063040129;10/31/2006;01:45 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3777 S 76TH ST
063040146;10/31/2006;03:21 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5800 W OKLAHOMA AV
063040181;10/31/2006;05:45 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3811 W LINCOLN AV
063030060;10/30/2006;07:50 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;9401 W BELOIT RD
063030280;10/30/2006;10:32 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3410 S 24TH ST
063020071;10/29/2006;09:33 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3351 S 24TH ST
063020081;10/29/2006;09:20 AM;4.0;SIMPLE ASSAULT;;;;3263 S 99TH ST
063020217;10/29/2006;07:30 PM;6.0;AGGRAVATED ASSAULT;;;;3969 S 74TH ST
063010034;10/28/2006;02:01 AM;6.0;AGGRAVATED ASSAULT;;;;2810 S 64TH ST
063010098;10/28/2006;09:32 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;6138 W FOREST HOME AV #103
063010159;10/28/2006;03:31 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2565 S 61ST ST
063010177;10/28/2006;05:48 PM;6.0;ALL OTHER LARCENY;;;;3355 S 27TH ST
063000053;10/27/2006;08:06 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;6130 W STACK DR
063000071;10/27/2006;10:16 AM;6.0;MOTOR VEHICLE THEFT;;;;3500 W LINCOLN AV
063000094;10/27/2006;12:13 PM;6.0;ALL OTHER LARCENY;;;;5720 W OKLAHOMA AV
063000183;10/27/2006;06:43 PM;6.0;ALL OTHER LARCENY;;;;7710 W EDEN PL
063000211;10/27/2006;07:34 PM;6.0;ROBBERY;;;;3565 S 27TH ST
063000221;10/27/2006;06:47 PM;6.0;ROBBERY;;;;3355 S 27TH ST
062990012;10/26/2006;01:52 AM;6.0;MOTOR VEHICLE THEFT;;;;3131 S 34TH ST
062990235;10/26/2006;10:38 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3439 S 26TH ST #UNIT0
063000013;10/26/2006;11:33 PM;6.0;SIMPLE ASSAULT;;;;8504 W HOWARD AV #3
062980013;10/25/2006;12:50 AM;6.0;SIMPLE ASSAULT;;;;5802 W FOREST HOME AV
062980126;10/25/2006;01:34 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3420 S 73RD ST
062980143;10/25/2006;01:34 PM;6.0;THEFT FROM BUILDING;;;;3245 S 25TH ST
062980269;10/25/2006;08:51 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3301 S 55TH ST
062970050;10/24/2006;09:53 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3650 S 61ST ST
062970102;10/24/2006;12:38 PM;6.0;SHOPLIFTING;;;;3333 S 27TH ST
062970112;10/24/2006;01:35 PM;6.0;ROBBERY;;;;3432 S 27TH ST
062970128;10/24/2006;03:37 PM;6.0;ALL OTHER LARCENY;;;;6215 W WARNIMONT AV
062970153;10/24/2006;04:08 PM;6.0;SHOPLIFTING;;;;3557 S 27TH ST
062970155;10/24/2006;04:17 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3520 S TOLDT CR
062970224;10/24/2006;09:44 PM;6.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6215 W WARNIMONT AV
062960073;10/23/2006;10:41 AM;6.0;ALL OTHER LARCENY;;;;2901 S 69TH ST
062960110;10/23/2006;01:31 PM;6.0;SIMPLE ASSAULT;;;;7875 W OKLAHOMA AV #10
062960127;10/23/2006;11:22 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;4133 S 51ST ST #4
062950028;10/22/2006;08:48 AM;6.0;MOTOR VEHICLE THEFT;;;;8409 W MORGAN AV
062950033;10/22/2006;08:45 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3203 S 26TH ST
062950042;10/22/2006;10:08 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3243 S 92ND ST
062950055;10/22/2006;11:12 AM;6.0;ALL OTHER LARCENY;;;;3403 S 66TH ST
062950069;10/22/2006;12:49 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2459 S 43RD ST
062950114;10/22/2006;05:12 PM;6.0;MOTOR VEHICLE THEFT;;;;2947 S 60TH ST
062950118;10/22/2006;05:12 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3825 S MINER ST
062950147;10/22/2006;06:58 PM;6.0;ALL OTHER LARCENY;;;;3355 S 27TH ST
062940130;10/21/2006;12:32 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3608 W OHIO AV
062930068;10/20/2006;07:15 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;7215 W OKLAHOMA AV
062930119;10/20/2006;12:38 PM;6.0;ALL OTHER LARCENY;;;;7501 W OKLAHOMA AV
062930151;10/20/2006;04:07 PM;6.0;MOTOR VEHICLE THEFT;;;;3869 S 84TH ST
062930193;10/20/2006;06:32 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3860 S 45TH ST
062920039;10/19/2006;08:29 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3333 S 27TH ST
062920046;10/19/2006;06:59 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3870 S MINER ST
062920066;10/19/2006;08:14 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2517 S 44TH ST #3
062920167;10/19/2006;06:26 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3330 S 30TH ST
062910035;10/18/2006;08:23 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3151 W DRURY LA
062910050;10/18/2006;08:39 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3333 S 27TH ST
062910106;10/18/2006;12:23 PM;6.0;ALL OTHER LARCENY;;;;8801 W OKLAHOMA AV #302
062910168;10/18/2006;05:43 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3337 S 76TH ST
062920002;10/18/2006;05:43 PM;6.0;SHOPLIFTING;;;;3737 S 27TH ST
062900024;10/17/2006;07:35 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2650 S 62ND ST
062900039;10/17/2006;09:01 AM;6.0;AGGRAVATED ASSAULT;;;;6215 W WARNIMONT AV
062900074;10/17/2006;12:37 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3863 S 92ND ST
062900128;10/17/2006;04:02 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6215 W WARNIMONT AV
062900185;10/17/2006;07:15 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2806 W HOWARD AV
062900204;10/17/2006;08:51 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2256 S 37TH ST
062900208;10/17/2006;08:41 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3300 W LAKEFIELD DR
062860032;10/16/2006;06:45 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2817 S 66TH ST
062890047;10/16/2006;07:55 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;8045 W CRAWFORD AV
062890270;10/16/2006;09:02 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3261 S 24TH ST
062880131;10/15/2006;01:47 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3701 S 27TH ST
062880194;10/15/2006;07:15 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3743 S 52ND ST
062870068;10/14/2006;10:48 AM;6.0;ALL OTHER LARCENY;;;;3417 S 87TH ST
062860036;10/13/2006;07:56 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3010 S 57TH ST
062860111;10/13/2006;12:49 PM;6.0;MOTOR VEHICLE THEFT;;;;6316 W FOREST HOME AV
062860194;10/13/2006;10:02 PM;6.0;MOTOR VEHICLE THEFT;;;;2326 W SUNBURY CT
062850058;10/12/2006;11:35 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3600 S 92ND ST
062840002;10/11/2006;12:10 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3212 S 48TH ST
062840041;10/11/2006;08:33 AM;6.0;MOTOR VEHICLE THEFT;;;;3207 S 47TH ST
062840208;10/11/2006;03:44 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3858 S MINER ST #2
062840209;10/11/2006;03:44 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3858 S MINER ST #1
062830043;10/10/2006;08:42 AM;6.0;ALL OTHER LARCENY;;;;7800 W BURDICK AV
062830079;10/10/2006;09:51 AM;6.0;ROBBERY;;;;5732 W OKLAHOMA AV
070750134;10/10/2006;07:24 PM;6.0;SHOPLIFTING;ALL OTHER OFFENSES;;;3545 S 27TH ST
062820043;10/09/2006;08:58 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2459 S 43RD ST
062820164;10/09/2006;02:59 PM;6.0;ALL OTHER LARCENY;;;;8801 W VERONA CT
062810078;10/08/2006;03:47 PM;6.0;MOTOR VEHICLE THEFT;;;;3119 S 43RD ST
062810116;10/08/2006;01:18 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3501 W OKLAHOMA AV
062810152;10/08/2006;04:13 PM;6.0;ALL OTHER LARCENY;;;;7606 W WATERFORD AV
062810156;10/08/2006;11:15 AM;6.0;SIMPLE ASSAULT;;;;3850 S 95TH ST
062810180;10/08/2006;06:21 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2912 W HOWARD AV
062800047;10/07/2006;08:21 AM;6.0;ALL OTHER LARCENY;;;;3577 S 60TH ST
062800079;10/07/2006;09:45 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5130 W FOREST HOME AV
062800093;10/07/2006;12:53 PM;6.0;ALL OTHER LARCENY;;;;3811 W LINCOLN AV
062800177;10/07/2006;05:14 PM;6.0;ALL OTHER LARCENY;;;;2672 S 52ND ST
062800186;10/07/2006;09:34 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;7015 W BENNETT AV
062800205;10/07/2006;10:28 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3933 W OKLAHOMA AV
062790190;10/06/2006;05:46 PM;6.0;SHOPLIFTING;;;;3355 S 27TH ST
062790236;10/06/2006;10:50 PM;6.0;ROBBERY;;;;3701 S 27TH ST
062780033;10/05/2006;04:32 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3667 S 76TH ST
062780101;10/05/2006;12:49 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3705 S 43RD ST
062780178;10/05/2006;06:34 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6217 W KINNICKINNIC RIVER PK
062780211;10/05/2006;08:43 PM;6.0;ROBBERY;;;;3462 S 35TH ST
062750245;10/04/2006;06:13 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2865 S 66TH ST
062770134;10/04/2006;01:52 PM;6.0;SHOPLIFTING;;;;3355 S 27TH ST
062780007;10/04/2006;10:12 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;4133 S 51ST ST #4
062760042;10/03/2006;08:17 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6635 W WARNIMONT AV
062750017;10/02/2006;02:05 AM;6.0;SIMPLE ASSAULT;;;;8908 W HOWARD AV
062750018;10/02/2006;02:33 AM;6.0;MOTOR VEHICLE THEFT;;;;3384 S 24TH ST
062750045;10/02/2006;06:43 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;7638 W HOWARD AV
062750116;10/02/2006;01:21 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3578 S 35TH ST
062750126;10/02/2006;12:56 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2631 S 63RD ST
062750198;10/02/2006;06:01 PM;6.0;SIMPLE ASSAULT;;;;7835 W OKLAHOMA AV
062740108;10/01/2006;01:41 PM;6.0;ALL OTHER LARCENY;;;;3865 S 76TH ST
062740174;10/01/2006;09:32 PM;6.0;ALL OTHER LARCENY;;;;6229 W FOREST HOME AV
063040016;10/31/2006;12:47 AM;2.0;ROBBERY;;;;1670 S 15TH ST
063040033;10/31/2006;05:48 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;1024 W BECHER ST
063040034;10/31/2006;03:37 AM;2.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;2101 S 15TH ST #1
063040035;10/31/2006;06:17 AM;2.0;MOTOR VEHICLE THEFT;;;;1401 W MITCHELL ST
063040051;10/31/2006;08:48 AM;2.0;MOTOR VEHICLE THEFT;;;;2529 S 15TH ST
063040075;10/31/2006;08:57 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1551 W LAPHAM BL
063040080;10/31/2006;10:17 AM;2.0;MOTOR VEHICLE THEFT;;;;2063 S 16TH ST
063040088;10/31/2006;09:59 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;315 S WATER ST
063040089;10/31/2006;11:08 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1535 S 3RD ST
063040107;10/31/2006;11:57 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1835 S 5TH ST
063040110;10/31/2006;12:06 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2118 S 15TH ST
063040124;10/31/2006;01:19 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1316 W HAYES AV
063040150;10/31/2006;03:35 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;600 W HISTORIC MITCHELL ST
063040175;10/31/2006;02:50 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1006 W PIERCE ST
063040177;10/31/2006;05:26 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1839 S 18TH ST
063040214;10/31/2006;03:45 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1962 S 5TH PL
063040231;10/31/2006;09:20 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1135 W LAPHAM BL
063050003;10/31/2006;11:37 PM;2.0;SIMPLE ASSAULT;;;;1001 S 3RD ST
063020213;10/30/2006;01:05 AM;2.0;AGGRAVATED ASSAULT;;;;105 W MITCHELL ST
063030005;10/30/2006;12:10 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2214 S 15TH PL
063030026;10/30/2006;04:16 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2447 S 9TH ST #UPR
063030029;10/30/2006;12:22 AM;2.0;MOTOR VEHICLE THEFT;;;;1428 S CESAR E CHAVEZ DR
063030057;10/30/2006;08:33 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;1600 W MINERAL ST
063030058;10/30/2006;07:41 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1673 S 9TH ST
063030083;10/30/2006;09:06 AM;2.0;THEFT FROM MOTOR VEHICLE;ALL OTHER LARCENY;;;224 E WASHINGTON ST
063030098;10/30/2006;11:01 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;906 S 20TH ST
063030099;10/30/2006;11:02 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1826 S 18TH ST
063030132;10/30/2006;01:27 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2079 S 13TH ST
063030135;10/30/2006;01:29 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2079 S 13TH ST
063030147;10/30/2006;11:39 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;408 W FLORIDA ST
063030158;10/30/2006;03:17 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1710 W MINERAL ST
063030163;10/30/2006;03:39 PM;6.0;ALL OTHER LARCENY;;;;1035 S CESAR E CHAVEZ DR
063030187;10/30/2006;05:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;2300 S 13TH ST
063030214;10/30/2006;06:44 PM;2.0;ALL OTHER LARCENY;;;;1300 W LINCOLN AV
063030215;10/30/2006;05:00 PM;6.0;SIMPLE ASSAULT;;;;1320-A S 20TH ST
063030225;10/30/2006;07:08 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;200 S WATER ST
063030251;10/30/2006;08:37 PM;2.0;SIMPLE ASSAULT;;;;1564 W WINDLAKE AV
063030260;10/30/2006;09:12 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1900 W WASHINGTON ST
063030262;10/30/2006;08:14 PM;6.0;MOTOR VEHICLE THEFT;;;;1223 S 20TH ST
063030271;10/30/2006;09:55 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;2130 S 14TH ST
063030278;10/30/2006;03:35 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1522 W ORCHARD ST #5
063030292;10/30/2006;08:07 PM;6.0;MOTOR VEHICLE THEFT;;;;1449 S CESAR E CHAVEZ DR #UPPER
063000001;10/29/2006;07:00 AM;6.0;ALL OTHER LARCENY;;;;1542 S PEARL ST
063020011;10/29/2006;12:20 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1713 W NATIONAL AV
063020025;10/29/2006;01:45 AM;2.0;AGGRAVATED ASSAULT;;;;528 W ORCHARD ST
063020036;10/29/2006;03:03 AM;2.0;AGGRAVATED ASSAULT;;;;1228 W GREENFIELD AV
063020042;10/29/2006;08:45 AM;2.0;MOTOR VEHICLE THEFT;;;;2219 S 15TH ST
063020069;10/29/2006;06:57 AM;2.0;MOTOR VEHICLE THEFT;;;;1572 S 7TH ST
063020075;10/29/2006;08:51 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2345 S 9TH PL #C
063020089;10/29/2006;09:39 AM;2.0;MOTOR VEHICLE THEFT;;;;1821 S 12TH ST #A
063020105;10/29/2006;11:36 AM;2.0;THEFT FROM MOTOR VEHICLE;MOTOR VEHICLE THEFT;;;222 S 3RD ST
063020175;10/29/2006;03:15 PM;6.0;AGGRAVATED ASSAULT;;;;1586 S UNION ST
063020198;10/29/2006;05:27 PM;2.0;SIMPLE ASSAULT;;;;1438 W LINCOLN AV
063020233;10/29/2006;09:25 PM;6.0;MOTOR VEHICLE THEFT;;;;1418 S MUSKEGO AV
063030007;10/29/2006;11:07 PM;2.0;ROBBERY;;;;1700 S 12TH ST
063030016;10/29/2006;11:29 PM;2.0;ROBBERY;;;;712 W BURNHAM ST
063010005;10/28/2006;12:25 AM;2.0;SIMPLE ASSAULT;;;;1932 S 15TH PL
063010019;10/28/2006;02:21 AM;2.0;INTIMIDATION;;;;2540 S 15TH ST
063010043;10/28/2006;03:53 AM;2.0;SIMPLE ASSAULT;;;;2212 S 15TH PL
063010068;10/28/2006;07:31 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1104 W WINDLAKE AV
063010085;10/28/2006;08:54 AM;2.0;MOTOR VEHICLE THEFT;;;;151 W MITCHELL ST
063010106;10/28/2006;11:17 AM;2.0;MOTOR VEHICLE THEFT;;;;1909 S 6TH ST
063010122;10/28/2006;12:43 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1009 W MAPLE ST
063010139;10/28/2006;02:04 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;133 W OREGON ST
063010141;10/28/2006;12:57 PM;2.0;ALL OTHER LARCENY;;;;2145 S 15TH ST #UPR
063010161;10/28/2006;04:09 PM;2.0;SIMPLE ASSAULT;;;;1438 S 3RD ST
063010179;10/28/2006;03:31 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2443 S 11TH ST
063010227;10/28/2006;08:43 PM;6.0;ROBBERY;;;;1934 W GREENFIELD AV
063000017;10/27/2006;01:55 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1801 W GREENFIELD AV
063000054;10/27/2006;09:02 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1733 W MINERAL ST
