Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
063590034;12/25/2006;04:28 AM;4.0;AGGRAVATED ASSAULT;;;5525 N 37TH ST
063590057;12/25/2006;07:05 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;6539 N 42ND ST
063590075;12/25/2006;11:34 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3131 W MILL RD
063590101;12/25/2006;11:47 AM;7.0;SIMPLE ASSAULT;;;4902 N 21ST ST
063590117;12/25/2006;05:06 PM;4.0;MOTOR VEHICLE THEFT;;;3518 W SILVER SPRING DR
063590124;12/25/2006;04:15 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4149 N 19TH ST
063590137;12/25/2006;08:07 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5434 N 40TH ST
063580009;12/24/2006;12:33 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4971 N 46TH ST
063580022;12/24/2006;01:19 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6262 N TEUTONIA AV
063580027;12/24/2006;02:34 AM;4.0;SIMPLE ASSAULT;;;6263 N TEUTONIA AV
063580033;12/24/2006;02:59 AM;4.0;ROBBERY;;;3001 W SILVER SPRING DR
063580034;12/24/2006;12:59 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;3824 W FLORIST AV
063580041;12/24/2006;06:20 AM;7.0;ARSON;;;4930 N 32ND ST
063580048;12/24/2006;09:15 AM;7.0;ARSON;;;5066 N HOPKINS ST
063580056;12/24/2006;08:36 AM;4.0;ALL OTHER LARCENY;;;5854 N 35TH ST
063580073;12/24/2006;10:05 AM;7.0;ALL OTHER LARCENY;;;1901 W FIEBRANTZ AV
063580074;12/24/2006;09:31 AM;7.0;SIMPLE ASSAULT;;;4540 N TEUTONIA AV #4
063580111;12/24/2006;01:48 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2421 W ROOSEVELT DR
063580154;12/24/2006;05:33 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;5137 N 22ND ST
063580168;12/24/2006;05:40 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5230 N 42ND ST #4
063580192;12/24/2006;09:46 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2127 W HAMPTON AV
063580194;12/24/2006;10:30 PM;4.0;ROBBERY;ALL OTHER OFFENSES;;5364 N 38TH ST
063590001;12/24/2006;11:15 PM;4.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5364 N 38TH ST
063590002;12/24/2006;10:57 PM;4.0;SIMPLE ASSAULT;;;5239 N 38TH ST
063570008;12/23/2006;12:12 AM;4.0;MOTOR VEHICLE THEFT;;;6263 N TEUTONIA AV
063570016;12/23/2006;12:38 AM;7.0;SIMPLE ASSAULT;;;4476 N 29TH ST #7
063570020;12/23/2006;12:39 AM;7.0;AGGRAVATED ASSAULT;;;4819 W LUSCHER AV
063570023;12/23/2006;06:55 AM;7.0;ARSON;;;4820 N 41ST ST
063570032;12/23/2006;02:25 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4938 W HAMPTON AV
063570036;12/23/2006;03:51 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6200 N TEUTONIA AV
063570049;12/23/2006;04:08 AM;4.0;ROBBERY;;;5254 N 29TH ST
063570052;12/23/2006;03:05 AM;4.0;AGGRAVATED ASSAULT;;;6263 N TEUTONIA AV
063570069;12/23/2006;08:40 AM;7.0;SHOPLIFTING;;;2222 W CAPITOL DR
063570074;12/23/2006;09:41 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4610 N 19TH ST
063570078;12/23/2006;09:56 AM;4.0;ALL OTHER LARCENY;;;4400 W MILL RD
063570102;12/23/2006;10:40 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4108 N 24TH ST
063570130;12/23/2006;12:52 PM;4.0;MOTOR VEHICLE THEFT;;;3027 W CARMEN AV
063570233;12/23/2006;10:21 PM;7.0;MOTOR VEHICLE THEFT;;;4149 N 19TH ST
063580003;12/23/2006;11:32 PM;4.0;ALL OTHER LARCENY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5224 N 29TH ST
063580013;12/23/2006;11:30 PM;7.0;ROBBERY;;;4620 N 28TH ST
063560028;12/22/2006;07:57 AM;4.0;THEFT FROM MOTOR VEHICLE;;;7124 N 40TH ST
063560040;12/22/2006;09:03 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1801 W OLIVE ST
063560097;12/22/2006;11:50 AM;4.0;ROBBERY;;;6046 N SHERMAN BL
063560129;12/22/2006;04:43 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2330 W ROOSEVELT DR #218
063560138;12/22/2006;03:41 PM;7.0;THEFT FROM BUILDING;;;1700 W CORNELL ST
063560148;12/22/2006;05:37 PM;7.0;SIMPLE ASSAULT;;;4113 N 20TH ST #UPR
063560170;12/22/2006;07:37 PM;7.0;ROBBERY;;;4979 N TEUTONIA AV
063560171;12/22/2006;08:13 PM;7.0;MOTOR VEHICLE THEFT;;;1963 W LAWRENCE AV
063560172;12/22/2006;07:38 PM;4.0;ROBBERY;;;5323 N 33RD ST
063560189;12/22/2006;09:05 PM;7.0;ROBBERY;;;3043 W VILLARD AV
063560205;12/22/2006;08:44 PM;4.0;MOTOR VEHICLE THEFT;;;6971 N 43RD ST
063570005;12/22/2006;11:21 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4570 N TEUTONIA AV
070570103;12/22/2006;03:15 PM;7.0;SIMPLE ASSAULT;;;5032 N 33RD ST
063550029;12/21/2006;07:22 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4627 N 31ST ST
063550050;12/21/2006;09:21 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4929 N 27TH ST
063550077;12/21/2006;06:19 PM;4.0;ROBBERY;;;3432 W SILVER SPRING DR
063550087;12/21/2006;11:40 AM;4.0;AGGRAVATED ASSAULT;ALL OTHER OFFENSES;;3750 W GREEN TREE RD #4
063550096;12/21/2006;11:45 AM;7.0;MOTOR VEHICLE THEFT;;;4835 N 39TH ST
063550182;12/21/2006;04:07 PM;4.0;AGGRAVATED ASSAULT;;;3700 W CUSTER AV
063550187;12/21/2006;05:26 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4873 N 49TH ST
063550221;12/21/2006;05:51 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4110 W GOOD HOPE RD
063560005;12/21/2006;10:57 PM;7.0;AGGRAVATED ASSAULT;;;4918 W HAMPTON AV
063560008;12/21/2006;11:27 PM;5.0;ROBBERY;;;4614 N 32ND ST
063540026;12/20/2006;03:42 AM;7.0;SIMPLE ASSAULT;;;5016 N 26TH ST
063540047;12/20/2006;09:18 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4515 N 24TH ST
063540052;12/20/2006;09:36 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4235 N 26TH ST
063540056;12/20/2006;09:41 AM;7.0;BURGLARY/BREAKING AND ENTERING;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;4046 N 24TH PL
063540059;12/20/2006;11:04 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5230 N 29TH ST
063540078;12/20/2006;12:39 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5131 N 24TH PL
063540142;12/20/2006;03:39 PM;7.0;AGGRAVATED ASSAULT;;;4635 N 31ST ST
063540183;12/20/2006;09:23 PM;4.0;SHOPLIFTING;;;5208 N TEUTONIA AV
063540199;12/20/2006;09:38 PM;4.0;ROBBERY;;;6859 N TEUTONIA AV
063550003;12/20/2006;07:41 PM;7.0;MOTOR VEHICLE THEFT;;;5118 N 31ST ST
063550016;12/20/2006;11:36 PM;4.0;ALL OTHER OFFENSES;MOTOR VEHICLE THEFT;;3500 W VILLARD AV
063530004;12/19/2006;12:48 AM;7.0;ALL OTHER LARCENY;;;5028 N 19TH PL
063530018;12/19/2006;02:00 AM;4.0;MOTOR VEHICLE THEFT;;;6045 N 39TH ST
063530028;12/19/2006;02:00 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;3824 W FLORIST AV
063530039;12/19/2006;08:05 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4822 N 19TH PL
063530041;12/19/2006;07:47 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4062 N 25TH ST
063530066;12/19/2006;09:18 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4058 N 24TH PL
063530075;12/19/2006;10:34 AM;5.0;AGGRAVATED ASSAULT;DISORDERLY CONDUCT;;2519 W GLENDALE AV
063530090;12/19/2006;12:12 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4739 N 29TH ST
063530117;12/19/2006;01:16 PM;4.0;MOTOR VEHICLE THEFT;;;6263 N TEUTONIA AV
063530143;12/19/2006;04:07 PM;7.0;AGGRAVATED ASSAULT;DISORDERLY CONDUCT;;2905 W VILLARD AV
063530143;12/19/2006;04:07 PM;7.0;AGGRAVATED ASSAULT;;;2905 W VILLARD AV
063530156;12/19/2006;04:46 PM;7.0;ALL OTHER LARCENY;;;2002 W CAPITOL DR
063530164;12/19/2006;06:03 PM;7.0;ALL OTHER LARCENY;;;1928 W CAPITOL DR #1
063530167;12/19/2006;01:39 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;5029 N 41ST ST
063530168;12/19/2006;06:00 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3800 W HAMPTON AV
063530182;12/19/2006;06:31 PM;7.0;ROBBERY;;;4055 N TEUTONIA AV
063530186;12/19/2006;01:13 PM;4.0;INTIMIDATION;;;6111 N TEUTONIA AV
063530200;12/19/2006;09:00 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;2511 W ROOSEVELT DR
063530203;12/19/2006;07:24 PM;5.0;ROBBERY;;;2222 W CAPITOL DR
063530219;12/19/2006;07:24 PM;7.0;AGGRAVATED ASSAULT;;;2222 W CAPITOL DR
063510213;12/18/2006;03:25 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5367 N 34TH ST #UNITL
063520016;12/18/2006;03:01 AM;4.0;MOTOR VEHICLE THEFT;;;5974 N 37TH ST
063520035;12/18/2006;08:30 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4035 N 15TH ST
063520059;12/18/2006;09:31 AM;7.0;ALL OTHER LARCENY;;;4719 N 19TH PL
063520062;12/18/2006;11:02 AM;7.0;MOTOR VEHICLE THEFT;;;4800 N 18TH ST
063520065;12/18/2006;10:34 AM;7.0;SIMPLE ASSAULT;;;4248 N 27TH ST
063520074;12/18/2006;11:32 AM;7.0;MOTOR VEHICLE THEFT;;;4022 N 27TH ST
063520088;12/18/2006;12:47 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5418 N 37TH ST
063520104;12/18/2006;01:25 PM;4.0;MOTOR VEHICLE THEFT;;;5317 N 37TH ST
063520108;12/18/2006;02:25 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5030 N 39TH ST
063520111;12/18/2006;02:30 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3700 W HAMPTON AV
063520118;12/18/2006;03:06 PM;4.0;ROBBERY;;;3500 W SILVER SPRING DR
063520125;12/18/2006;03:09 PM;7.0;SIMPLE ASSAULT;;;2009 W ROOSEVELT DR #5
063520144;12/18/2006;09:23 PM;4.0;AGGRAVATED ASSAULT;;;6081 N TEUTONIA AV
063520155;12/18/2006;01:47 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;1990 W ATKINSON AV
063520161;12/18/2006;03:21 PM;7.0;AGGRAVATED ASSAULT;;;4530 N 29TH ST
063520184;12/18/2006;08:30 PM;7.0;ALL OTHER LARCENY;;;3500 W MOTHER DANIELS WA
063520195;12/18/2006;09:50 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3900 W SILVER SPRING DR
063520208;12/18/2006;08:58 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;AGGRAVATED ASSAULT;;4822 N 47TH ST
063500141;12/17/2006;09:13 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5150 N 32ND ST
063510006;12/17/2006;12:10 AM;4.0;SIMPLE ASSAULT;;;3622 W VILLARD AV #A
063510034;12/17/2006;01:01 AM;4.0;MOTOR VEHICLE THEFT;;;5341 N 27TH ST
063510043;12/17/2006;03:20 AM;4.0;SIMPLE ASSAULT;;;6263 N TEUTONIA AV
063510053;12/17/2006;05:32 AM;7.0;ALL OTHER LARCENY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;1900 W FIEBRANTZ AV
063510071;12/17/2006;09:18 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4062 N 16TH ST
063510094;12/17/2006;11:08 AM;7.0;MOTOR VEHICLE THEFT;;;5139 N 51ST BL
063510107;12/17/2006;11:02 AM;5.0;MOTOR VEHICLE THEFT;;;4127 N 10TH ST
063510108;12/17/2006;11:18 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7049 N TEUTONIA AV #2
063510143;12/17/2006;03:54 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5227 N 34TH ST
063510159;12/17/2006;03:41 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2330 W ROOSEVELT DR #112
063510175;12/17/2006;07:44 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4020 N 12TH ST
063510178;12/17/2006;07:38 PM;4.0;AGGRAVATED ASSAULT;;;3610 W CUSTER AV #APT3
063510179;12/17/2006;08:15 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4029 N 11TH ST
063510201;12/17/2006;08:33 PM;7.0;AGGRAVATED ASSAULT;;;5126 N 49TH ST
063510206;12/17/2006;08:13 PM;7.0;AGGRAVATED ASSAULT;;;4811 N TEUTONIA AV
063510208;12/17/2006;09:51 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2041 W ATKINSON AV #106
063500007;12/16/2006;12:58 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4801 W VILLARD AV
063500024;12/16/2006;02:08 AM;4.0;AGGRAVATED ASSAULT;;;7144 N 43RD ST
063500025;12/16/2006;02:08 AM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;7155 N 43RD ST
063500034;12/16/2006;01:43 AM;7.0;AGGRAVATED ASSAULT;;;4829 N HOPKINS ST
063500039;12/16/2006;04:29 AM;5.0;MOTOR VEHICLE THEFT;;;4427 N GREEN BAY AV
063500069;12/16/2006;10:02 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4112 N 13TH ST
063500075;12/16/2006;09:54 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5077 N 21ST ST
063500084;12/16/2006;10:52 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;2301 W PURDUE ST
063500091;12/16/2006;11:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1969 W VILLARD AV
063500094;12/16/2006;12:06 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4047 N 12TH ST
063500097;12/16/2006;12:23 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5025 N 24TH PL
063500101;12/16/2006;12:18 PM;5.0;AGGRAVATED ASSAULT;;;4344 N 28TH ST
063500104;12/16/2006;12:35 PM;4.0;SIMPLE ASSAULT;;;5536 N 34TH ST #a
063500105;12/16/2006;01:09 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5506 N 37TH ST
063500108;12/16/2006;01:06 PM;7.0;ALL OTHER LARCENY;;;5048 N 35TH ST
063500139;12/16/2006;05:45 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5151 N 32ND ST
063500162;12/16/2006;06:16 PM;4.0;MOTOR VEHICLE THEFT;;;6979 N DARIEN ST
063500197;12/16/2006;06:10 PM;7.0;MOTOR VEHICLE THEFT;;;4139 N 21ST ST
063510007;12/16/2006;08:39 PM;7.0;MOTOR VEHICLE THEFT;;;4533 N 24TH PL
063510020;12/16/2006;09:05 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4241 N 17TH ST
063490016;12/15/2006;07:40 AM;4.0;ROBBERY;;;5430 N LONG ISLAND DR
063490026;12/15/2006;02:23 AM;4.0;SIMPLE ASSAULT;;;7046 N 43RD ST
063490027;12/15/2006;03:05 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5456 N 40TH ST
063490036;12/15/2006;08:05 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;4116 W SILVER SPRING DR
063490054;12/15/2006;07:27 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4934 N 53RD ST
063490057;12/15/2006;09:00 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4959 N 46TH ST #REAR
063490084;12/15/2006;10:11 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4854 N 39TH ST
063490090;12/15/2006;11:20 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6981 N 43RD ST
063490093;12/15/2006;11:07 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4877 N 40TH ST
063490097;12/15/2006;02:50 PM;7.0;MOTOR VEHICLE THEFT;;;4900 N 25TH ST
063490124;12/15/2006;01:23 PM;7.0;ROBBERY;;;2012 W CAPITOL DR
