Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
63380042;12/04/2006;09:58 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.089823585290574, -87.94192441877918];4000 N 24TH ST
63380043;12/04/2006;09:40 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10514552988581, -87.95282090931];4830 N 32ND ST
63380050;12/04/2006;10:23 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.095109674418744, -87.94317782347514];2433 W ROOSEVELT DR
63380054;12/04/2006;10:49 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10473049321934, -87.97283197446477];4800 W HAMPTON AV
63380073;12/04/2006;02:14 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.126649993190554, -87.96350510928889];4110 W FLORIST AV
63380083;12/04/2006;02:41 PM;4.0;THEFT FROM BUILDING;;;[43.113751500432684, -87.95551033236194];3412 W ROHR AV
63370097;12/03/2006;01:58 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09424113627446, -87.94682386799605];4264 N 27TH ST
63360030;12/02/2006;09:31 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.098596580904854, -87.93818235356932];4474 N 21ST ST
63350068;12/01/2006;01:49 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10935020721179, -87.93393349758844];5060 N 19TH ST
63350105;12/01/2006;07:18 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.14968294521866, -87.95906369485385];7250 N 38TH ST
63640110;12/30/2006;12:42 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05493783236193, -87.97989488631792];1834 N 53RD ST
63630107;12/29/2006;02:08 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03153200447205, -88.00738005770594];135 N 76TH ST
63620071;12/28/2006;10:33 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06935613627445, -87.98206291185313];2760-A N 55TH ST
63610026;12/27/2006;07:55 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.072220556754594, -87.99871003707642];2941 N 69TH ST
63600122;12/26/2006;11:38 AM;3.0;THEFT FROM BUILDING;;;[43.035602510416005, -87.97439242809753];438 N PINECREST ST
63550060;12/21/2006;10:03 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03971848845882, -87.9766435582838];5005 W WELLS ST
63540090;12/20/2006;01:07 PM;7.0;THEFT FROM COIN-OPPERATED MACHINES;;;[43.07541118908515, -87.98315676730711];5604 W BURLEIGH ST
63540111;12/20/2006;02:39 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06573741326679, -87.97863488631792];2568 N 52ND ST
63530036;12/19/2006;07:51 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07043257259495, -87.9917568224942];6330 W LISBON AV
63530038;12/19/2006;08:02 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;THEFT FROM MOTOR VEHICLE;;[43.07352151399405, -87.991443];6319 W CHAMBERS ST
63520105;12/18/2006;01:10 PM;7.0;BURGLARY/BREAKING AND ENTERING;THEFT FROM MOTOR VEHICLE;;[43.07460333527612, -87.9797375809335];3051 N 53RD ST
63520113;12/18/2006;02:34 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04916762493575, -87.97953685763736];5225 W VLIET ST
63510148;12/17/2006;03:27 PM;7.0;THEFT FROM MOTOR VEHICLE;ALL OTHER LARCENY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;[43.06890658673322, -87.97866757703837];2747 N 52ND ST
63500080;12/16/2006;09:01 AM;3.0;THEFT FROM BUILDING;;;[43.02664041346925, -88.02226242959809];500 S 88TH ST
63490130;12/15/2006;12:35 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.076619502914184, -87.97486057703836];3169 N 49TH ST
63480038;12/14/2006;08:08 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.067078413266785, -87.98095591185313];2642 N 54TH ST
63480175;12/14/2006;05:15 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.027271664723884, -87.99244954097155];421 S 64TH ST
63470166;12/13/2006;06:41 PM;3.0;CREDIT CARD/ATM FRAUD;THEFT FROM BUILDING;;[43.032645167638066, -87.9910910809335];157 N 63RD ST
63460060;12/12/2006;09:39 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.08048025145709, -87.98459113200396];3355 N 57TH ST
63460193;12/12/2006;03:50 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.025994489901116, -87.99083999999999];6230 W MAIN ST
63460224;12/12/2006;05:44 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.051613092965624, -87.98257438975077];1601 N HAWLEY RD
63460231;12/12/2006;06:09 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.051613092965624, -87.98257438975077];1601 N HAWLEY RD
63450157;12/11/2006;01:55 PM;3.0;THEFT FROM BUILDING;;;[43.067977492353954, -87.9806702514571];5319 W CENTER ST
63440093;12/10/2006;12:11 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02560700000001, -87.99244962479058];615 S 64TH ST
63420062;12/08/2006;11:37 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05355661038267, -87.97761093693704];1749 N 51ST ST
63410097;12/07/2006;01:26 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.082072302162864, -87.99759773071156];6820 W APPLETON AV
63400053;12/06/2006;09:20 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03209787428579, -88.00084805539827];139 N 71ST ST
63400063;12/06/2006;08:46 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03886345325739, -87.97454083236194];4816 W WISCONSIN AV
63400131;12/06/2006;03:22 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.07238916763808, -87.9851690809335];2931 N 58TH ST
63400154;12/06/2006;04:46 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.031969255900485, -88.01105898990112];123 N 79TH ST
63400192;12/06/2006;08:11 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02840849567216, -88.00056386081135];7023 W ADLER ST
63390021;12/05/2006;06:12 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.034887173466444, -87.98467855929341];335 N HAWLEY RD
63380120;12/04/2006;05:34 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.052274251457106, -87.97473810257358];1637 N 49TH ST
63370062;12/03/2006;09:34 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.065629832361935, -87.98744538963614];2562 N 60TH ST
63350019;12/01/2006;03:00 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03281824966719, -88.02416489292105];161 N 90TH ST
63350020;12/01/2006;03:00 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03281824966719, -88.02416489292105];161 N 90TH ST
63350021;12/01/2006;03:00 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03281824966719, -88.02416489292105];161 N 90TH ST
63650112;12/31/2006;02:16 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98111953173897, -87.94937347097367];2701 W MORGAN AV
63640029;12/30/2006;03:27 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.995743164608314, -87.9567655735759];3400 W FOREST HOME AV
63640134;12/30/2006;02:31 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98568300109654, -87.95716370151183];3407 W RUSKIN ST
63620040;12/28/2006;07:47 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.9840771534998, -87.9762977117836];4934 W FOREST HOME AV
63610097;12/27/2006;12:54 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0028815160561, -87.96191645572411];3811 W LINCOLN AV
63590044;12/25/2006;08:02 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.986302826533546, -87.96657293738835];3200 S 42ND ST
63590083;12/25/2006;12:30 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.981095482110845, -88.017273];8324 W MORGAN AV
63580144;12/24/2006;05:20 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98578856321721, -88.0290067546884];9306 W BELOIT RD
63580156;12/24/2006;07:01 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.97666165128054, -87.94859734871946];3737 S 27TH ST
63570087;12/23/2006;10:44 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.986521057735544, -88.02552411030655];3218 S LANDL LA
63540065;12/20/2006;11:23 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.973754529863065, -88.01876266763806];8430 W HOWARD AV
63530043;12/19/2006;08:35 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.97498500679944, -87.95337134285882];3857 S MINER ST
63530086;12/19/2006;11:49 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0028815160561, -87.96191645572411];3811 W LINCOLN AV
63520082;12/18/2006;12:21 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98153358090485, -87.9481764190665];3470 S 27TH ST
63500169;12/16/2006;06:46 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.975221974405656, -87.95369614904524];3831 S MINER ST
63470101;12/13/2006;01:03 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.999440057891825, -87.96965132124878];2461 S 43RD ST #102
63460187;12/12/2006;03:29 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98449461226846, -87.94580007372015];3313 S 25TH ST
63450125;12/11/2006;02:37 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98671716180968, -87.9753339190665];3172 S 49TH ST
63450151;12/11/2006;04:20 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.985980670552266, -87.97416154097155];3225 S 48TH ST
63450208;12/11/2006;08:45 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.983754127964595, -87.97684820457025];4952 W FOREST HOME AV
63460046;12/11/2006;02:20 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98690220177163, -88.00208544460172];3162 S 72ND ST
63430184;12/09/2006;09:54 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98453499599454, -87.95229865136133];3330 S 30TH ST
63420010;12/07/2006;11:07 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98856011791428, -87.97789061791428];5100 W OKLAHOMA AV
63380038;12/04/2006;09:43 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.97213407720993, -88.00819805189627];3975 S 76TH ST
