;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location;Address
0;61810075;06/30/2006;09:43 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.10191830391253, -87.94906335356933];4646 N 29TH ST
1;61810154;06/30/2006;04:50 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.10543741909515, -87.95782063200394];4837 N 36TH ST
2;61810156;06/30/2006;04:11 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.112811638178115, -87.95399484073008];5300 N 33RD ST
3;61810160;06/30/2006;05:17 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.089652486005974, -87.93534049417161];1928 W CAPITOL DR
4;61800090;06/29/2006;12:02 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.14185268717217, -87.95635084705677];6827 N DARIEN ST #1
5;61800139;06/29/2006;04:24 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.112952335276134, -87.95522060646873];5247 N 34TH ST #A
6;61800150;06/29/2006;01:59 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.122453359974635, -87.95123002792981];5769 N TEUTONIA AV
7;61800221;06/29/2006;10:24 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11338475437128, -87.96006163200394];5269 N 38TH ST
8;61790092;06/28/2006;11:09 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.107146413266776, -87.97633337520942];4924 N 51ST BL
9;61790117;06/28/2006;01:40 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.129494859282154, -87.95598541459444];6152 N 35TH ST
10;61780048;06/27/2006;07:36 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.09290896863641, -87.94560540463978];4200 N 26TH ST
11;61780062;06/27/2006;08:13 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.12850346572222, -87.95601639627257];6090 N 35TH ST
12;61780096;06/27/2006;09:00 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.11565827938803, -87.9579213148148];3626 W CUSTER AV
13;61780097;06/27/2006;09:00 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.11550172061196, -87.95781514734296];3617 W CUSTER AV
14;61780116;06/27/2006;11:44 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.11936501361016, -87.95616936176322];5604 N 35TH ST
15;61780129;06/27/2006;01:43 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11211328677317, -87.94123985954194];2350 W VILLARD AV
16;61780201;06/27/2006;07:30 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.106228161809696, -87.94277235356932];4882 N 24TH PL
17;61760064;06/25/2006;08:41 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.10270983236194, -87.95035487520941];4706 N 30TH ST
18;61760095;06/25/2006;11:06 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.10438552120741, -87.94258144463038];2429 W HAMPTON AV
19;61760103;06/25/2006;11:31 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.10438552120741, -87.94258144463038];2429 W HAMPTON AV
20;61760133;06/25/2006;02:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.11190553952925, -87.96911302553522];4501 W VILLARD AV
21;61750095;06/24/2006;01:57 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.117630994171634, -87.95867288631791];5506 N 37TH ST
22;61740176;06/23/2006;08:29 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.115995173466445, -87.956348592042];5419 N 35TH ST
23;61730064;06/22/2006;09:23 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.1266382933873, -87.96001762261696];3820 W FLORIST AV
24;61730074;06/22/2006;09:52 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.10489792200934, -87.96666761036386];4805 N SHERMAN BL
25;61730214;06/22/2006;08:47 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;[43.08994550432782, -87.95543089355994];3336 W CAPITOL DR
26;61730219;06/22/2006;05:25 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;[43.1487446093589, -87.96365182044516];4130 W GOOD HOPE RD
27;61720066;06/21/2006;10:52 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.1140860313636, -87.95639915032581];5311 N 35TH ST
28;61720112;06/21/2006;01:43 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;[43.08983863789938, -87.93444858463538];4011 N 19TH ST
29;61720197;06/21/2006;07:27 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.09633675146979, -87.94686991198319];4363 N 27TH ST
30;61710053;06/20/2006;08:09 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;[43.109765863725556, -87.94156009925535];5065 N 24TH ST
