Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
80900044;03/30/2008;06:30 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12758070957967, -87.96366994409674];6059 N 41ST ST
80900120;03/30/2008;05:18 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14874232159337, -87.96246018274311];4018 W GOOD HOPE RD
80890078;03/29/2008;01:08 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.090943513157306, -87.93790711076788];2041 W ATKINSON AV #302
80870135;03/27/2008;05:37 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10114467055226, -87.94915062479058];4611 N 29TH ST
80860068;03/26/2008;08:12 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14866950548168, -87.96101111365341];3924 W GOOD HOPE RD
80860229;03/26/2008;07:56 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.102151329447736, -87.94906441185313];4660 N 29TH ST
80830018;03/23/2008;01:44 AM;5.0;MOTOR VEHICLE THEFT;;;;;[43.092067842605054, -87.9400393407874];4126 N TEUTONIA AV
80820085;03/22/2008;02:10 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14237448600596, -87.95967230835592];3900 W CHEYENNE ST
80810049;03/21/2008;09:39 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14551249125742, -87.96547636799605];7022 N 43RD ST
80800005;03/20/2008;12:13 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.125173395973796, -87.9661135584092];5910 N SHERMAN BL #2
80770056;03/17/2008;11:21 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12393167499567, -87.95267955173428];5852 N 32ND ST
80770180;03/17/2008;10:39 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.133889518754565, -87.96370113918864];4108 W MILL RD
80750061;03/15/2008;09:55 AM;5.0;MOTOR VEHICLE THEFT;;;;;[43.09071191035258, -87.94566237131427];4060 N 26TH ST
80750104;03/15/2008;04:18 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.106218910352595, -87.94529341185313];4878 N 26TH ST
80750167;03/15/2008;10:01 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12485869608747, -87.95859915364403];5907 N 37TH ST
80780122;03/15/2008;01:11 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.139650181228056, -87.95433697137676];6701 N TEUTONIA AV
80720005;03/12/2008;12:39 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.117096075768956, -87.93892456506447];5492 N LONG ISLAND DR
80720052;03/12/2008;11:40 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.134697592561594, -87.97430854818492];6431 N 49TH ST
80720136;03/12/2008;07:45 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.1174145004327, -87.95959183236194];3728 W SHERIDAN AV
