;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
0;153340054;11/30/2015;10:07 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.09380913627447, -87.93549241185313];4186 N 19TH PL
1;153340064;11/30/2015;11:18 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10457651875456, -87.94472358090484];2514 W HAMPTON AV
2;153340074;11/30/2015;11:42 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.096230115182635, -87.935500092042];4343 N 19TH PL
3;153340079;11/30/2015;12:28 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.103285832361934, -87.95035584967418];4732 N 30TH ST
4;153340116;11/30/2015;04:34 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11317599417163, -87.9575758607827];5256 N 36TH ST
5;153340124;11/30/2015;05:17 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12544012700607, -87.95180271961986];5955 N TEUTONIA AV
6;153330040;11/29/2015;07:59 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09355582653356, -87.93057391185313];4192 N 16TH ST
7;153310002;11/27/2015;12:08 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12729004233907, -87.96351755077121];6040 N 41ST ST
8;153310071;11/27/2015;12:11 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.127875089647404, -87.95852959925536];6057 N 37TH ST
9;153310105;11/27/2015;01:56 PM;5.0;THEFT FROM BUILDING;;;[43.09019857507647, -87.92577444460173];4032 N 12TH ST #LWR
10;153310114;11/27/2015;03:53 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10719124562871, -87.96774488631792];4930 N 44TH ST
11;153300044;11/26/2015;08:15 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10956758090484, -87.94521338631792];5054 N 26TH ST
12;153300082;11/26/2015;02:20 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.100086400225045, -87.94551610655563];4550 N 26TH ST
13;153290015;11/25/2015;02:03 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14176819927703, -87.95635544791297];6823 N DARIEN ST
14;153290109;11/25/2015;04:02 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.091249737810024, -87.93844334042495];2067 W ATKINSON AV
15;153290132;11/25/2015;05:36 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10288019317329, -87.95042966143431];4715 N 30TH ST
16;153280056;11/24/2015;10:18 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12737673921239, -87.96627434396233];6037 N SHERMAN BL
17;153280161;11/24/2015;07:19 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.09779212418407, -87.93502490559206];1900 W CORNELL ST
