;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
0;152120045;07/31/2015;09:30 AM;4.0;MOTOR VEHICLE THEFT;;;[43.11678586372554, -87.95876915753918];5455 N 37TH ST
1;152080116;07/27/2015;03:32 PM;4.0;MOTOR VEHICLE THEFT;;;[43.12395997446478, -87.96617637852763];5842 N 43RD ST
2;151940009;07/26/2015;06:44 PM;4.0;MOTOR VEHICLE THEFT;;;[43.112689522621025, -87.96626588184586];5230 N SHERMAN BL #14
3;152070073;07/26/2015;10:11 AM;7.0;MOTOR VEHICLE THEFT;;;[43.10548241909515, -87.956569092042];4841 N MOTHER DANIELS WA
4;152070105;07/26/2015;02:01 PM;4.0;MOTOR VEHICLE THEFT;;;[43.151021872862216, -87.95901002329072];7306 N 38TH ST
5;152070114;07/26/2015;03:17 PM;5.0;MOTOR VEHICLE THEFT;;;[43.095109674418744, -87.94317782347514];2433 W ROOSEVELT DR
6;152050184;07/25/2015;02:29 AM;4.0;MOTOR VEHICLE THEFT;;;[43.11193227463925, -87.95297475];3200 W VILLARD AV
7;152060171;07/25/2015;11:06 PM;7.0;MOTOR VEHICLE THEFT;;;[43.106184586733235, -87.96272113200395];4873 N 40TH ST
8;152050108;07/24/2015;04:37 PM;5.0;MOTOR VEHICLE THEFT;;;[43.093618491257445, -87.93927390463978];4174 N 22ND ST
9;152050164;07/24/2015;09:53 PM;7.0;MOTOR VEHICLE THEFT;;;[43.11075400966721, -87.94971506319007];5150 N TEUTONIA AV
10;152040019;07/23/2015;12:43 AM;4.0;MOTOR VEHICLE THEFT;;;[43.142788341104506, -87.96578013589908];6875 N 43RD ST
11;152040046;07/23/2015;08:23 AM;5.0;MOTOR VEHICLE THEFT;;;[43.10312403136362, -87.95295760315051];4765 N 32ND ST
12;152040064;07/23/2015;10:38 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09337867638064, -87.93820054818492];4175 N 21ST ST
13;152040132;07/23/2015;08:26 PM;5.0;MOTOR VEHICLE THEFT;;;[43.0972881202978, -87.9469844363963];2700 W ATKINSON AV
14;152040168;07/23/2015;06:20 AM;4.0;MOTOR VEHICLE THEFT;;;[43.14399440273521, -87.95509558162692];6944 N TEUTONIA AV
15;152020038;07/21/2015;07:41 AM;7.0;MOTOR VEHICLE THEFT;;;[43.10293519900168, -87.93935862479059];4721 N 22ND ST
16;152020078;07/21/2015;12:31 PM;4.0;MOTOR VEHICLE THEFT;;;[43.145563295314176, -87.95700606852694];7030 N 37TH ST
17;152010040;07/20/2015;08:18 AM;4.0;MOTOR VEHICLE THEFT;;;[43.115201245628725, -87.9599439190665];5364 N 38TH ST
18;152010057;07/20/2015;10:03 AM;4.0;MOTOR VEHICLE THEFT;;;[43.12895717620306, -87.95224264186731];6151 N TEUTONIA AV
19;152010131;07/20/2015;06:06 PM;4.0;MOTOR VEHICLE THEFT;;;[43.115648691165646, -87.95884285945384];3700 W CUSTER AV
20;152010187;07/20/2015;11:41 PM;5.0;MOTOR VEHICLE THEFT;;;[43.10087126054742, -87.94612622262045];2500 W GLENDALE AV
21;152000081;07/19/2015;12:40 PM;4.0;MOTOR VEHICLE THEFT;;;[43.118351413266794, -87.96460537910455];5540 N 42ND ST
22;152000161;07/19/2015;10:40 PM;7.0;MOTOR VEHICLE THEFT;;;[43.10756966472388, -87.97756233135233];4946 N 52ND ST
23;151990093;07/18/2015;07:30 AM;7.0;MOTOR VEHICLE THEFT;;;[43.110802561198, -87.9623928718912];5144 N 40TH ST
24;151980027;07/17/2015;05:46 AM;7.0;MOTOR VEHICLE THEFT;;;[43.110378419095156, -87.96019115753917];5123 N 38TH ST
25;151980101;07/17/2015;05:19 PM;5.0;MOTOR VEHICLE THEFT;;;[43.0941437638347, -87.9342025919358];4200 N 19TH ST
26;151980157;07/17/2015;10:49 PM;4.0;MOTOR VEHICLE THEFT;;;[43.11214231418432, -87.94994249509524];5208 N TEUTONIA AV
27;151970046;07/16/2015;09:04 AM;7.0;MOTOR VEHICLE THEFT;;;[43.109748419095155, -87.94529165753917];5063 N 26TH ST
28;151960112;07/15/2015;02:46 PM;4.0;MOTOR VEHICLE THEFT;;;[43.117063994171616, -87.96229538631792];5466 N 40TH ST
29;151950038;07/14/2015;08:30 AM;7.0;MOTOR VEHICLE THEFT;;;[43.106536652316585, -87.9615612541799];4909 N 39TH ST
30;151940060;07/13/2015;08:34 AM;4.0;MOTOR VEHICLE THEFT;;;[43.12166403136362, -87.95986813200395];5707 N 38TH ST #A
31;151940171;07/13/2015;07:16 PM;7.0;MOTOR VEHICLE THEFT;;;[43.11140483819031, -87.9564576503258];5173 N 35TH ST
32;151940183;07/13/2015;08:39 PM;4.0;MOTOR VEHICLE THEFT;;;[43.11214231418432, -87.94994249509524];5208 N TEUTONIA AV
33;151940208;07/13/2015;06:07 PM;5.0;MOTOR VEHICLE THEFT;;;[43.09356603136362, -87.94565862479058];4235 N 26TH ST
34;151930149;07/12/2015;07:35 PM;5.0;MOTOR VEHICLE THEFT;;;[43.09385461809683, -87.93934103765334];4187 N 22ND ST
35;151930150;07/12/2015;03:13 PM;5.0;MOTOR VEHICLE THEFT;;;[43.090431652877115, -87.93917835376055];4030 N TEUTONIA AV
36;151930156;07/12/2015;03:13 PM;5.0;MOTOR VEHICLE THEFT;;;[43.090431652877115, -87.93917835376055];4030 N TEUTONIA AV
37;151920059;07/11/2015;07:50 AM;7.0;MOTOR VEHICLE THEFT;;;[43.105976947544576, -87.94412765032581];4869 N 25TH ST
38;151930018;07/11/2015;06:12 PM;5.0;MOTOR VEHICLE THEFT;;;[43.098297988343234, -87.94796394460172];4452 N 28TH ST
39;151900085;07/09/2015;02:32 PM;5.0;MOTOR VEHICLE THEFT;;;[43.0956709000808, -87.93934823123065];4313 N 22ND ST
40;151900108;07/09/2015;07:47 PM;4.0;MOTOR VEHICLE THEFT;;;[43.128231776775976, -87.95217049192429];6111 N TEUTONIA AV
41;151900157;07/09/2015;10:13 PM;7.0;MOTOR VEHICLE THEFT;;;[43.106650543164605, -87.94769094252425];4910 N TEUTONIA AV
42;151890061;07/08/2015;10:57 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09028207821853, -87.93909865923749];4026 N TEUTONIA AV
43;151890062;07/08/2015;08:45 AM;4.0;MOTOR VEHICLE THEFT;;;[43.124563962231235, -87.9461586379486];2706 W BOBOLINK AV
44;151890159;07/08/2015;07:34 PM;4.0;MOTOR VEHICLE THEFT;;;[43.129400244433015, -87.96376701829752];4112 W KAUL AV
45;151880157;07/07/2015;07:42 PM;7.0;MOTOR VEHICLE THEFT;;;[43.10550450678067, -87.97336977407812];4819 W LUSCHER AV
46;151890025;07/07/2015;11:47 PM;4.0;MOTOR VEHICLE THEFT;;;[43.1171334676841, -87.93478107951987];1852 W SHERIDAN AV #UPR
47;151840053;07/03/2015;06:53 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09018213627445, -87.92944237910454];4028 N 15TH ST
48;151840075;07/03/2015;11:32 AM;4.0;MOTOR VEHICLE THEFT;;;[43.12695249629086, -87.96465706791437];6018 N 42ND ST
49;151840147;07/03/2015;07:27 PM;4.0;MOTOR VEHICLE THEFT;;;[43.13598802749713, -87.97449484652886];6544 N 49TH CT
