;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
0;60310030;01/31/2006;07:39 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.101018670552264, -87.94915962479058];4603 N 29TH ST #6
1;60310055;01/31/2006;10:08 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.097311089647405, -87.94810857372015];4401 N 28TH ST
2;60310122;01/31/2006;03:07 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.13680650678068, -87.96344344463039];4101 W KIEHNAU AV
3;60300046;01/30/2006;08:40 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.099468994171616, -87.94912291185312];4518 N 29TH ST
4;60300092;01/30/2006;12:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10636673225287, -87.9706132772897];4631 W STARK ST
5;60300109;01/30/2006;01:00 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.094985539529254, -87.94408216610884];2475 W ROOSEVELT DR
6;60300117;01/30/2006;02:03 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0995231829015, -87.95040465803011];4522 N 30TH ST
7;60300214;01/30/2006;10:43 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12269450952196, -87.94739140466844];2733 W CARMEN AV
8;60290051;01/29/2006;10:58 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10775824562873, -87.96773588631791];4958 N 44TH ST
9;60280077;01/28/2006;11:15 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.114698701367594, -87.93689368746048];5356 N LONG ISLAND DR
10;60280121;01/28/2006;02:33 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.1387269103526, -87.97569340074465];6656 N 51ST ST
11;60280128;01/28/2006;03:21 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.127558920589266, -87.96355196786307];6056 N 41ST ST
12;60280156;01/28/2006;05:05 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.11939246768411, -87.965163];4210 W SILVER SPRING DR
13;60280167;01/28/2006;06:44 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10823248124546, -87.96113002553523];3829 W FAIRMOUNT AV
14;60270053;01/27/2006;09:49 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.109972164749934, -87.93806597308243];5107 N 21ST ST
15;60270157;01/27/2006;06:05 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.0899075337582, -87.95050102553522];2930 W CAPITOL DR
16;60270200;01/27/2006;10:31 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.090943513157306, -87.93790711076788];2041 W ATKINSON AV
17;60260072;01/26/2006;12:09 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.1017287171793, -87.95292489353128];4638 N 32ND ST #A
18;60260128;01/26/2006;04:46 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.12874632944775, -87.95725486799604];6096 N 36TH ST
19;60250003;01/25/2006;12:41 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.116794968636384, -87.95990538963613];5458 N 38TH ST
20;60250132;01/25/2006;04:45 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09721615569285, -87.94325585844541];2449 W CONGRESS ST
21;60250150;01/25/2006;05:50 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.112555717179305, -87.94766491185312];5230 N 28TH ST
22;60240086;01/24/2006;01:53 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.102637025535216, -87.94912812479058];4701 N 29TH ST
23;60240105;01/24/2006;03:17 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.111188387731545, -87.96138286078269];5160 N 39TH ST
24;60220042;01/22/2006;08:09 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.12712825728548, -87.9598115809335];6017 N 38TH ST #LOWER
25;60210053;01/21/2006;11:03 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0935649103526, -87.95052338631791];4234 N 30TH ST
26;60210145;01/21/2006;09:32 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER LARCENY;THEFT FROM MOTOR VEHICLE;[43.114813905700565, -87.957520832092];5358 N 36TH ST
27;60200098;01/20/2006;12:36 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.09399677367502, -87.93350891822978];1801 W OLIVE ST
