;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
0;151880199;07/31/2015;06:33 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.11742751347443, -87.93889128911043];5515 N LONG ISLAND DR
1;152110103;07/30/2015;03:20 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10476471539662, -87.97395097573876];4801 N 49TH ST
2;152100055;07/29/2015;11:08 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.115848994171614, -87.95992486078269];5408 N 38TH ST
3;152090051;07/28/2015;08:28 AM;4.0;THEFT FROM BUILDING;;;[43.11489740519164, -87.93399747326869];5385 N GREEN BAY AV
4;152090052;07/28/2015;10:03 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.106536652316585, -87.9615612541799];4909 N 39TH ST
5;152090110;07/28/2015;04:13 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.106536652316585, -87.9615612541799];4909 N 39TH ST
6;152080137;07/27/2015;05:39 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.11019032881494, -87.9414516715117];5100 N 24TH ST
7;152070066;07/26/2015;08:48 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10594946677987, -87.9405596353301];2300 W LINWAL LA
8;152070099;07/26/2015;01:29 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.110640387940244, -87.94437140570207];2400 W LINCOLN CREEK PK
9;152060097;07/25/2015;02:27 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.106740994171616, -87.94528441185312];4900 N 26TH ST
10;152060137;07/25/2015;07:17 PM;4.0;THEFT FROM BUILDING;;;[43.12290622009348, -87.95370586078269];5800 N 33RD ST
11;152060045;07/24/2015;11:30 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10729346047075, -87.94957997155058];2912 W CAMERON AV
12;152040065;07/23/2015;10:40 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10809748124546, -87.94709027699231];2715 W FAIRMOUNT AV
13;152030024;07/22/2015;12:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.11926047489748, -87.95718055536962];3530 W SILVER SPRING DR
14;152020041;07/21/2015;08:20 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.12765679516994, -87.9572854773503];6044 N 36TH ST
15;151980039;07/17/2015;08:21 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11767641326679, -87.96462435356932];5504 N 42ND ST
16;151980058;07/17/2015;10:48 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.10577604743512, -87.93954421224497];4821 N 22ND ST
17;151960120;07/15/2015;03:00 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.090431652877115, -87.93917835376055];4030 N TEUTONIA AV
18;151950027;07/14/2015;06:43 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.13495789009748, -87.95325540169692];6464 N TEUTONIA AV
19;151940043;07/13/2015;07:46 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.144183006805434, -87.95560843756022];6957 N TEUTONIA AV #2
20;151940068;07/13/2015;09:13 AM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14414959020971, -87.95559956127698];6955 N TEUTONIA AV
21;151940073;07/13/2015;10:54 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.14269243167027, -87.95673217897118];6864 N DARIEN ST
22;151940101;07/13/2015;01:08 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14485644146797, -87.95583959348286];3505 W KILEY AV
23;151930127;07/12/2015;05:20 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11741350432782, -87.9604425];3814 W SHERIDAN AV
24;151920064;07/11/2015;10:21 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.1169577543713, -87.96116765753918];5463 N 39TH ST
25;151920078;07/11/2015;12:04 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11334833527613, -87.95521160646872];5267 N 34TH ST
26;151920104;07/11/2015;03:58 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.14286083753314, -87.9569465892384];6900 N 37TH ST
27;151910054;07/10/2015;08:37 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.11391490590919, -87.9501708961274];5301 N TEUTONIA AV
28;151910143;07/10/2015;06:04 PM;4.0;THEFT FROM MOTOR VEHICLE;;;[43.128231776775976, -87.95217049192429];6111 N TEUTONIA AV
29;151900158;07/09/2015;10:24 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.12270702553522, -87.95496763200394];5763 N 34TH ST
30;151890168;07/08/2015;04:13 PM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.0899075337582, -87.95081216472387];3000 W CAPITOL DR
31;151880035;07/07/2015;08:03 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.10167172831646, -87.94222367288953];2400 W CORNELL ST
32;151880156;07/07/2015;07:41 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.10991627207026, -87.96375177207025];4100 W LANCASTER AV
33;151870096;07/06/2015;02:23 PM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.108354717644424, -87.93858814197745];2116 W FAIRMOUNT AV
34;151870113;07/06/2015;05:01 PM;5.0;THEFT FROM BUILDING;;;[43.09025698023422, -87.94202597861333];4031 N 24TH ST
