;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
0;151510025;05/31/2015;03:48 AM;7.0;MOTOR VEHICLE THEFT;;;[43.11071577966859, -87.93860747455557];2107 W EGGERT PL
1;151510032;05/31/2015;08:14 AM;5.0;MOTOR VEHICLE THEFT;;;[43.101512717179304, -87.95293486799605];4630 N 32ND ST
2;151500138;05/30/2015;08:17 PM;5.0;MOTOR VEHICLE THEFT;;;[43.10133449956733, -87.94519344601535];2531 W VICTORY LA
3;151490092;05/29/2015;11:46 AM;7.0;MOTOR VEHICLE THEFT;;;[43.09924205606212, -87.92858467949637];4519 N GREEN BAY AV
4;151470151;05/27/2015;07:43 PM;7.0;MOTOR VEHICLE THEFT;;;[43.10963122009349, -87.95276386799604];5064 N 32ND ST
5;151460060;05/26/2015;09:33 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09653588481737, -87.93415238631792];4358 N 19TH ST
6;151440065;05/24/2015;10:50 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09461824562871, -87.94681389353127];4282 N 27TH ST
7;151440158;05/24/2015;09:41 PM;5.0;MOTOR VEHICLE THEFT;;;[43.090622312148284, -87.94576573809576];4051 N 26TH ST
8;151400014;05/20/2015;01:51 AM;5.0;MOTOR VEHICLE THEFT;;;[43.096875893704166, -87.9439183877602];4383 N 25TH ST
9;151400068;05/20/2015;02:19 PM;4.0;MOTOR VEHICLE THEFT;;;[43.12978188481736, -87.95597641459443];6162 N 35TH ST
10;151400092;05/20/2015;04:58 PM;7.0;MOTOR VEHICLE THEFT;;;[43.104351303679, -87.94420882644931];2501 W HAMPTON AV
11;151400102;05/20/2015;03:25 PM;5.0;MOTOR VEHICLE THEFT;;;[43.089631423615025, -87.93211103493488];1700 W CAPITOL DR
12;151390038;05/19/2015;10:35 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09582553427779, -87.92812759925536];4339 N 14TH ST
13;151390101;05/19/2015;05:18 PM;5.0;MOTOR VEHICLE THEFT;;;[43.093017356367945, -87.93930490795799];4150 N 22ND ST
14;151370111;05/17/2015;05:27 PM;7.0;MOTOR VEHICLE THEFT;;;[43.11274485694868, -87.93314130085434];5250 N GREEN BAY AV
15;151360078;05/16/2015;11:39 AM;5.0;MOTOR VEHICLE THEFT;;;[43.101530308355926, -87.95301012926265];4611 N 32ND ST
16;151340040;05/14/2015;09:07 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09476313627445, -87.94681389353127];4292 N 27TH ST
17;151340091;05/14/2015;03:31 PM;5.0;MOTOR VEHICLE THEFT;;;[43.10000763252354, -87.94557984626906];4545 N 26TH ST
18;151340142;05/14/2015;08:49 PM;4.0;MOTOR VEHICLE THEFT;;;[43.11741350432782, -87.9604425];3814 W SHERIDAN AV
19;151330064;05/13/2015;09:19 AM;7.0;MOTOR VEHICLE THEFT;;;[43.10875892200934, -87.95899063200395];5023 N 37TH ST
20;151320037;05/12/2015;09:03 AM;4.0;MOTOR VEHICLE THEFT;;;[43.148691508799885, -87.96210011365342];4006 W GOOD HOPE RD
21;151320135;05/12/2015;05:35 PM;4.0;MOTOR VEHICLE THEFT;;;[43.12202458673323, -87.95619911757723];5727 N 35TH ST
22;151330007;05/12/2015;12:46 AM;7.0;MOTOR VEHICLE THEFT;;;[43.10500262233266, -87.96005115793314];4810 N HOPKINS ST
23;151310025;05/11/2015;06:00 AM;4.0;MOTOR VEHICLE THEFT;;;[43.117352474897466, -87.95177083236193];3100 W SHERIDAN AV
24;151310168;05/11/2015;10:16 PM;7.0;MOTOR VEHICLE THEFT;;;[43.10500262233266, -87.96005115793314];4810 N HOPKINS ST
25;151290015;05/09/2015;12:53 AM;7.0;MOTOR VEHICLE THEFT;;;[43.10833951485941, -87.94124083236193];2332 W FAIRMOUNT AV
26;151280121;05/08/2015;05:22 PM;4.0;MOTOR VEHICLE THEFT;;;[43.142660252449964, -87.95668700429653];6862 N DARIEN ST
27;151280141;05/08/2015;04:04 PM;4.0;MOTOR VEHICLE THEFT;;;[43.11734646047075, -87.95095186940969];3008 W SHERIDAN AV #3
28;151270025;05/07/2015;05:47 AM;5.0;MOTOR VEHICLE THEFT;;;[43.10312403136362, -87.95295760315051];4765 N 32ND ST #124
29;151270079;05/07/2015;02:06 PM;5.0;MOTOR VEHICLE THEFT;;;[43.090793465722214, -87.93560244460173];4050 N 19TH PL
30;151270091;05/07/2015;02:57 PM;7.0;MOTOR VEHICLE THEFT;;;[43.102115154360796, -87.93866488517088];2139 W PURDUE ST
31;151270007;05/06/2015;11:06 PM;7.0;MOTOR VEHICLE THEFT;;;[43.11116818892349, -87.93903472143704];5158 N 22ND ST
32;151250092;05/05/2015;01:06 PM;4.0;MOTOR VEHICLE THEFT;;;[43.11562711053676, -87.93387802143947];5400 N GREEN BAY AV
33;151250126;05/05/2015;04:36 PM;5.0;MOTOR VEHICLE THEFT;;;[43.091920173466434, -87.93069956650677];4123 N 16TH ST
34;151240071;05/04/2015;12:11 PM;5.0;MOTOR VEHICLE THEFT;;;[43.10190535414626, -87.94670719265369];4647 N 27TH ST
35;151230054;05/03/2015;09:10 AM;5.0;MOTOR VEHICLE THEFT;;;[43.09412947687168, -87.93957129406402];2215 W OLIVE ST
36;151510016;05/31/2015;02:29 AM;7.0;MOTOR VEHICLE THEFT;;;[43.06803647013695, -87.99168052553523];6325 W CENTER ST
37;151510123;05/31/2015;08:48 PM;3.0;MOTOR VEHICLE THEFT;;;[43.06184233680771, -87.97877288826592];2367 N 52ND ST
38;151500035;05/30/2015;06:38 AM;7.0;MOTOR VEHICLE THEFT;;;[43.073829754371275, -87.9785810809335];3015 N 52ND ST
