Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
110310004;01/31/2011;01:07 AM;5.0;MOTOR VEHICLE THEFT;;;;;4053 N 19TH PL
110310026;01/31/2011;08:00 AM;5.0;AGGRAVATED ASSAULT;;;;;4036 N 24TH PL
110310053;01/31/2011;12:59 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3926 W GOOD HOPE RD
110310071;01/31/2011;02:54 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;1906 W BIRCH CT
110310084;01/31/2011;04:09 PM;7.0;SIMPLE ASSAULT;;;;;4865 N HOPKINS ST #4
110310086;01/31/2011;02:45 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4850 N 19TH PL
110310123;01/31/2011;08:36 PM;4.0;ROBBERY;;;;;4011 W THURSTON AV
110310125;01/31/2011;09:34 PM;7.0;SHOPLIFTING;;;;;4808 N HOPKINS ST
110310125;01/31/2011;09:34 PM;7.0;SIMPLE ASSAULT;;;;;4808 N HOPKINS ST
110320001;01/31/2011;11:52 PM;7.0;SIMPLE ASSAULT;;;;;5048 N 32ND ST
110300027;01/30/2011;03:04 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5222 N 31ST ST #7
110300038;01/30/2011;08:23 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5066 N 49TH ST
110300071;01/30/2011;01:55 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4249 N 19TH ST
110300095;01/30/2011;05:42 PM;7.0;MOTOR VEHICLE THEFT;;;;;5000 N 32ND ST
110300128;01/30/2011;09:35 PM;5.0;ROBBERY;;;;;4375 N 27TH ST
110300138;01/30/2011;11:13 PM;5.0;SIMPLE ASSAULT;;;;;2602 W PORT SUNLIGHT WA
110290012;01/29/2011;02:37 AM;4.0;SIMPLE ASSAULT;;;;;7403 N TEUTONIA AV
110290015;01/29/2011;02:08 AM;4.0;SIMPLE ASSAULT;;;;;5916 N 37TH ST
110290031;01/29/2011;07:52 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4123 N 14TH ST
110290031;01/29/2011;07:52 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4123 N 14TH ST
110290070;01/29/2011;09:42 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;;4736 W EGGERT PL
110290074;01/29/2011;11:44 AM;5.0;AGGRAVATED ASSAULT;;;;;2643 W ATKINSON AV
110290089;01/29/2011;04:01 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5106 N 50TH ST
110290112;01/29/2011;07:02 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4191 N 14TH ST
110280020;01/28/2011;05:44 AM;5.0;MOTOR VEHICLE THEFT;;;;;4336 N 16TH ST
110280155;01/28/2011;10:24 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;;3001 W SILVER SPRING DR #304
110280162;01/28/2011;09:56 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5281 N 28TH ST
110270020;01/27/2011;02:55 AM;5.0;ALL OTHER LARCENY;;;;;4567 N 28TH ST
110270027;01/27/2011;06:32 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2910 W CAPITOL DR
110270061;01/27/2011;11:58 AM;4.0;SIMPLE ASSAULT;;;;;7061 N TEUTONIA AV #206
110270073;01/27/2011;01:41 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;2500 W ROOSEVELT DR
110270092;01/27/2011;04:11 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4301 W GOOD HOPE RD
110270094;01/27/2011;04:41 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4301 W GOOD HOPE RD
110270099;01/27/2011;05:01 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4301 W GOOD HOPE RD
110270107;01/27/2011;05:19 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4301 W GOOD HOPE RD
110270117;01/27/2011;05:56 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4301 W GOOD HOPE RD
110270155;01/27/2011;08:10 PM;4.0;ROBBERY;;;;;7123 N TEUTONIA AV #101
102680170;01/26/2011;05:30 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;7374 N 42ND ST
110260010;01/26/2011;12:53 AM;7.0;SIMPLE ASSAULT;;;;;4938 W HAMPTON AV #9
110260065;01/26/2011;12:01 PM;4.0;AGGRAVATED ASSAULT;;;;;4224 W VILLARD AV
110260072;01/26/2011;12:53 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5038 N 39TH ST
110260086;01/26/2011;02:00 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2905 W VILLARD AV
110260123;01/26/2011;05:42 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4561 N 22ND ST
110260156;01/26/2011;10:03 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;3500 W MOTHER DANIELS WA
110250013;01/25/2011;02:14 AM;7.0;AGGRAVATED ASSAULT;;;;;3800 W HAMPTON AV
110250022;01/25/2011;06:28 AM;4.0;SIMPLE ASSAULT;;;;;5713 N 38TH ST
110250027;01/25/2011;08:02 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4931 N 52ND ST
110250037;01/25/2011;06:22 AM;4.0;AGGRAVATED ASSAULT;;;;;7047 N 43RD ST #2
110250058;01/25/2011;10:53 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4545 N 23RD ST
110250123;01/25/2011;06:55 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4821 N HOPKINS ST
110250131;01/25/2011;08:44 PM;4.0;ROBBERY;;;;;3600 W VILLARD AV
110240022;01/24/2011;05:56 AM;7.0;MOTOR VEHICLE THEFT;;;;;4706 N 22ND ST
110240036;01/24/2011;09:34 AM;4.0;THEFT FROM BUILDING;;;;;3310 W VILLARD AV
110240042;01/24/2011;09:48 AM;5.0;SIMPLE ASSAULT;;;;;4244 N TEUTONIA AV #35
110240049;01/24/2011;11:20 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4879 N 24TH ST
110240050;01/24/2011;11:32 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4230 N 21ST ST
110240073;01/24/2011;01:13 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6971 N TEUTONIA AV
110240086;01/24/2011;02:50 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5667 N 33RD ST
110240099;01/24/2011;02:03 PM;4.0;THEFT FROM BUILDING;;;;;3310 W VILLARD AV
