INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150260108,01/26/2015,04:59 PM,7,FORCIBLE SODOMY,,,,,
150260134,01/26/2015,08:03 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6700 W APPLETON AV
150250014,01/25/2015,01:49 AM,7,AGGRAVATED ASSAULT,,,,,3060 N 59TH ST
150250014,01/25/2015,01:49 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3060 N 59TH ST
150250096,01/25/2015,04:30 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3955 N 67TH ST
150250134,01/25/2015,10:10 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,5123 W WASHINGTON BL
150240063,01/24/2015,10:15 AM,3,THEFT FROM MOTOR VEHICLE,,,,,301 N 75TH ST #4
150240079,01/24/2015,11:53 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SIMPLE ASSAULT,,,,2910 N 55TH ST
150240096,01/24/2015,12:10 PM,7,ALL OTHER LARCENY,,,,,2878 N 54TH ST
150240116,01/24/2015,03:48 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3434 N 55TH ST #BSMT
150240144,01/24/2015,07:15 PM,7,SIMPLE ASSAULT,,,,,5000 W CHAMBERS ST
143520009,01/23/2015,04:27 AM,7,THEFT FROM BUILDING,,,,,3035 N 55TH ST
143560019,01/23/2015,11:31 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,2879 N 51ST ST
150230036,01/23/2015,08:27 AM,,HOMICIDE,,,,,441-A N 39TH ST
150230036,01/23/2015,08:28 AM,3,AGGRAVATED ASSAULT,,,,,441-A N 39TH ST
150230045,01/23/2015,11:29 AM,7,ALL OTHER LARCENY,,,,,7001 W LISBON AV
150230095,01/23/2015,04:42 PM,7,SIMPLE ASSAULT,,,,,2724-A N 55TH ST
150220027,01/22/2015,10:40 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3742 N 76TH ST
150220031,01/22/2015,08:59 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,2809 N 51ST ST
150220036,01/22/2015,11:11 AM,3,THEFT FROM BUILDING,,,,,920 N HAWLEY RD #300
150220064,01/22/2015,03:12 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6050 W APPLETON AV
150220116,01/22/2015,09:35 PM,7,ALL OTHER LARCENY,,,,,2816 N 52ND ST #UPR
150210015,01/21/2015,03:45 AM,7,AGGRAVATED ASSAULT,,,,,2808 N 51ST ST
150210043,01/21/2015,09:11 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5821 W KEEFE AV
150210077,01/21/2015,12:19 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5815 W APPLETON AV
150210081,01/21/2015,01:07 PM,3,ALL OTHER LARCENY,,,,,2661 N 53RD ST
150210096,01/21/2015,03:13 PM,7,MOTOR VEHICLE THEFT,,,,,2877 N 55TH ST
150210109,01/21/2015,03:21 PM,3,THEFT FROM BUILDING,,,,,404 N 39TH ST
150210132,01/21/2015,06:51 PM,7,ROBBERY,,,,,2726 N 56TH ST
150210143,01/21/2015,08:51 PM,3,SIMPLE ASSAULT,,,,,151 S 84TH ST
150200003,01/20/2015,03:13 AM,7,FORCIBLE FONDLING,,,,,
150200011,01/20/2015,01:57 AM,3,SIMPLE ASSAULT,,,,,454 N 39TH ST #5
150200024,01/20/2015,08:56 AM,3,THEFT FROM MOTOR VEHICLE,,,,,5036 W WASHINGTON BL
150200065,01/20/2015,12:33 PM,3,AGGRAVATED ASSAULT,,,,,5516 W NORTH AV
150200111,01/20/2015,05:05 PM,7,MOTOR VEHICLE THEFT,,,,,3819 N 66TH ST
150200143,01/20/2015,08:06 PM,7,THEFT FROM BUILDING,,,,,7101 W LISBON AV
150200154,01/20/2015,08:54 PM,3,AGGRAVATED ASSAULT,,,,,2201 N 55TH ST
150200169,01/20/2015,08:54 PM,3,AGGRAVATED ASSAULT,,,,,2600-B N 56TH ST
150190030,01/19/2015,06:26 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5004 W CENTER ST
150190072,01/19/2015,01:45 PM,3,MOTOR VEHICLE THEFT,,,,,5631 W CENTER ST
150190100,01/19/2015,03:22 PM,3,SIMPLE ASSAULT,,,,,417 N 39TH ST #1
150190101,01/19/2015,04:12 PM,3,MOTOR VEHICLE THEFT,,,,,316 N 37TH ST
150190131,01/19/2015,04:57 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,535 S 84TH ST
150180020,01/18/2015,01:32 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3415 N 67TH ST
150180086,01/18/2015,01:38 PM,3,SIMPLE ASSAULT,,,,,300 S 69TH ST
150180124,01/18/2015,08:30 PM,7,SIMPLE ASSAULT,,,,,5609 W BURLEIGH ST
150190004,01/18/2015,11:58 PM,7,AGGRAVATED ASSAULT,,,,,3847 N 62ND ST #UPR
150190004,01/18/2015,11:58 PM,7,ROBBERY,,,,,3847 N 62ND ST #UPR
150170031,01/17/2015,06:42 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5520 W BURLEIGH ST
150170043,01/17/2015,09:10 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1150 N ALOIS ST
150160044,01/16/2015,09:34 AM,3,ALL OTHER LARCENY,,,,,6031 W CENTER ST
150160057,01/16/2015,11:37 AM,3,SIMPLE ASSAULT,,,,,151 S 84TH ST #2
150160065,01/16/2015,11:53 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,535 S 84TH ST
150160099,01/16/2015,11:58 AM,3,MOTOR VEHICLE THEFT,,,,,3505 W MT VERNON AV
150160107,01/16/2015,05:33 PM,7,ALL OTHER LARCENY,,,,,3434 N 67TH ST
150150021,01/15/2015,06:59 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6607 W CHAMBERS ST
150150027,01/15/2015,07:49 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,318 N 40TH ST
150150059,01/15/2015,12:53 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6507 W FAIRVIEW AV
150150061,01/15/2015,12:29 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3742 N 76TH ST
150150073,01/15/2015,02:31 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2547 N 60TH ST
150150078,01/15/2015,12:36 PM,3,AGGRAVATED ASSAULT,,,,,151 S 84TH ST #BLDG
150150102,01/15/2015,05:54 PM,7,SIMPLE ASSAULT,,,,,2947 N 56TH ST
150150104,01/15/2015,05:32 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,461 N 35TH ST
150150134,01/15/2015,08:57 PM,3,AGGRAVATED ASSAULT,,,,,330 N GLENVIEW AV
150150147,01/15/2015,09:49 PM,3,ROBBERY,,,,,2576 N 52ND ST #UPR
150140011,01/14/2015,01:52 AM,7,SIMPLE ASSAULT,,,,,3018 N 55TH ST
150140015,01/14/2015,03:29 AM,7,SIMPLE ASSAULT,,,,,6798 W APPLETON AV #205
150140031,01/14/2015,08:33 AM,7,MOTOR VEHICLE THEFT,,,,,3959 N 70TH ST
150140046,01/14/2015,10:01 AM,3,THEFT FROM MOTOR VEHICLE,,,,,6131 W CENTER ST
150140049,01/14/2015,09:30 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6676 W APPLETON AV
150140070,01/14/2015,02:07 PM,3,THEFT FROM BUILDING,,,,,5230 W LISBON AV
150140114,01/14/2015,06:38 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5633 W ROOSEVELT DR
150140132,01/14/2015,06:40 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,6667 W CHAMBERS ST
150150001,01/14/2015,11:25 PM,7,THEFT FROM MOTOR VEHICLE,,,,,6521 W MOLTKE AV
150130008,01/13/2015,02:29 AM,3,ROBBERY,,,,,9200 W BLUE MOUND RD
150130048,01/13/2015,11:37 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4607 W JUNEAU AV
150130088,01/13/2015,02:44 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,423 S 69TH ST
150130121,01/13/2015,07:30 PM,7,ALL OTHER LARCENY,,,,,2967 N 55TH ST
150130121,01/13/2015,07:30 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,2967 N 55TH ST
150140004,01/13/2015,10:35 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,5631-A W CENTER ST
150120008,01/12/2015,01:27 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,330 S 84TH ST
150120021,01/12/2015,07:17 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3953 N 71ST ST
150120094,01/12/2015,03:45 PM,3,AGGRAVATED ASSAULT,,,,,5758 W APPLETON AV
150120155,01/12/2015,10:13 PM,7,SIMPLE ASSAULT,,,,,2749 N 59TH ST
150110033,01/11/2015,07:28 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2760 N 56TH ST
150110037,01/11/2015,10:49 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,535 S 84TH ST
150110053,01/11/2015,12:56 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1632 N 53RD ST
150110065,01/11/2015,02:09 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2573 N 60TH ST
150110106,01/11/2015,08:59 PM,7,SIMPLE ASSAULT,,,,,3826 N 76TH ST #5
150110109,01/11/2015,09:20 PM,3,SIMPLE ASSAULT,,,,,1626 N 57TH ST
150090052,01/09/2015,01:56 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5816 W APPLETON AV
150070039,01/07/2015,11:26 AM,7,MOTOR VEHICLE THEFT,,,,,3435 N 60TH ST
150070088,01/07/2015,05:50 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,2751 N 55TH ST
150070112,01/07/2015,10:30 PM,3,SIMPLE ASSAULT,,,,,2607 N 51ST ST
150060015,01/06/2015,07:55 AM,7,THEFT FROM MOTOR VEHICLE,,,,,2681 N 62ND ST
150060022,01/06/2015,09:52 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2025 N 54TH ST
150060029,01/06/2015,11:15 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6676 W APPLETON AV
150060054,01/06/2015,02:38 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,429 N 40TH ST
150060064,01/06/2015,03:15 PM,7,THEFT FROM MOTOR VEHICLE,,,,,7027 W CAPITOL DR
150060115,01/06/2015,08:34 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,230 S 61ST ST
150060125,01/06/2015,09:49 PM,7,MOTOR VEHICLE THEFT,,,,,6780 W APPLETON AV
150070002,01/06/2015,11:38 PM,7,SIMPLE ASSAULT,,,,,3435 N 60TH ST #129
150070007,01/06/2015,11:14 PM,7,SIMPLE ASSAULT,,,,,6960 W APPLETON AV #2
150050005,01/05/2015,12:13 AM,7,INTIMIDATION,,,,,6069 W APPLETON AV #2
150050033,01/05/2015,08:40 AM,7,SIMPLE ASSAULT,,,,,2875 N 57TH ST
150050071,01/05/2015,03:22 PM,7,MOTOR VEHICLE THEFT,,,,,3275 N 53RD ST
150050111,01/05/2015,06:29 PM,3,THEFT FROM BUILDING,,,,,8103 W BLUE MOUND RD
150050126,01/05/2015,11:37 PM,3,THEFT FROM BUILDING,,,,,5410 W BLUE MOUND RD #LWR
150040028,01/04/2015,03:36 AM,7,ROBBERY,,,,,3006-A N 54TH ST
150030014,01/03/2015,01:49 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2373 N 56TH ST
150030018,01/03/2015,12:29 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2856 N 56TH ST
150030034,01/03/2015,06:04 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,5328 W VLIET ST
150030041,01/03/2015,09:32 AM,3,THEFT FROM MOTOR VEHICLE,,,,,2632 N 54TH ST
150030085,01/03/2015,02:51 PM,3,THEFT FROM BUILDING,,,,,132 S 78TH ST
150030097,01/03/2015,06:07 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5420 W LOUISE PL
150010157,01/02/2015,01:18 AM,7,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2854 N 58TH ST #UPR
150020053,01/02/2015,10:06 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,5312 W VLIET ST
150020062,01/02/2015,11:08 AM,3,ALL OTHER LARCENY,,,,,5630 W NORTH AV
150020069,01/02/2015,12:34 PM,3,ALL OTHER LARCENY,,,,,5220 W NORTH AV
150020089,01/02/2015,02:54 PM,7,MOTOR VEHICLE THEFT,,,,,3151 N 52ND ST
150010013,01/01/2015,12:56 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2327 N 52ND ST
150010065,01/01/2015,08:45 AM,3,SIMPLE ASSAULT,,,,,2503 N 51ST ST
150010079,01/01/2015,09:25 AM,3,AGGRAVATED ASSAULT,,,,,2379 N 55TH ST
150010125,01/01/2015,04:58 PM,7,MOTOR VEHICLE THEFT,,,,,5000 W CHAMBERS ST
150010141,01/01/2015,07:27 PM,3,AGGRAVATED ASSAULT,,,,,1132 N 46TH ST
,,,,,,,,,
Total Records: 153,,,,,,,,,
Aldermanic District: 10,,,,,,,,,
