INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150250054,01/25/2015,10:21 AM,2,SIMPLE ASSAULT,,,,,2017 W FOREST HOME AV
150250069,01/25/2015,01:00 PM,2,THEFT FROM BUILDING,,,,,2410 W FOREST HOME AV
150250080,01/25/2015,03:15 PM,6,THEFT FROM BUILDING,,,,,2900 W OKLAHOMA AV
150250084,01/25/2015,03:50 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1731 S 26TH ST
150240043,01/24/2015,06:30 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2413 W NATIONAL AV
150240046,01/24/2015,07:05 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2216 W MITCHELL ST
150240055,01/24/2015,08:58 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1927 W ROGERS ST
150240058,01/24/2015,09:07 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1913 S 29TH ST
150240059,01/24/2015,09:07 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1937 S 29TH ST
150240062,01/24/2015,09:07 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1951 S 29TH ST
150240064,01/24/2015,09:07 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1945 S 29TH ST
150240069,01/24/2015,09:07 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2903 W ROGERS ST
150240088,01/24/2015,10:54 AM,2,ALL OTHER LARCENY,,,,,2040 W BECHER ST
150240100,01/24/2015,02:17 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1600 S 37TH ST
150240103,01/24/2015,02:48 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2235 S 31ST ST
150240106,01/24/2015,03:14 PM,2,MOTOR VEHICLE THEFT,,,,,715 S 31ST ST
150250001,01/24/2015,11:24 PM,2,MOTOR VEHICLE THEFT,,,,,624 S 28TH ST
150230016,01/23/2015,04:00 AM,2,INTIMIDATION,TRESPASSING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,816 S 34TH ST #LWR
150230018,01/23/2015,01:32 AM,2,MOTOR VEHICLE THEFT,,,,,2076 S MUSKEGO AV
150230033,01/23/2015,08:08 AM,6,ALL OTHER LARCENY,,,,,2809 S 34TH ST
150230042,01/23/2015,10:57 AM,2,MOTOR VEHICLE THEFT,,,,,2135 W MINERAL ST
150230054,01/23/2015,01:11 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1555 S 33RD ST
150230122,01/23/2015,07:47 PM,2,SIMPLE ASSAULT,,,,,1988 S MUSKEGO AV
150230135,01/23/2015,06:12 PM,2,FORCIBLE RAPE,,,,,
150230140,01/23/2015,08:27 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2105 S 31ST ST
150220081,01/22/2015,09:19 PM,2,FORCIBLE FONDLING,ALL OTHER OFFENSES,,,,
150220090,01/22/2015,05:11 PM,2,THEFT FROM BUILDING,,,,,1800 W BECHER ST
150220098,01/22/2015,08:04 PM,2,ROBBERY,,,,,2260 W LAPHAM ST
143540059,01/21/2015,12:50 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1106 S 33RD ST
150210138,01/21/2015,07:16 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2058 S 24TH ST
143270095,01/20/2015,09:02 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2419 S 28TH ST
150200004,01/20/2015,12:37 AM,2,AGGRAVATED ASSAULT,,,,,2728 W BURNHAM ST
150200006,01/20/2015,01:30 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1577 S 35TH ST
150200039,01/20/2015,08:00 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,1445 S 32ND ST
150200042,01/20/2015,10:30 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2612 W GREENFIELD AV
150200068,01/20/2015,01:40 PM,2,MOTOR VEHICLE THEFT,,,,,3110 W PIERCE ST
150200085,01/20/2015,03:33 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1747 S 32ND ST
150200120,01/20/2015,06:09 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,3519 W LAPHAM ST
150200125,01/20/2015,06:44 PM,2,ROBBERY,,,,,741 S LAYTON BL
150200140,01/20/2015,07:41 PM,6,ROBBERY,,,,,3179 S 27TH ST
150200165,01/20/2015,10:44 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2528 W BECHER ST
150200167,01/20/2015,11:08 PM,2,MOTOR VEHICLE THEFT,,,,,1205 S 21ST ST
150190022,01/19/2015,01:21 AM,2,POCKET PICKING,,,,,1328 S 35TH ST
150190050,01/19/2015,10:59 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,917 S 25TH ST
150190098,01/19/2015,03:54 PM,2,AGGRAVATED ASSAULT,,,,,1531 S 23RD ST
150190103,01/19/2015,03:50 PM,2,SIMPLE ASSAULT,,,,,2034 W LAPHAM ST
150190111,01/19/2015,03:55 PM,2,ROBBERY,,,,,1708 S MUSKEGO AV
150190132,01/19/2015,05:04 PM,2,ROBBERY,,,,,553 S LAYTON BL
150190147,01/19/2015,06:06 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2028 S 33RD ST
150180038,01/18/2015,05:35 AM,2,MOTOR VEHICLE THEFT,,,,,2270 S 29TH ST
150180047,01/18/2015,08:49 AM,2,MOTOR VEHICLE THEFT,,,,,2424 S 31ST ST
150180063,01/18/2015,11:37 AM,2,ROBBERY,,,,,2501 W NATIONAL AV
150180125,01/18/2015,06:53 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1628 S 25TH ST
150180127,01/18/2015,07:31 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2358 S 30TH ST
150180128,01/18/2015,07:31 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2358-A S 30TH ST
150180136,01/18/2015,09:28 PM,2,THEFT FROM BUILDING,,,,,2909 W GREENFIELD AV
150190003,01/18/2015,11:43 PM,2,AGGRAVATED ASSAULT,,,,,823 S 22ND ST #5
150170025,01/17/2015,11:04 AM,2,AGGRAVATED ASSAULT,,,,,3019 W PIERCE ST
150170027,01/17/2015,05:36 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1237 S 30TH ST
150170091,01/17/2015,05:55 PM,3,THEFT FROM BUILDING,,,,,1721 W CANAL ST
150180039,01/17/2015,09:01 PM,3,THEFT FROM BUILDING,,,,,1721 W CANAL ST
150160021,01/16/2015,03:01 AM,3,THEFT FROM MOTOR VEHICLE,,,,,1721 W CANAL ST
150160023,01/16/2015,01:09 AM,2,AGGRAVATED ASSAULT,,,,,1546 S 29TH ST #405
150160073,01/16/2015,01:11 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,927 S 29TH ST
150160087,01/16/2015,02:59 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1517-A S 21ST ST
150160098,01/16/2015,01:37 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2315 W SCOTT ST
150160140,01/16/2015,09:03 PM,2,MOTOR VEHICLE THEFT,,,,,729 S 24TH ST
150160141,01/16/2015,08:43 PM,2,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2017-A S 24TH ST
150160157,01/16/2015,09:39 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2238 S 26TH ST
150150051,01/15/2015,10:46 AM,2,ROBBERY,,,,,2625 W NATIONAL AV
150150133,01/15/2015,06:50 PM,,HOMICIDE,,,,,2023-A W LAPHAM ST
150160001,01/15/2015,10:14 PM,2,ROBBERY,,,,,3726 W MITCHELL ST
150140012,01/14/2015,03:19 AM,2,MOTOR VEHICLE THEFT,,,,,2670 S 29TH ST
150140042,01/14/2015,10:44 AM,2,MOTOR VEHICLE THEFT,,,,,2300 W LAPHAM ST
150140064,01/14/2015,01:05 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2232 S 21ST ST
150140081,01/14/2015,03:09 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1525 S 21ST ST
150140097,01/14/2015,05:34 PM,2,THEFT FROM BUILDING,,,,,1712 S 32ND ST
150140111,01/14/2015,06:08 PM,2,ARSON,,,,,2327 W ORCHARD ST
150140121,01/14/2015,06:29 PM,2,AGGRAVATED ASSAULT,,,,,2925 W HAYES AV
150140140,01/14/2015,07:29 PM,2,ROBBERY,,,,,1110 S LAYTON BL
150130013,01/13/2015,05:39 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2909 W GREENFIELD AV
150130015,01/13/2015,07:46 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,711 S 26TH ST
150130061,01/13/2015,12:28 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2653 S 28TH ST
150130065,01/13/2015,01:04 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2124 W MITCHELL ST
150130067,01/13/2015,01:19 PM,2,THEFT FROM BUILDING,,,,,1236 S LAYTON BL
150130075,01/13/2015,02:33 PM,2,THEFT FROM BUILDING,,,,,3743 W DOROTHY PL
150140005,01/13/2015,10:10 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2408 W BURNHAM ST
150140007,01/13/2015,01:47 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2232 S 21ST ST
150120018,01/12/2015,03:58 AM,2,ROBBERY,,,,,4100 W BURNHAM ST
150120052,01/12/2015,07:30 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2057 S 30TH ST
150120068,01/12/2015,08:35 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3800 W CANAL ST
150120088,01/12/2015,03:21 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3041 S 47TH ST
150120095,01/12/2015,03:44 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1938 W BURNHAM ST
150120129,01/12/2015,07:11 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,819 S 36TH ST
150120149,01/12/2015,10:07 PM,2,MOTOR VEHICLE THEFT,,,,,3300 W NATIONAL AV
150110015,01/11/2015,02:46 AM,2,AGGRAVATED ASSAULT,,,,,2202 S 26TH ST
150110057,01/11/2015,02:33 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2918 S 44TH ST
150110074,01/11/2015,05:32 PM,2,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,808 S 29TH ST #4
150110074,01/11/2015,05:32 PM,2,ROBBERY,,,,,808 S 29TH ST #4
150100043,01/10/2015,01:13 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2143 S 24TH ST
150100047,01/10/2015,02:56 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1845 S 30TH ST
150100048,01/10/2015,02:31 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1517 S 23RD ST #B
150090025,01/09/2015,08:00 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2831 W LAPHAM ST
150090033,01/09/2015,10:18 AM,2,THEFT FROM MOTOR VEHICLE,,,,,2607 W MITCHELL ST
150090058,01/09/2015,02:48 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1035 S 30TH ST
150090064,01/09/2015,02:08 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,742 S 22ND ST #LOWER
150090074,01/09/2015,04:48 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1900 S 30TH ST
150090101,01/09/2015,07:52 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2147 S 34TH ST
150080027,01/08/2015,12:25 PM,2,THEFT FROM MOTOR VEHICLE,,,,,2253 S 23RD ST
150080045,01/08/2015,04:18 PM,2,MOTOR VEHICLE THEFT,,,,,2819 W LAPHAM ST
150080052,01/08/2015,05:07 PM,2,ROBBERY,ALL OTHER OFFENSES,,,,733 S 36TH ST
150070004,01/07/2015,12:10 AM,2,SIMPLE ASSAULT,,,,,1622-B S 21ST ST
150070006,01/07/2015,12:03 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2060 S 26TH ST
150070015,01/07/2015,08:49 AM,2,MOTOR VEHICLE THEFT,,,,,2416 W SCOTT ST
150070047,01/07/2015,12:21 PM,2,MOTOR VEHICLE THEFT,,,,,1954 S 23RD ST
150070071,01/07/2015,05:45 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2057 S 30TH ST
150070086,01/07/2015,01:39 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1560 S 33RD ST
150070098,01/07/2015,03:57 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1234 S 23RD ST
150070111,01/07/2015,09:23 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2053 S 24TH ST
150060023,01/06/2015,09:20 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,1640 W BRUCE ST
150060061,01/06/2015,03:09 PM,2,MOTOR VEHICLE THEFT,,,,,2200 W NATIONAL AV
150060067,01/06/2015,03:49 PM,2,MOTOR VEHICLE THEFT,,,,,2260 S 28TH ST
150060087,01/06/2015,05:05 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1132 S 26TH ST
150060097,01/06/2015,07:20 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1721 W CANAL ST
150070009,01/06/2015,10:19 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1550 S 21ST ST
143620022,01/05/2015,12:15 AM,2,ROBBERY,,,,,812 S LAYTON BL
150050016,01/05/2015,03:10 AM,2,MOTOR VEHICLE THEFT,,,,,2525 W MITCHELL ST
150050096,01/05/2015,05:59 PM,2,THEFT FROM MOTOR VEHICLE,,,,,555 S LAYTON BL
150040042,01/04/2015,09:13 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3100 W OKLAHOMA AV
150040063,01/04/2015,03:11 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2166 S 35TH ST
150030039,01/03/2015,09:08 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3500 W PIERCE ST
150030051,01/03/2015,12:04 PM,2,MOTOR VEHICLE THEFT,,,,,2814 W LINCOLN AV
150030087,01/03/2015,05:12 PM,2,SIMPLE ASSAULT,,,,,1970 S LAYTON BL
150030126,01/03/2015,09:43 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1955 S MUSKEGO AV
150020020,01/02/2015,04:02 AM,2,ROBBERY,,,,,2432 W BURNHAM ST #LWR
150020035,01/02/2015,09:04 AM,2,MOTOR VEHICLE THEFT,,,,,711 S 31ST ST
150020111,01/02/2015,04:04 PM,2,AGGRAVATED ASSAULT,,,,,2048 W BECHER ST
150020129,01/02/2015,07:31 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2258 S 31ST ST
150020148,01/02/2015,08:42 PM,2,INTIMIDATION,,,,,3513 W NATIONAL AV
150020155,01/02/2015,08:37 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1810 S 23RD ST
150020159,01/02/2015,09:15 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1040 S 32ND ST
150010005,01/01/2015,12:25 AM,2,AGGRAVATED ASSAULT,,,,,3014 W ORCHARD ST
150010006,01/01/2015,12:07 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,1721 S 23RD ST
150010028,01/01/2015,03:04 AM,2,AGGRAVATED ASSAULT,,,,,1979 S 29TH ST
150010032,01/01/2015,01:44 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,3218 W LAPHAM ST
150010047,01/01/2015,05:31 AM,3,THEFT FROM MOTOR VEHICLE,,,,,1721 W CANAL ST
150010051,01/01/2015,05:34 AM,2,AGGRAVATED ASSAULT,,,,,3710 W ORCHARD ST
150010057,01/01/2015,08:15 AM,2,AGGRAVATED ASSAULT,,,,,3227 W LINCOLN AV #306
150010145,01/01/2015,07:11 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1631 S 32ND ST
150010151,01/01/2015,09:11 PM,2,MOTOR VEHICLE THEFT,,,,,3139 W MADISON ST
150010163,01/01/2015,10:41 PM,2,SIMPLE ASSAULT,,,,,2032-B S 28TH ST
150010164,01/01/2015,11:00 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1127 S 31ST ST #B
,,,,,,,,,
Total Records: 201,,,,,,,,,
Aldermanic District: 8,,,,,,,,,
