INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150230031,01/23/2015,08:42 AM,7,MOTOR VEHICLE THEFT,,,,,3327 N 50TH ST
150230032,01/23/2015,08:42 AM,7,MOTOR VEHICLE THEFT,,,,,3327 N 50TH ST
150230063,01/23/2015,01:29 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3334 N 28TH ST
150230102,01/23/2015,06:14 PM,5,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2306 W CHAMBERS ST #UPR
150230152,01/23/2015,09:29 PM,7,ROBBERY,,,,,3300 N SHERMAN BL
150210080,01/22/2015,11:50 AM,7,MOTOR VEHICLE THEFT,,,,,2920 N 44TH ST
150220029,01/22/2015,09:55 AM,5,BURGLARY/BREAKING AND ENTERING,ROBBERY,,,,2420 W CONCORDIA AV #LWR
150220037,01/22/2015,09:42 AM,7,STATUTORY RAPE,,,,,
150220051,01/22/2015,12:52 PM,7,MOTOR VEHICLE THEFT,,,,,3210 N 40TH ST
150220054,01/22/2015,10:55 AM,7,AGGRAVATED ASSAULT,,,,,4444 N 39TH ST
150220058,01/22/2015,01:51 PM,5,THEFT FROM MOTOR VEHICLE,,,,,3361 N 28TH ST
150220072,01/22/2015,03:20 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3600 N 58TH BL
150220084,01/22/2015,10:00 PM,5,AGGRAVATED ASSAULT,,,,,2627 W CAPITOL DR
150220108,01/22/2015,08:38 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3415 N 49TH ST
150230004,01/22/2015,12:48 AM,7,MOTOR VEHICLE THEFT,,,,,3508 N 41ST ST
150210018,01/21/2015,04:34 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2640 W FOND DU LAC AV
150210062,01/21/2015,11:45 AM,7,MOTOR VEHICLE THEFT,,,,,3701 N 54TH BL
150210095,01/21/2015,02:36 PM,7,AGGRAVATED ASSAULT,,,,,4501 W CHAMBERS ST
150210097,01/21/2015,04:04 PM,7,MOTOR VEHICLE THEFT,,,,,3016 N 45TH ST
150210123,01/21/2015,05:59 PM,5,AGGRAVATED ASSAULT,,,,,3225 N 28TH ST
150210131,01/21/2015,05:57 PM,7,AGGRAVATED ASSAULT,,,,,4427 W FOND DU LAC AV
150210134,01/21/2015,08:06 PM,7,ROBBERY,,,,,3001 N SHERMAN BL
150210145,01/21/2015,09:49 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4035 N 45TH ST
150200007,01/20/2015,12:41 AM,5,SIMPLE ASSAULT,,,,,3812 N 26TH ST
150200017,01/20/2015,08:11 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3354 N 28TH ST
150200049,01/20/2015,11:09 AM,7,INTIMIDATION,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,4408 W BURLEIGH ST
150200086,01/20/2015,02:43 PM,3,SIMPLE ASSAULT,,,,,3294 N 30TH ST
150200088,01/20/2015,04:11 PM,7,MOTOR VEHICLE THEFT,,,,,3256 N 46TH ST
150200089,01/20/2015,03:17 PM,5,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2847 N 24TH PL
150200097,01/20/2015,04:41 PM,3,MOTOR VEHICLE THEFT,,,,,2525 N SHERMAN BL
150200106,01/20/2015,03:29 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4402 W MEDFORD AV
150200150,01/20/2015,09:14 PM,7,ROBBERY,,,,,3370 N 54TH ST
150190005,01/19/2015,12:55 AM,5,SIMPLE ASSAULT,,,,,3623 N 26TH ST
150190008,01/19/2015,12:28 AM,7,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,3231 N 52ND ST #UPR
150190048,01/19/2015,10:48 AM,7,MOTOR VEHICLE THEFT,,,,,3635 W HAMPTON AV
150190049,01/19/2015,10:52 AM,7,MOTOR VEHICLE THEFT,,,,,3635 W HAMPTON AV
150190051,01/19/2015,10:03 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5033 W KEEFE AV
150190073,01/19/2015,01:29 PM,7,SIMPLE ASSAULT,,,,,2741 N 48TH ST #UPR
150190076,01/19/2015,12:14 PM,7,THEFT FROM BUILDING,,,,,3000 N SHERMAN BL
150190087,01/19/2015,02:48 PM,7,ROBBERY,,,,,3073 N 38TH ST
150190089,01/19/2015,02:55 PM,7,ROBBERY,,,,,3448 N 41ST ST
150190102,01/19/2015,03:46 PM,7,ROBBERY,,,,,2939 N 46TH ST
150190109,01/19/2015,04:32 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3706 N 28TH ST
150190124,01/19/2015,05:59 PM,7,MOTOR VEHICLE THEFT,,,,,4551 N 41ST ST
150190149,01/19/2015,07:30 PM,,HOMICIDE,,,,,3296 N 31ST ST
150190152,01/19/2015,07:53 PM,7,ROBBERY,,,,,4407 W LEON TR
150200005,01/19/2015,11:14 PM,7,SIMPLE ASSAULT,,,,,3062-A N 40TH ST
150180017,01/18/2015,01:54 AM,7,SIMPLE ASSAULT,,,,,4941 N 56TH ST
150180018,01/18/2015,01:33 AM,7,POCKET PICKING,,,,,3301 W CAPITOL DR
150180021,01/18/2015,01:54 AM,5,AGGRAVATED ASSAULT,,,,,3026 N 21ST ST
150180026,01/18/2015,02:48 AM,7,BURGLARY/BREAKING AND ENTERING,DISORDERLY CONDUCT,,,,4533 N 36TH ST #203
150180029,01/18/2015,02:39 AM,7,AGGRAVATED ASSAULT,,,,,4566 N 46TH ST
150180046,01/18/2015,08:25 AM,7,MOTOR VEHICLE THEFT,,,,,4339 N 42ND ST
150180048,01/18/2015,08:16 AM,7,AGGRAVATED ASSAULT,,,,,5127 W KEEFE AV
150180052,01/18/2015,05:00 AM,7,AGGRAVATED ASSAULT,,,,,3271 N 44TH ST
150180095,01/18/2015,04:37 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4652 N 53RD ST
150180097,01/18/2015,03:45 PM,7,ROBBERY,,,,,4301 W CAPITOL DR
150180138,01/18/2015,10:49 PM,7,MOTOR VEHICLE THEFT,,,,,4224 W RUBY AV
150170021,01/17/2015,01:40 AM,7,AGGRAVATED ASSAULT,,,,,4747 N HOPKINS ST
150170044,01/17/2015,08:56 AM,5,ROBBERY,,,,,2920-A N 21ST ST
150170060,01/17/2015,12:25 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4401 N 51ST BL #9
150170081,01/17/2015,04:05 PM,7,AGGRAVATED ASSAULT,,,,,4644 N 38TH ST
150160040,01/16/2015,07:24 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,2862 N 48TH ST #LWR
150160113,01/16/2015,05:41 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2975 N 40TH ST
150160130,01/16/2015,06:58 PM,7,AGGRAVATED ASSAULT,,,,,3109 N 38TH ST #4
150160136,01/16/2015,08:27 PM,7,SIMPLE ASSAULT,,,,,4779 N 37TH ST #UPR
150160137,01/16/2015,08:27 PM,5,SIMPLE ASSAULT,,,,,3853 N 26TH ST
150160148,01/16/2015,07:05 PM,7,ROBBERY,,,,,3219 N 36TH ST
150160151,01/16/2015,08:15 PM,7,ROBBERY,,,,,4200 W BURLEIGH ST
150160153,01/16/2015,09:48 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,2913 N 37TH ST #LWR
150170004,01/16/2015,11:58 PM,5,FORCIBLE SODOMY,,,,,
150150024,01/15/2015,07:13 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4744 N 39TH ST
150150047,01/15/2015,10:49 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3738 N 60TH ST
150150094,01/15/2015,04:34 PM,3,MOTOR VEHICLE THEFT,,,,,2525 N SHERMAN BL
150150135,01/15/2015,10:25 PM,5,ROBBERY,,,,,3075 N 21ST ST
150140024,01/14/2015,06:50 AM,7,SIMPLE ASSAULT,,,,,4475 N HOPKINS ST #16
150140035,01/14/2015,10:03 AM,7,MOTOR VEHICLE THEFT,,,,,4000 N SHERMAN BL
150140056,01/14/2015,12:16 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4952-A N 54TH ST
150140092,01/14/2015,05:22 PM,7,THEFT FROM BUILDING,,,,,4757 N 41ST ST
150140108,01/14/2015,02:44 PM,7,SIMPLE ASSAULT,,,,,4550 N 48TH ST #11
150140139,01/14/2015,09:11 PM,5,ALL OTHER LARCENY,,,,,2707 W BURLEIGH ST
150130033,01/13/2015,09:55 AM,7,MOTOR VEHICLE THEFT,,,,,3050 N 41ST ST
150130051,01/13/2015,11:42 AM,7,AGGRAVATED ASSAULT,,,,,4533 N 36TH ST #203
150130077,01/13/2015,03:07 PM,7,THEFT FROM BUILDING,,,,,3360 N SHERMAN BL
150130112,01/13/2015,06:33 PM,5,SIMPLE ASSAULT,,,,,2525 W CAPITOL DR #3
150130118,01/13/2015,07:10 PM,5,AGGRAVATED ASSAULT,,,,,3384 N 28TH ST #2
150120003,01/12/2015,05:17 AM,7,ROBBERY,,,,,4177 N 45TH ST
150120004,01/12/2015,12:34 AM,7,ROBBERY,,,,,5126 W ROOSEVELT DR #2
150120012,01/12/2015,01:08 AM,7,AGGRAVATED ASSAULT,,,,,3244-B N 35TH ST
150120025,01/12/2015,07:56 AM,7,MOTOR VEHICLE THEFT,,,,,2956 N 38TH ST
150120036,01/12/2015,09:52 AM,7,MOTOR VEHICLE THEFT,,,,,3024 N 36TH ST
150120040,01/12/2015,10:20 AM,7,THEFT FROM MOTOR VEHICLE,,,,,4524 N 41ST ST
150120050,01/12/2015,11:29 AM,7,MOTOR VEHICLE THEFT,,,,,2978 N 46TH ST
150120055,01/12/2015,09:31 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4771 N 48TH ST
150120079,01/12/2015,02:13 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3055 N 25TH ST
150120080,01/12/2015,01:20 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4025 N SHERMAN BL #2
150120102,01/12/2015,02:00 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3448 N 41ST ST
150120143,01/12/2015,09:10 PM,7,INTIMIDATION,,,,,3252 N 40TH ST
150120145,01/12/2015,08:16 PM,5,SIMPLE ASSAULT,,,,,2420-A W HADLEY ST
150130004,01/12/2015,10:50 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3710 N 36TH ST
150100091,01/11/2015,05:33 AM,7,ROBBERY,,,,,2919 N 47TH ST
150110003,01/11/2015,01:20 AM,5,AGGRAVATED ASSAULT,,,,,2758 N 27TH ST
150110019,01/11/2015,06:46 AM,7,MOTOR VEHICLE THEFT,,,,,4670 N 52ND ST
150110023,01/11/2015,02:38 AM,,HOMICIDE,,,,,3218 N 24TH PL
150110027,01/11/2015,08:38 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4216 W BURLEIGH ST
150110030,01/11/2015,09:34 AM,7,SIMPLE ASSAULT,,,,,4764 N 35TH ST
150110054,01/11/2015,01:12 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4124 N 40TH ST
150110066,01/11/2015,02:53 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4638 N 38TH ST
150110072,01/11/2015,05:15 PM,7,ROBBERY,,,,,3000 N SHERMAN BL
150110084,01/11/2015,06:02 PM,7,SIMPLE ASSAULT,,,,,3353 N SHERMAN BL #UPR
150110108,01/11/2015,09:27 PM,7,ROBBERY,,,,,4637 W SCRANTON PL
150110116,01/11/2015,10:12 PM,7,SIMPLE ASSAULT,TRESPASSING,,,,4550 N 48TH ST #11
150120006,01/11/2015,10:37 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4771 N 48TH ST
150100038,01/10/2015,11:39 AM,7,AGGRAVATED ASSAULT,,,,,4025 W CONCORDIA AV
150100038,01/10/2015,11:39 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4025 W CONCORDIA AV
150100041,01/10/2015,12:30 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,ALL OTHER OFFENSES,,,,3323 N 25TH ST
150100041,01/10/2015,12:30 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3323 N 25TH ST
150100042,01/10/2015,01:32 PM,7,MOTOR VEHICLE THEFT,,,,,4222 N SHERMAN BL
150100055,01/10/2015,04:06 PM,7,THEFT FROM BUILDING,,,,,3723 N 39TH ST
150100068,01/10/2015,03:23 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3739 N 38TH ST
150100073,01/10/2015,07:24 PM,7,ROBBERY,,,,,3325 N 41ST ST
150100077,01/10/2015,05:26 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4234 N 44TH WA
150090014,01/09/2015,03:21 AM,7,SIMPLE ASSAULT,,,,,3529 N 39TH ST
150090097,01/09/2015,07:48 PM,7,ROBBERY,,,,,4350 W CONCORDIA AV
150080011,01/08/2015,02:58 AM,5,SIMPLE ASSAULT,,,,,2837-A N 24TH ST
150080016,01/08/2015,09:38 AM,7,MOTOR VEHICLE THEFT,,,,,4175 N 35TH ST
150080037,01/08/2015,11:22 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4665 W MEDFORD AV
150080067,01/08/2015,07:37 PM,7,ROBBERY,,,,,3951 N 39TH ST
150070040,01/07/2015,11:20 AM,7,SIMPLE ASSAULT,,,,,2851 N 44TH ST
150070081,01/07/2015,04:51 PM,5,SIMPLE ASSAULT,,,,,2843 N 24TH PL
150070106,01/07/2015,09:16 PM,5,AGGRAVATED ASSAULT,,,,,2707 W BURLEIGH ST
150060041,01/06/2015,12:32 PM,7,MOTOR VEHICLE THEFT,,,,,3871 N 36TH ST
150060072,01/06/2015,04:20 PM,7,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2860 N 45TH ST #LWR
150060113,01/06/2015,05:22 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3168 N 40TH ST
150060133,01/06/2015,10:04 PM,7,SIMPLE ASSAULT,,,,,4611-B N 38TH ST
150050049,01/05/2015,12:58 PM,7,THEFT FROM BUILDING,,,,,4677 N 50TH ST
150120007,01/05/2015,06:26 PM,7,ALL OTHER LARCENY,,,,,4849 N 58TH ST
150040023,01/04/2015,02:32 AM,7,ROBBERY,,,,,4400 W KEEFE AV
150040026,01/04/2015,03:14 AM,7,ROBBERY,,,,,4187 N MONTREAL ST
150040041,01/04/2015,10:17 AM,7,THEFT FROM MOTOR VEHICLE,,,,,4423 N 36TH ST
150040047,01/04/2015,01:00 PM,7,ROBBERY,,,,,4570 N 51ST BL
150040047,01/04/2015,11:12 AM,,HOMICIDE,,,,,4570 N 51ST BL
150040052,01/04/2015,11:55 AM,7,ROBBERY,,,,,2830 N 48TH ST
150040059,01/04/2015,02:35 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2873 N 47TH ST
150040060,01/04/2015,11:27 AM,7,FORCIBLE RAPE,BURGLARY/BREAKING AND ENTERING,,,,
150040060,01/04/2015,11:27 AM,7,,BURGLARY/BREAKING AND ENTERING,,,,4570 N 51ST BL
150040103,01/04/2015,06:30 PM,5,AGGRAVATED ASSAULT,,,,,3320 N 24TH PL
150030010,01/03/2015,01:47 AM,7,MOTOR VEHICLE THEFT,,,,,4508 W MELVINA ST
150030012,01/03/2015,12:57 AM,7,FORCIBLE FONDLING,,,,,
150030022,01/03/2015,02:50 AM,7,ROBBERY,,,,,3031 N 40TH ST
150030029,01/03/2015,05:07 AM,7,MOTOR VEHICLE THEFT,,,,,3719 N 36TH ST
150030078,01/03/2015,02:44 PM,7,MOTOR VEHICLE THEFT,,,,,5009 W MEDFORD AV
150030101,01/03/2015,06:30 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4125 W CAPITOL DR
150030122,01/03/2015,09:38 PM,7,FORCIBLE FONDLING,,,,,
150020003,01/02/2015,12:05 AM,5,AGGRAVATED ASSAULT,,,,,2945 N 23RD ST
150020022,01/02/2015,05:33 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5835 W HAMPTON AV
150020029,01/02/2015,08:27 AM,5,MOTOR VEHICLE THEFT,,,,,2300 W LOCUST ST
150020077,01/02/2015,01:02 PM,7,AGGRAVATED ASSAULT,,,,,4610 N 42ND ST
150020090,01/02/2015,01:15 PM,7,AGGRAVATED ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,3925 N 41ST ST #1
150030002,01/02/2015,11:22 PM,5,SIMPLE ASSAULT,,,,,2501 W AUER AV
150010039,01/01/2015,05:25 AM,7,SIMPLE ASSAULT,,,,,5635 W VILLARD AV
150010041,01/01/2015,04:22 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4830 N 55TH ST
150010070,01/01/2015,07:37 AM,5,AGGRAVATED ASSAULT,,,,,3027 N 23RD ST
150010085,01/01/2015,10:38 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3836 N 27TH ST
150020002,01/01/2015,11:38 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3108 N 44TH ST
,,,,,,,,,
Total Records: 243,,,,,,,,,
Aldermanic District: 7,,,,,,,,,
