INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150210016,01/21/2015,03:13 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1715 N 37TH ST
150210024,01/21/2015,06:52 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,4534 W NORTH AV
150210046,01/21/2015,08:21 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2235 W CENTER ST
150210056,01/21/2015,10:20 AM,7,MOTOR VEHICLE THEFT,,,,,3414 W CENTER ST
150210075,01/21/2015,11:32 AM,3,MOTOR VEHICLE THEFT,,,,,3530 W BROWN ST
150210093,01/21/2015,02:26 PM,3,ROBBERY,,,,,2176 N 37TH ST
150210101,01/21/2015,04:10 PM,3,THEFT FROM BUILDING,,,,,1809 W WRIGHT ST
150210108,01/21/2015,04:46 PM,3,THEFT FROM MOTOR VEHICLE,,,,,3802 W ROBERTS ST
150210120,01/21/2015,05:19 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2311 N SHERMAN BL
150210127,01/21/2015,07:08 PM,3,ROBBERY,,,,,2291 N 33RD ST
150210137,01/21/2015,08:57 PM,7,ARSON,,,,,2752 N 39TH ST
150200010,01/20/2015,02:08 AM,3,SIMPLE ASSAULT,,,,,2560 N 40TH ST #LWR
150200066,01/20/2015,01:08 PM,3,ROBBERY,,,,,2417 W ASH ST
150200128,01/20/2015,07:01 PM,3,ROBBERY,,,,,2470 N 38TH ST
150200130,01/20/2015,07:32 PM,3,ALL OTHER LARCENY,,,,,2465 N 29TH ST
150200135,01/20/2015,07:20 PM,3,ALL OTHER LARCENY,,,,,2355 N 35TH ST
150200171,01/20/2015,11:11 PM,3,KIDNAPING,INTIMIDATION,,,,1915 N 38TH ST #207
150200172,01/20/2015,09:46 PM,3,ALL OTHER LARCENY,,,,,3827 W CLARKE ST
150210002,01/20/2015,10:42 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1919 W NORTH AV
150190096,01/19/2015,02:26 PM,3,AGGRAVATED ASSAULT,,,,,4950 W LISBON AV
150190099,01/19/2015,02:39 PM,3,ALL OTHER LARCENY,,,,,2727 W NORTH AV
150190115,01/19/2015,05:16 PM,7,MOTOR VEHICLE THEFT,,,,,2757 N 33RD ST
150190176,01/19/2015,07:47 PM,3,SIMPLE ASSAULT,,,,,1350 W NORTH AV
150180013,01/18/2015,02:01 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2634 N 34TH ST
150180027,01/18/2015,03:24 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2249 N SHERMAN BL
150180043,01/18/2015,07:22 AM,3,MOTOR VEHICLE THEFT,,,,,2825 W BROWN ST
150180057,01/18/2015,10:23 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2522 N 20TH ST
150180058,01/18/2015,11:09 AM,3,MOTOR VEHICLE THEFT,,,,,1937 W MONROE ST
150180076,01/18/2015,02:07 PM,3,MOTOR VEHICLE THEFT,,,,,2425 N 44TH ST
150180120,01/18/2015,08:09 PM,3,INTIMIDATION,,,,,2606 N 48TH ST
150180140,01/18/2015,10:37 PM,3,AGGRAVATED ASSAULT,,,,,1700 W NORTH AV
150180140,01/18/2015,10:37 PM,3,ALL OTHER LARCENY,,,,,1700 W NORTH AV
150180144,01/18/2015,11:29 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,4221 W NORTH AV
150170008,01/17/2015,12:29 AM,3,THEFT FROM BUILDING,,,,,2216 N SHERMAN BL
150170046,01/17/2015,09:13 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2538 N 29TH ST #UPR
150170055,01/17/2015,11:18 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2101 W BROWN ST
150170059,01/17/2015,11:27 AM,3,ALL OTHER LARCENY,,,,,2100 W CLARKE ST
150170062,01/17/2015,01:11 PM,3,MOTOR VEHICLE THEFT,,,,,2334 N 46TH ST
150170098,01/17/2015,06:56 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2351 N 19TH ST
150170100,01/17/2015,05:37 PM,3,AGGRAVATED ASSAULT,,,,,2133 N 27TH ST
150170102,01/17/2015,07:23 PM,3,ROBBERY,,,,,2700 W NORTH AV
150170106,01/17/2015,08:07 PM,3,MOTOR VEHICLE THEFT,,,,,1646 N 27TH ST
150170111,01/17/2015,08:27 PM,3,AGGRAVATED ASSAULT,,,,,2417 N 25TH ST #UPR
150160009,01/16/2015,12:47 AM,3,FORCIBLE SODOMY,,,,,
150160054,01/16/2015,12:02 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2332 N 21ST ST
150160056,01/16/2015,12:19 PM,3,MOTOR VEHICLE THEFT,,,,,912 W CLARKE ST
150160067,01/16/2015,01:48 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2035 N 36TH ST
150160071,01/16/2015,09:57 AM,3,THEFT FROM BUILDING,,,,,2727 W FOND DU LAC AV
150160081,01/16/2015,03:02 PM,3,ALL OTHER LARCENY,,,,,5000 W NORTH AV
150160112,01/16/2015,05:30 PM,3,ROBBERY,,,,,2455 N 9TH ST
150160117,01/16/2015,04:10 PM,3,AGGRAVATED ASSAULT,,,,,1902 W BROWN ST #1
150160133,01/16/2015,04:17 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1725 W CENTER ST
150160146,01/16/2015,09:35 PM,3,AGGRAVATED ASSAULT,,,,,3740 W GALENA ST
150170002,01/16/2015,11:16 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1919 W NORTH AV
150150022,01/15/2015,06:18 AM,3,FORCIBLE RAPE,,,,,
150150056,01/15/2015,11:34 AM,3,FORCIBLE SODOMY,,,,,
150150099,01/15/2015,02:56 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2509 N 48TH ST
150150128,01/15/2015,08:44 PM,3,ALL OTHER LARCENY,,,,,933 N 33RD ST
150150143,01/15/2015,08:59 PM,3,SHOPLIFTING,,,,,2355 N 35TH ST
150150149,01/15/2015,06:29 PM,7,THEFT FROM BUILDING,,,,,2745 N 39TH ST
150150151,01/15/2015,10:40 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2001 N 30TH ST
150140009,01/14/2015,01:23 AM,3,MOTOR VEHICLE THEFT,,,,,4950 W LISBON AV
150140019,01/14/2015,04:53 AM,3,FORCIBLE FONDLING,,,,,
150140033,01/14/2015,09:31 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2500 N 34TH ST
150140043,01/14/2015,11:02 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2556 N 21ST ST
150140045,01/14/2015,10:43 AM,3,SIMPLE ASSAULT,,,,,1847 N 36TH ST
150140087,01/14/2015,04:27 PM,3,AGGRAVATED ASSAULT,,,,,2564 N 15TH ST
150140090,01/14/2015,05:10 PM,3,THEFT FROM BUILDING,,,,,1350 W NORTH AV
150130005,01/13/2015,01:45 AM,7,SIMPLE ASSAULT,,,,,2836 N 39TH ST
150130076,01/13/2015,02:32 PM,3,ROBBERY,,,,,1824 N 26TH ST
150130110,01/13/2015,06:53 PM,3,MOTOR VEHICLE THEFT,,,,,4915 W CENTER ST
150130125,01/13/2015,07:41 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2778 N 39TH ST
150130140,01/13/2015,10:34 PM,3,SIMPLE ASSAULT,,,,,1530-B N 14TH ST
150120043,01/12/2015,10:00 AM,3,ROBBERY,,,,,3501 W NORTH AV
150120073,01/12/2015,01:42 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2437 N 25TH ST
150120089,01/12/2015,01:51 PM,3,FORCIBLE FONDLING,,,,,
150120097,01/12/2015,05:43 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2517 N 14TH ST
150120101,01/12/2015,05:13 PM,7,MOTOR VEHICLE THEFT,,,,,2765 N 36TH ST
150120110,01/12/2015,05:49 PM,3,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,1702 N 40TH ST
150120112,01/12/2015,06:20 PM,3,ROBBERY,,,,,1853 N 12TH ST
150120146,01/12/2015,08:41 PM,3,THEFT FROM BUILDING,,,,,4900 W NORTH AV
150130002,01/12/2015,11:11 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1919 W NORTH AV
150110001,01/11/2015,12:39 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2513 N 50TH ST
150110004,01/11/2015,12:39 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2511 N 50TH ST
150110010,01/11/2015,02:17 AM,3,SIMPLE ASSAULT,,,,,2547 N 36TH ST
150110051,01/11/2015,12:55 PM,3,SHOPLIFTING,,,,,2510 W NORTH AV
150110078,01/11/2015,05:18 PM,3,ROBBERY,,,,,2639 N 40TH ST
150110089,01/11/2015,07:05 PM,3,MOTOR VEHICLE THEFT,,,,,2649 N 34TH ST
150110097,01/11/2015,07:46 PM,3,INTIMIDATION,,,,,2400 N 39TH ST
150130097,01/11/2015,11:12 AM,3,INTIMIDATION,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2538 N 29TH ST
150100012,01/10/2015,02:07 AM,7,INTIMIDATION,,,,,2732 N 35TH ST
150100016,01/10/2015,04:11 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1729 N 36TH ST
150100023,01/10/2015,09:09 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2646 N 38TH ST
150100033,01/10/2015,10:19 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2235 W CENTER ST
150100049,01/10/2015,10:47 AM,3,THEFT FROM BUILDING,,,,,2578 N 20TH ST
150100056,01/10/2015,03:44 PM,3,SIMPLE ASSAULT,,,,,2682-B N 18TH ST
150100084,01/10/2015,08:34 PM,3,SIMPLE ASSAULT,,,,,2551 N 13TH ST
150100086,01/10/2015,08:24 PM,3,SIMPLE ASSAULT,,,,,2478-B N 12TH ST
150100089,01/10/2015,08:49 PM,3,ROBBERY,,,,,1501 W CENTER ST
150090022,01/09/2015,06:30 AM,3,SIMPLE ASSAULT,,,,,2430 N 40TH ST
150090034,01/09/2015,10:26 AM,3,THEFT FROM BUILDING,,,,,2530 W NORTH AV
150090036,01/09/2015,09:10 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3326 W CENTER ST
150090050,01/09/2015,01:38 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1937 N 36TH ST
150080040,01/08/2015,12:04 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,4220 W LLOYD ST
150080054,01/08/2015,04:48 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2651-A N 19TH ST
150080079,01/08/2015,09:16 PM,3,MOTOR VEHICLE THEFT,,,,,905 W CENTER ST
150080084,01/08/2015,09:23 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2363 N 38TH ST
150080088,01/08/2015,09:45 PM,3,AGGRAVATED ASSAULT,,,,,2528-A W FOND DU LAC AV
150070011,01/07/2015,01:28 AM,3,AGGRAVATED ASSAULT,BURGLARY/BREAKING AND ENTERING,,,,2538 N 29TH ST
150070061,01/07/2015,02:43 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3429 W WALNUT ST
150070070,01/07/2015,03:23 PM,3,ROBBERY,,,,,2664 N 25TH ST
150070093,01/07/2015,06:07 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1719 W WRIGHT ST
150070108,01/07/2015,09:03 PM,3,AGGRAVATED ASSAULT,,,,,2448 W FOND DU LAC AV
150080002,01/07/2015,11:31 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2001 N 30TH ST
150060005,01/06/2015,12:52 AM,3,INTIMIDATION,,,,,2535 N 16TH ST
150060020,01/06/2015,09:31 AM,3,THEFT FROM MOTOR VEHICLE,,,,,2602 N 50TH ST
150060033,01/06/2015,10:59 AM,5,AGGRAVATED ASSAULT,,,,,1345 W HADLEY ST
150060037,01/06/2015,09:54 AM,3,SHOPLIFTING,,,,,2355 N 35TH ST
150060063,01/06/2015,03:12 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2541 N 49TH ST
150060075,01/06/2015,03:21 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2133 N 26TH ST #LWR
150060120,01/06/2015,08:25 PM,3,MOTOR VEHICLE THEFT,,,,,1341 W CENTER ST
150050023,01/05/2015,03:34 AM,3,SEXUAL ASSAULT WITH AN OBJECT,,,,,
150050031,01/05/2015,09:22 AM,3,ROBBERY,,,,,3434 W NORTH AV
150050039,01/05/2015,10:18 AM,3,THEFT FROM MOTOR VEHICLE,,,,,1115 N 35TH ST
150050044,01/05/2015,12:22 PM,3,ALL OTHER LARCENY,,,,,1829 W NORTH AV
150050048,01/05/2015,12:43 PM,3,THEFT FROM BUILDING,,,,,2514 N 27TH ST
150050057,01/05/2015,02:02 PM,3,INTIMIDATION,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2237 N 25TH ST
150050070,01/05/2015,03:19 PM,3,MOTOR VEHICLE THEFT,,,,,2632 W LISBON AV
150050090,01/05/2015,02:51 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4122 W LISBON AV
150050118,01/05/2015,07:43 PM,3,THEFT FROM BUILDING,,,,,2103 N 39TH ST
150050122,01/05/2015,10:24 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1919 W NORTH AV
150040024,01/04/2015,02:10 AM,3,AGGRAVATED ASSAULT,,,,,2142-B N 39TH ST
150040031,01/04/2015,06:09 AM,3,MOTOR VEHICLE THEFT,,,,,2542 N 38TH ST
150040034,01/04/2015,07:14 AM,5,AGGRAVATED ASSAULT,,,,,2801 N 20TH ST
150040038,01/04/2015,09:23 AM,3,MOTOR VEHICLE THEFT,,,,,2650 N 41ST ST
150040039,01/04/2015,09:08 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1829 W NORTH AV
150040072,01/04/2015,03:02 PM,3,MOTOR VEHICLE THEFT,,,,,2212 N 39TH ST
150040087,01/04/2015,06:59 PM,3,MOTOR VEHICLE THEFT,,,,,2139 N 11TH ST
150040110,01/04/2015,11:01 PM,3,AGGRAVATED ASSAULT,,,,,1117 W CLARKE ST
150050008,01/04/2015,11:21 PM,3,INTIMIDATION,,,,,2464 N 48TH ST
150050010,01/04/2015,11:56 PM,3,SIMPLE ASSAULT,,,,,3940 W LISBON AV #213
150030007,01/03/2015,12:52 AM,3,ROBBERY,,,,,3455 W WRIGHT ST
150030008,01/03/2015,12:55 AM,3,INTIMIDATION,,,,,1361 N 36TH ST
150030052,01/03/2015,12:15 PM,3,MOTOR VEHICLE THEFT,,,,,2617 N 36TH ST
150030054,01/03/2015,12:08 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2756-A N 11TH ST
150030058,01/03/2015,12:03 PM,3,ROBBERY,,,,,4538 W LISBON AV
150030063,01/03/2015,01:05 PM,3,ALL OTHER LARCENY,,,,,2235 W CENTER ST
150030113,01/03/2015,06:30 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2554 N 51ST ST
150030117,01/03/2015,09:02 PM,7,ROBBERY,,,,,2777 N 39TH ST
150040007,01/03/2015,11:59 PM,3,INTIMIDATION,ALL OTHER OFFENSES,,,,2575 N TEUTONIA AV
150020018,01/02/2015,02:48 AM,3,INTIMIDATION,ALL OTHER OFFENSES,,,,2502 W TAMARACK ST #208
150020052,01/02/2015,11:28 AM,3,MOTOR VEHICLE THEFT,,,,,4950 W LISBON AV
150020057,01/02/2015,11:28 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2225 W VINE ST
150020073,01/02/2015,11:10 AM,3,THEFT FROM MOTOR VEHICLE,,,,,3939 W HIGHLAND BL
150020122,01/02/2015,06:34 PM,3,AGGRAVATED ASSAULT,,,,,3500 W VLIET ST
150020157,01/02/2015,09:02 PM,3,MOTOR VEHICLE THEFT,,,,,2727 W NORTH AV
150020174,01/02/2015,10:44 PM,5,AGGRAVATED ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2737 N 23RD ST
150010022,01/01/2015,02:28 AM,7,AGGRAVATED ASSAULT,,,,,2778 N 40TH ST
150010093,01/01/2015,12:10 PM,3,THEFT FROM BUILDING,,,,,2169 N 39TH ST
150010110,01/01/2015,12:02 PM,3,PURSE SNATCHING,,,,,3500 W MEINECKE AV
150010165,01/01/2015,10:33 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2615 N 39TH ST
150020007,01/01/2015,08:55 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2419 N 25TH ST #UPR
,,,,,,,,,
Total Records: 251,,,,,,,,,
Aldermanic District: 15,,,,,,,,,
